,IDDepCoor,NombreDepCoor
1021,32b1bd426d504aa39b59ec9f4ff0aca8,AreaEvaluaciónLlamadas
1022,5e868227d8274eb29e4d34e2b57c1815,AreaEvaluaciónLlamadas
1023,0d09002f6122485f9bbf13f08254aed3,AreaEvaluaciónLlamadas
1024,fabf5148777b4c448c7ae91e989d173e,AreaEvaluaciónLlamadas
1025,cb9c7d65df2247c6bba05945516fd8aa,AreaEvaluaciónLlamadas
1026,00fd26b2cd6c4c458cb3d1080c8a415a,AreaEvaluaciónLlamadas
1027,ec988843b2b04bba87e7a19694f9608c,AreaEvaluaciónLlamadas
1028,59c24bfe8b1c4f4b90fdeb7d8394d90a,AreaEvaluaciónLlamadas
1029,83e3304374904324b00265c7b411213c,AreaEvaluaciónLlamadas
1030,5d195e56d222428e89579aaf2f298502,AreaEvaluaciónLlamadas
1031,5b95d970cd494bebaf153f4366b3da4d,AreaDespachoEmergencias
1032,118404fbd82148bd9ff77684646105df,AreaEvaluaciónLlamadas
1033,4c205031b9b244fa9ee8434235763e5e,AreaEvaluaciónLlamadas
1034,a10c21ff01c3462595b332464419a0fd,AreaEvaluaciónLlamadas
1035,1b2da0f756ee45199964bdc1a9194346,AreaEvaluaciónLlamadas
1036,353f670152cf4be9aa835843c2cf9e83,AreaEvaluaciónLlamadas
1037,ab2fb1739b534b14bfd97cae249a8bce,AreaEvaluaciónLlamadas
1038,75d00ba6c4a8488489cdafad14a51743,AreaEvaluaciónLlamadas
1039,a71c9a55825b4e8eb2069a32046ef731,AreaEvaluaciónLlamadas
1040,62cbf546bc02401e887fc95ba0561376,AreaEvaluaciónLlamadas
1041,68ba1ed53e7c4a55a0bb4d4460c06fa4,AreaEvaluaciónLlamadas
1042,bf3f436781dd48c49a43c106fda500c5,AreaEvaluaciónLlamadas
1043,3f8f711cf26f4f759ac83f3589c3cb04,AreaEvaluaciónLlamadas
1044,31055be84997431d96a0a99081eb2dbe,AreaEvaluaciónLlamadas
1045,863360af5d734c9eb21d7269a6816630,AreaEvaluaciónLlamadas
1046,ecb20e55f0e14a5cb2fdcd8f8a8bb2ab,AreaDespachoEmergencias
1047,09daec691156470e8ff3ac54078e94b8,AreaEvaluaciónLlamadas
1048,40dda1721904456a905f35607025c31b,AreaEvaluaciónLlamadas
1049,2da6ef2e5ad94b46bda79b74a2ceb13c,AreaEvaluaciónLlamadas
1050,c6650e5321be48e1b55c5a69370ad9b8,AreaEvaluaciónLlamadas
1051,3e7a34a5a0c745b581e877c74dbb6e1b,AreaEvaluaciónLlamadas
1052,9f0478371eaf40c790b47bb159ef05d5,AreaEvaluaciónLlamadas
1053,c188af1967c048fc9e701d63fcec20d3,AreaDespachoEmergencias
1054,c535d17c99484fc691c210442cb07fbe,AreaEvaluaciónLlamadas
1055,a815407cccfa45aea0311f25c73ef38a,AreaEvaluaciónLlamadas
1056,8f0f4ea212374791a206997276f9a558,AreaEvaluaciónLlamadas
1057,00d45b4d0a044fe5a8bfab2818e60b2f,AreaEvaluaciónLlamadas
1058,2a1e534595804ff7b7ad854207be56ae,AreaEvaluaciónLlamadas
1059,7914be86961549afa8b74dac89376b2f,AreaEvaluaciónLlamadas
1060,f8ba8092b4a64e38b08afd147a5def30,AreaDespachoEmergencias
1061,7f9ee8e72493460cbb409402f95de7a4,AreaEvaluaciónLlamadas
1062,944df378d8af41a8b601ddf1028a65bc,AreaEvaluaciónLlamadas
1063,52d5dd7f526e44e490aff5d7d95f4e1b,AreaEvaluaciónLlamadas
1064,dc2c067765c1440384fd40899cafb6d9,AreaEvaluaciónLlamadas
1065,bc232a956e6142bea29c5db62f4093a3,AreaEvaluaciónLlamadas
1066,4cc59709072f4ce6979df2fe6594c5d1,AreaDespachoEmergencias
1067,828eb3b48d474b96bcdb50456d618a67,AreaDespachoEmergencias
1068,8033ed6a255c4821bd11d19ff8cc6181,AreaEvaluaciónLlamadas
1069,c0071c45da4c4ae1b58a4e303a1da48e,AreaEvaluaciónLlamadas
1070,6cb920247894457f8e7dd3c661b35094,AreaEvaluaciónLlamadas
1071,b552e6c303c04e29b1f6bfff6da44b86,AreaEvaluaciónLlamadas
1072,848f13fc1c6b4fb5b8670ac9492978fe,AreaEvaluaciónLlamadas
1073,816ff946f77240969b6659b80fff074e,AreaEvaluaciónLlamadas
1074,6bf8726e587c487badcb0b068151c0e6,AreaEvaluaciónLlamadas
1075,59ac558fa0be4f7387e5feb379f09fb1,AreaEvaluaciónLlamadas
1076,515bcca6829142b989f7b83e8d5835af,AreaEvaluaciónLlamadas
1077,93865c9707544f698af8b45b5944a9c8,AreaEvaluaciónLlamadas
1078,5c3b08d7e42043bc9a7bc5b8f362b26b,AreaDespachoEmergencias
1079,c605ee30b5434df4b12a6c098fb6bebb,AreaEvaluaciónLlamadas
1080,cfa3708c349649c8b7507e216d6bc73f,AreaEvaluaciónLlamadas
1081,ab847fb13d3447828d635673f3cc12de,AreaEvaluaciónLlamadas
1082,a46e3c1f64794dccab7e1827dd5a969a,AreaEvaluaciónLlamadas
1083,b5438dc00f564ce0bba3fae3c031a729,AreaEvaluaciónLlamadas
1084,c8baa965ff1941539fa4d4af8eb9bae9,AreaEvaluaciónLlamadas
1085,98dfbd1637c347f387d84abb92292f6a,AreaEvaluaciónLlamadas
1086,cdb9473bc5ee4360a235323ed0a58a45,AreaEvaluaciónLlamadas
1087,0a25f7f2493e46d182c55c3907b40639,AreaEvaluaciónLlamadas
1088,9865e34618aa401ca56ff335c8831157,AreaEvaluaciónLlamadas
1089,1ac44f22f4fb4cbeb9d6aace57a3b7ae,AreaEvaluaciónLlamadas
1090,976873a816014315837c5b2dca28bfc9,AreaDespachoEmergencias
1091,69a066b435074fdd9eac188ab8a972f3,AreaEvaluaciónLlamadas
1092,b9f0cf38e1f047bbbe52087ac98a38b5,AreaEvaluaciónLlamadas
1093,719ef6db74584c649084688107cbe020,AreaEvaluaciónLlamadas
1094,555263684da244acb29cd1fcfedf3fe1,AreaEvaluaciónLlamadas
1095,6979b29cd2c6473f8b2b95da39da1cc8,AreaEvaluaciónLlamadas
1096,dc61bd5e1d8b4b3caed6f282a951e4e6,AreaEvaluaciónLlamadas
1097,431ef56acd7145648cebae0ee2186d6b,AreaEvaluaciónLlamadas
1098,ccb66e54bc874a74ad8e3458e3e65bd2,AreaEvaluaciónLlamadas
1099,72e7a1c451854033b146a31f0a97c553,AreaEvaluaciónLlamadas
1100,2f3b080b8ff642b69f2168e7584a8a69,AreaDespachoEmergencias
1101,3ec056b7377c49ac879c58f31ee9c655,AreaEvaluaciónLlamadas
1102,620067f986964ceaa66f99c632188fe5,AreaEvaluaciónLlamadas
1103,a447115035824d4a9002d0072fce5078,AreaEvaluaciónLlamadas
1104,4434fa93430240f58a572f48346dc80d,AreaEvaluaciónLlamadas
1105,acbd69394b5a43759782d06262b67063,AreaEvaluaciónLlamadas
1106,783cb0e1101b4a649a404d8758ad01b8,AreaDespachoEmergencias
1107,8ad181ba9a1f4599965b01060a19a707,AreaEvaluaciónLlamadas
1108,d5d2d2e128b94cf4b9975c2c494160de,AreaEvaluaciónLlamadas
1109,66cc8858a309412e97c4c8774f988253,AreaEvaluaciónLlamadas
1110,fcf7d2f0d273456982344a812fc2bfab,AreaEvaluaciónLlamadas
1111,250c9dbced34422d9b00685b2fe2dfb9,AreaEvaluaciónLlamadas
1112,38253163b4b74b06b39c6e7190bfb66b,AreaEvaluaciónLlamadas
1113,aa79306c7ea945398c82217281d0a416,AreaEvaluaciónLlamadas
1114,a6f3f39ce23b42f9a7e5d9bb8d139b15,AreaEvaluaciónLlamadas
1115,17089090bdb947f9a1138123055745be,AreaEvaluaciónLlamadas
1116,722de79c48d94a00983a4fc7533e38f0,AreaEvaluaciónLlamadas
1117,382f4c1e5a604db5b7aac26e0a5268ac,AreaEvaluaciónLlamadas
1118,3b563e82cb5643e4bf93a4c7c8ff4b90,AreaEvaluaciónLlamadas
1119,b363bbe52fac47debe010e68f1550b32,AreaEvaluaciónLlamadas
1120,1b917b17f9d649c3a2fd4bd35389e0f8,AreaEvaluaciónLlamadas
1121,ab783019eaec440387d1c4cd16e2b408,AreaEvaluaciónLlamadas
1122,960a2d65e6fa4a268c58425f4a614b90,AreaEvaluaciónLlamadas
1123,1120d99ad8b74a86a501557ec59c5510,AreaEvaluaciónLlamadas
1124,69138fa253354af490ec5625cc4046e4,AreaEvaluaciónLlamadas
1125,6a3503c63d634dadb61db35d80ff2532,AreaEvaluaciónLlamadas
1126,dbb9944c51604b058b2e715abeb9c556,AreaEvaluaciónLlamadas
1127,cf140669487a46f0bd52b36415069de4,AreaEvaluaciónLlamadas
1128,9c32169ed7c64400a4762a11068842e6,AreaEvaluaciónLlamadas
1129,b12156cdbd7f4140800afd908cdb571b,AreaEvaluaciónLlamadas
1130,525c6c606a8a4ea98d03cbcf725fe473,AreaEvaluaciónLlamadas
1131,1cee2e787e1c4dd3ac52ecead66597f4,AreaEvaluaciónLlamadas
1132,f364987cd8a5405ca68b7d0d7371a4ca,AreaEvaluaciónLlamadas
1133,45cfc6bac0174f879c55e007398857fd,AreaEvaluaciónLlamadas
1134,a710dc1d99d44745af8d1bd714da006c,AreaEvaluaciónLlamadas
1135,48447db43ed249af9659874fd4fb5b73,AreaEvaluaciónLlamadas
1136,7e1b89586c41440bb2474499357444f8,AreaEvaluaciónLlamadas
1137,44ae1799382845979657f9771b1b8e9a,AreaEvaluaciónLlamadas
1138,93adffdd96a042d28b9281d58d44f15c,AreaEvaluaciónLlamadas
1139,4fcc6bbe7def481785e36bf84b330725,AreaEvaluaciónLlamadas
1140,e81ceb7ac87846cf97f790550663ae8c,AreaEvaluaciónLlamadas
1141,9278ae2667a84136bb8d745d925ae9d8,AreaEvaluaciónLlamadas
1142,17c0390c98134e2eaaf0af04911ebeaa,AreaDespachoEmergencias
1143,3e66fb5369d04df2b0f9b225a879ba97,AreaEvaluaciónLlamadas
1144,2cf73bac319b43e5a66be771ea9f7678,AreaEvaluaciónLlamadas
1145,7b1588d1213849158a1faf486085985b,AreaEvaluaciónLlamadas
1146,2f0cc222a0f0487d9b758b31453cf48e,AreaEvaluaciónLlamadas
1147,73c7dca0dcb64676b2d1aa74136c46e1,AreaDespachoEmergencias
1148,c57303d194ba4559a31649bdcb9aace1,AreaEvaluaciónLlamadas
1149,c1ce7788aefc4f6196ab6044f252560b,AreaEvaluaciónLlamadas
1150,269229d3a2c34fe0afac96ea83914d50,AreaEvaluaciónLlamadas
1151,b4d643b2c3e14c828e4d0fe4ba9f905d,AreaEvaluaciónLlamadas
1152,f429e8a404444a61a0054fedb0784423,AreaEvaluaciónLlamadas
1153,c53ab3cd498146a9a7c686827035a6ba,AreaEvaluaciónLlamadas
1154,c4b7cc40d3254c4d863bf112de1a4d16,AreaEvaluaciónLlamadas
1155,aedbd67e3804402f99e49d66ca1ed270,AreaEvaluaciónLlamadas
1156,2f26d8a64e634c908bfcbc1b64b95b6d,AreaEvaluaciónLlamadas
1157,5754b6c9a4e644c8a5176c2eef704020,AreaEvaluaciónLlamadas
1158,3e16faf0670d4cc98b795fadb4fe7af6,AreaEvaluaciónLlamadas
1159,385906e1f5fe475bb1cea89411ede3f5,AreaEvaluaciónLlamadas
1160,6e4fe4b0573d450a969d9cca1cfe16f6,AreaEvaluaciónLlamadas
1161,ad12addb7b294665b49dcca3560e33d2,AreaEvaluaciónLlamadas
1162,1b9ec150b60f4945afe88653507545a5,AreaEvaluaciónLlamadas
1163,61d8f72269bc485a846bbdee2ac0d9e5,AreaDespachoEmergencias
1164,05896cbae89148049a9656da0ab1f6b1,AreaEvaluaciónLlamadas
1165,712d70d8ce334da4a1268a111f355097,AreaEvaluaciónLlamadas
1166,437efdb1d7374b0f91ee9c2fc7f82a2f,AreaEvaluaciónLlamadas
1167,de0c530d625042418500aabff70a01c9,AreaEvaluaciónLlamadas
1168,c5ed14f97e464a83a61a90bdb4d6cf4a,AreaEvaluaciónLlamadas
1169,6556fd6ab8dc4c12ab751b57cd211a09,AreaEvaluaciónLlamadas
1170,0d412892855f4261a124eeb756355c14,AreaEvaluaciónLlamadas
1171,6ced019ce0c14d6a89c228094669f107,AreaEvaluaciónLlamadas
1172,8c5744c723f54dafb339e622b0ab297b,AreaEvaluaciónLlamadas
1173,67079090851e437e9eb02fb435a8443d,AreaEvaluaciónLlamadas
1174,f938d2ad6cae4cfdb203d9c67ddd80df,AreaEvaluaciónLlamadas
1175,1de6c6643f2f4b569885de629352bab7,AreaEvaluaciónLlamadas
1176,b57ec6cc28c4455c8c33730887ffaf7e,AreaDespachoEmergencias
1177,0c0c924e490240a787c7f98bcdfbb231,AreaEvaluaciónLlamadas
1178,ed71c7a20668406fa32a25abd49d0ea3,AreaEvaluaciónLlamadas
1179,60bd6203b5274a1e9486ec6339768862,AreaEvaluaciónLlamadas
1180,19d1dc7aad2a4dff97b20bcec77acad3,AreaEvaluaciónLlamadas
1181,72d803c9c57c44bfa233baa6b48b466e,AreaEvaluaciónLlamadas
1182,659520fb43cf479ca5e54cfd7c227429,AreaEvaluaciónLlamadas
1183,ac4698facad849f0989e6dfb6ccec60d,AreaEvaluaciónLlamadas
1184,0f76d4368ae449de8b289f80f6527ae8,AreaEvaluaciónLlamadas
1185,eedfa54c430644fdbec23e859d09f27b,AreaEvaluaciónLlamadas
1186,d22b26e3248b43bfb6543621329324e9,AreaEvaluaciónLlamadas
1187,a741d4d8b556455dbc2f7008f0697059,AreaEvaluaciónLlamadas
1188,539650ce553e4fc18ff28e99a51d25d0,AreaEvaluaciónLlamadas
1189,6523a361a46945feb82c0794b52e09bf,AreaDespachoEmergencias
1190,3d1ec76e58a24c918d39bdc55fb75a9a,AreaEvaluaciónLlamadas
1191,38fe63a87b274ab2ac47a3b6125c071d,AreaDespachoEmergencias
1192,ed376719bcd046e081d84ea74317f614,AreaEvaluaciónLlamadas
1193,8c7a7e8cf7c744feaa150a4c04f58a8c,AreaEvaluaciónLlamadas
1194,18c5c216aa0244628cc4b337dfc1f6cd,AreaEvaluaciónLlamadas
1195,a1e7f53a4e38437f8063ce5974077014,AreaEvaluaciónLlamadas
1196,3b3d4374aea143129f772ae2a7e2eedf,AreaEvaluaciónLlamadas
1197,5f4ea4e95d13433b8721c890ef733fc0,AreaEvaluaciónLlamadas
1198,6629ebc1e9df4830a4496b86cee7f73f,AreaEvaluaciónLlamadas
1199,14f7ff9c7dd6419cad2174a9ff2deae8,AreaEvaluaciónLlamadas
1200,e5c327dbac104bed95112a00ca62e6e9,AreaEvaluaciónLlamadas
1201,87f158452f2941148cf3b1049b23ff81,AreaEvaluaciónLlamadas
1202,14052c0ffdd640baa44f8c40a85dbe72,AreaEvaluaciónLlamadas
1203,8373cb7ae68c4bebabdcfd70294d3368,AreaDespachoEmergencias
1204,f1a2ef46167c4fe797be1800c62c1e34,AreaEvaluaciónLlamadas
1205,8f628934c21b48cbae0b6a787788de5c,AreaEvaluaciónLlamadas
1206,3517dbf92529460abd0396091fc5321c,AreaEvaluaciónLlamadas
1207,2defa01bd2314fe8b975a981fab7eeb9,AreaEvaluaciónLlamadas
1208,10b1cd7cec614ab0b3919df17cdd62b6,AreaEvaluaciónLlamadas
1209,30bfd1766da341eb8a30fe861d42846c,AreaEvaluaciónLlamadas
1210,b5c0c18fe96d49d08943f2df292d3fec,AreaEvaluaciónLlamadas
1211,d57857d2a9e149829475a1c62330732c,AreaEvaluaciónLlamadas
1212,ca7dc1a264ba474aa688904dd8de1349,AreaEvaluaciónLlamadas
1213,e900deb51149422ab73c14acbbceb7b0,AreaEvaluaciónLlamadas
1214,13fb1bf9a37e4e22aa8261ee751f2670,AreaDespachoEmergencias
1215,2ca0cad5cb8d4a569f1222c323056704,AreaEvaluaciónLlamadas
1216,d55a19f28d2a46be918b04b0c77bf6f5,AreaEvaluaciónLlamadas
1217,b8c4f68e7dc7423ea65e0d90df65f270,AreaEvaluaciónLlamadas
1218,264f3633597341f89d6fd29565253026,AreaEvaluaciónLlamadas
1219,1c9e34c11bee4f2aba7da402a789c1c6,AreaEvaluaciónLlamadas
1220,a3a502273d2841a6b81cd5823e1d7023,AreaEvaluaciónLlamadas
1221,aca53ef843e949b3bef5c4aa713c596f,AreaEvaluaciónLlamadas
1222,7d1e74c77c3944a78712c94cee587946,AreaEvaluaciónLlamadas
1223,3b091b45314a45efa1e7dcc50921e334,AreaEvaluaciónLlamadas
1224,c5ae9bc95deb4bbabe71b24a94d09efd,AreaEvaluaciónLlamadas
1225,692f105c15ba43779af348d92d0730f2,AreaDespachoEmergencias
1226,101fc94dd0a143678f428afc7603bcbb,AreaEvaluaciónLlamadas
1227,0de60e8bd2fa4741bf60c2667eb7ab9d,AreaEvaluaciónLlamadas
1228,a9cebec1a6fd45c4911000dd4875074f,AreaEvaluaciónLlamadas
1229,e9c2b9d2208e4f2e9af2d314a8c0736e,AreaEvaluaciónLlamadas
1230,15a8c3d3ca0a4f24a65b2d8a144066cb,AreaEvaluaciónLlamadas
1231,57ba3b76f9ad40b683398b1b7945beb2,AreaEvaluaciónLlamadas
1232,b8a686a695a84302850ef1879256af6b,AreaEvaluaciónLlamadas
1233,02e7fe83a6ed4475bfa7ba6de5cc9b64,AreaEvaluaciónLlamadas
1234,ec86eb602cd1413a82929548451eb005,AreaEvaluaciónLlamadas
1235,fac6ff4efa0941f387e497b3e2b41f92,AreaEvaluaciónLlamadas
1236,c15dcc45c9664d529e21abf12405fa0f,AreaEvaluaciónLlamadas
1237,ef5f5b995e6e40c3951dd872fede2a62,AreaEvaluaciónLlamadas
1238,7cee4872d6f349468eecfd233acb1004,AreaEvaluaciónLlamadas
1239,c988402c2908427599fd588dd7ba602e,AreaEvaluaciónLlamadas
1240,b28a67b750a74b49a84330c7e57a1fa2,AreaEvaluaciónLlamadas
1241,f1a02099a1884c7fb90425bf2198325b,AreaEvaluaciónLlamadas
1242,79c8bf005ec246f2a35d084a6be0095d,AreaDespachoEmergencias
1243,fd6fb6fe544944428003e2a931f2b6ed,AreaDespachoEmergencias
1244,7989bbb57a5444e69c39d93c9732a962,AreaEvaluaciónLlamadas
1245,59b7fe1d22314c60b31d4efeac67db3e,AreaEvaluaciónLlamadas
1246,573b5b3ea37f4ad08908c9fe5cf2ee29,AreaEvaluaciónLlamadas
1247,19ed5aa696b24e97a05ffefec61752cd,AreaEvaluaciónLlamadas
1248,8024c1b36d55465f8e5eb08f603b8925,AreaEvaluaciónLlamadas
1249,f30f11cae5034966b45a1b8ae841b92b,AreaEvaluaciónLlamadas
1250,38b8f4d14e004d8c81fa555132bbace7,AreaEvaluaciónLlamadas
1251,e22b317e5ceb4befb67516850a94698c,AreaEvaluaciónLlamadas
1252,0c4f4311ea9b4747969468849893947d,AreaEvaluaciónLlamadas
1253,f76a8b6f25094331bf65ac692452914d,AreaEvaluaciónLlamadas
1254,fea72299a9934b19a33ef522f32dabee,AreaEvaluaciónLlamadas
1255,7658fbc3be9b468fb13bca0adde07388,AreaEvaluaciónLlamadas
1256,73461205f8034122a97201fbdbe94ce6,AreaEvaluaciónLlamadas
1257,bd3f724c7aab412eadb9de2a497668ab,AreaEvaluaciónLlamadas
1258,aebc30e0099a412b9b7171066e465df2,AreaEvaluaciónLlamadas
1259,ee14dd1829b94d7a817476099ba7e410,AreaEvaluaciónLlamadas
1260,8122802656d244d98b2c3110871f5e81,AreaEvaluaciónLlamadas
1261,952387c50be9495ca4fa13b1d44ece71,AreaEvaluaciónLlamadas
1262,e71ea3cdc7e14719b84f2f03ced7b5d7,AreaEvaluaciónLlamadas
1263,54e8e065e2374522a36b9be0e1fcfa2c,AreaEvaluaciónLlamadas
1264,5d223785b6a149a2a0de0f1d8530de1f,AreaDespachoEmergencias
1265,825c99ff8e0b4002b05bbe1c4e369d99,AreaEvaluaciónLlamadas
1266,109811a60f6848cdb7982521ca1e7c9a,AreaEvaluaciónLlamadas
1267,6b6b1fb8e3b54998aefdd8b07e538d32,AreaEvaluaciónLlamadas
1268,25a6ea52fbb94c51911b97f8d9dfb38e,AreaEvaluaciónLlamadas
1269,f269f7ef68514550925d82f0d272b7c1,AreaEvaluaciónLlamadas
1270,e3b1388adf554305a65c0bc0ef671741,AreaEvaluaciónLlamadas
1271,59b7931fbc9442009dcaa49997302f5d,AreaEvaluaciónLlamadas
1272,3adb6eec649049439fbdb2bbbaf0fc6c,AreaDespachoEmergencias
1273,c3af72090f044c188c7552748d9a04fd,AreaEvaluaciónLlamadas
1274,760dcb74a55f412bbf421831b2ddbdf6,AreaDespachoEmergencias
1275,b5e65999e67841e7882c6a1274172292,AreaEvaluaciónLlamadas
1276,5f71af4570b24300b43c67c9bad32c8a,AreaEvaluaciónLlamadas
1277,a7d5f496ac7f424f83d40c0fc32d4ad9,AreaEvaluaciónLlamadas
1278,a1eddc6e89c943c491159805c97f4d41,AreaEvaluaciónLlamadas
1279,bb3853d96eb24d2ba61f84e2505de78f,AreaEvaluaciónLlamadas
1280,4272ef298eba4dff8c5ebd54ddf92908,AreaDespachoEmergencias
1281,fb9a9fea8e744e74a0735d939095e600,AreaEvaluaciónLlamadas
1282,7083a7d48a3c40c08c11ca2a6029c8c4,AreaEvaluaciónLlamadas
1283,f40eedef09484a03a98c3f9c16d41e19,AreaEvaluaciónLlamadas
1284,ff22d2ba4247411eb491a487c3e934eb,AreaEvaluaciónLlamadas
1285,78cb4fbc1f9d418c8c3b0555e9e53f8c,AreaEvaluaciónLlamadas
1286,20d78d09559644ed9bc8b35b2e9cebf4,AreaEvaluaciónLlamadas
1287,2058059de8d042e883aff9f3cd9cd60a,AreaEvaluaciónLlamadas
1288,b3687df435b0475b950a9c7b0645f318,AreaEvaluaciónLlamadas
1289,6b50f617ffd346379f091b5a5585a965,AreaDespachoEmergencias
1290,42924d18ed3e495095d564faf86eca25,AreaEvaluaciónLlamadas
1291,738b64fc10fb4a71b9c341e65ecf4a48,AreaEvaluaciónLlamadas
1292,f5c9ed7c233843a3977c3078abb6786d,AreaEvaluaciónLlamadas
1293,9bb0849ff16844d388ed8601e8a270a1,AreaEvaluaciónLlamadas
1294,7fb9334571c144a7bb4009e3c615c3f3,AreaEvaluaciónLlamadas
1295,d93f91ec82d941a9add56226efd346f2,AreaEvaluaciónLlamadas
1296,b4b3bee6c9344d7daea8897a3d717c64,AreaEvaluaciónLlamadas
1297,a67c822ed70245658bfd1e9a0cbcf5d4,AreaEvaluaciónLlamadas
1298,f906998ef4924ac0aa9eba0ff8dd1d2c,AreaEvaluaciónLlamadas
1299,e4b697ce884647b68b999b8fcb30488d,AreaEvaluaciónLlamadas
1300,4e35c4bd3c734d13bd89fcb1fe24f93e,AreaEvaluaciónLlamadas
1301,615d3f8479334b8c90a6c43a9daa324f,AreaEvaluaciónLlamadas
1302,c8841273daa94b5db9c66a8599ae582e,AreaEvaluaciónLlamadas
1303,577835ac7c4e4faf9746c80e3ab17015,AreaEvaluaciónLlamadas
1304,38d59b7024ef4afca3dfd9cc3ec5b66e,AreaEvaluaciónLlamadas
1305,7f42a7ef5c31413a858d3d4901fc361a,AreaEvaluaciónLlamadas
1306,267c9f42ea3d44cfa0f187d360baf6e1,AreaDespachoEmergencias
1307,59109ac19e724c54b06bfbd1759055ab,AreaEvaluaciónLlamadas
1308,4366ca05871b4234a29e02330aed382f,AreaEvaluaciónLlamadas
1309,524838149cca423b971a228c1c7425b6,AreaEvaluaciónLlamadas
1310,cef399cf7e7f4e8395916ec34b7f1af0,AreaEvaluaciónLlamadas
1311,c9107424c49940cf9fce7433e59be9a7,AreaEvaluaciónLlamadas
1312,21df36ff6ef74980b23dc089be63db57,AreaEvaluaciónLlamadas
1313,016663c4fc5544b6abcba71381388bfb,AreaEvaluaciónLlamadas
1314,328036a35c9d4225b659ad38cad4838f,AreaEvaluaciónLlamadas
1315,14cde57b280946efb0ecd29d9aeae70b,AreaEvaluaciónLlamadas
1316,eb64390002514fda8fdf24700326435d,AreaEvaluaciónLlamadas
1317,4d66f96f35c1440f8c9bd80e86ae09df,AreaEvaluaciónLlamadas
1318,907ef13ce63e4668b4a8958126c75768,AreaEvaluaciónLlamadas
1319,2db4ec86cbb94a45870231959f641ffc,AreaEvaluaciónLlamadas
1320,224ff37cd0de4378b3e55ef4d4c99e87,AreaDespachoEmergencias
1321,a5cd407aa68d4b079cf1e5dcb747ddef,AreaDespachoEmergencias
1322,638223c438064fdbafc537b0d512f12d,AreaEvaluaciónLlamadas
1323,02075bfc03d443989cc52e5a522f288f,AreaEvaluaciónLlamadas
1324,e264f33ff21a48f58f69e75d58447cf2,AreaEvaluaciónLlamadas
1325,362ef85a666a4b9d9b5063f72aa29c7e,AreaEvaluaciónLlamadas
1326,b128b06cdd1d44a892243872ea0fb5f7,AreaEvaluaciónLlamadas
1327,4b77bee2a9f14051a01fb11e6628fb41,AreaDespachoEmergencias
1328,73235a775c974d8884a4b8de87a1549c,AreaEvaluaciónLlamadas
1329,917f3fd5965446c78273e389d62f8c08,AreaEvaluaciónLlamadas
1330,0b2c3f4ee5724fd6a7b07f049a50ba37,AreaEvaluaciónLlamadas
1331,9b28c8cb32fc46d5820352fd4fb03ea5,AreaEvaluaciónLlamadas
1332,1d22c7c195174e0cae337fd0bf18a1f3,AreaDespachoEmergencias
1333,ccf75e85b5414114a5ce0cd2d19a4b59,AreaDespachoEmergencias
1334,312640e936574b75a58b18fffb23a500,AreaEvaluaciónLlamadas
1335,1e11fb55989e4f4094122d72f1c3cf6d,AreaEvaluaciónLlamadas
1336,e061c4203d1848e8bdd48e5163f4389d,AreaEvaluaciónLlamadas
1337,0a7b9b2bb29149278681b33515b55f6c,AreaEvaluaciónLlamadas
1338,3fe1bd25875f4b2bb9facb02e798c047,AreaEvaluaciónLlamadas
1339,12f24bbf3786413d82693c7d453ce269,AreaDespachoEmergencias
1340,921f671edce84e1c81971c276b49ada1,AreaEvaluaciónLlamadas
1341,ab5104f6c952470c8efea5ad018f02d4,AreaEvaluaciónLlamadas
1342,7aec5648148b4f0c9d551ec8abf58364,AreaEvaluaciónLlamadas
1343,a994612716cf435f934b18c70a2d12c2,AreaDespachoEmergencias
1344,f9730cbfeaec46bfb143329be6106805,AreaEvaluaciónLlamadas
1345,631f6763301c4b1085f43b344681314a,AreaEvaluaciónLlamadas
1346,7f387179ef0d46f0a631acddd876f273,AreaEvaluaciónLlamadas
1347,9f25bab0cc944e49a6aa9a029404b20d,AreaDespachoEmergencias
1348,6c6106dfcf244b15b9100210183da391,AreaEvaluaciónLlamadas
1349,9856757d544b4762a0131570a6b81955,AreaEvaluaciónLlamadas
1350,4f1ed1d0e83640f1a7b9bd0543fdd814,AreaEvaluaciónLlamadas
1351,dd065e21ccdf4f51899a1cdcde9ad57c,AreaEvaluaciónLlamadas
1352,dea21da29a694fbe9dfd457b6463705f,AreaEvaluaciónLlamadas
1353,3cb3119ecfb04511b7a90fd06d58af4b,AreaDespachoEmergencias
1354,e0e44073c4964e33930f5cc8fdb2a00c,AreaEvaluaciónLlamadas
1355,3f88b6b208c84861ae539cdcce55c0e1,AreaEvaluaciónLlamadas
1356,4171b9c863fe45429f6f98e01014a001,AreaEvaluaciónLlamadas
1357,01e1f0d3471b48a3b334c24034467016,AreaEvaluaciónLlamadas
1358,a6a25761f9c4400ba116a808268daecc,AreaEvaluaciónLlamadas
1359,8dbbcbe7be19483783e77d4e7bd6fb55,AreaEvaluaciónLlamadas
1360,08b0806c203746bf949bf923660125a0,AreaDespachoEmergencias
1361,7c0f4617cb494a2890fde95ec14d53f2,AreaEvaluaciónLlamadas
1362,726ba9b687c64f46b7dbc158e05cbccb,AreaEvaluaciónLlamadas
1363,cd13f382d62d4ea0966ea086d8863cb5,AreaEvaluaciónLlamadas
1364,1c1de351707d440eb7d9bb919fbc3e98,AreaEvaluaciónLlamadas
