,IDEcu
1240,05d014ad492245b1be2f93fd84f8fff6
1241,c9ee401f19c34b46ade04398bcdaae58
1242,950d9278de4e403c847434daf799b5db
1243,77212220744541709465b1ad2f554023
1244,ad34ca1e4c4940d092146a951ae112c3
1245,72cae87611fb4b639d8adce82c8e6f88
1246,757c3d37b6454f08b559de3ff72083e3
1247,7b304f41a5a74693bed49ae420a2cb7f
1248,5a0ba119f44947d18e26261dc445714d
1249,e41dd487353f484e865a99f6241977da
1250,5b904a106caa44e287fb5c9ac40779fc
1251,ada17d3a6aa44957b8a5fe88b97980b4
1252,cdbc465db95b48508be00e6bba451552
1253,ada9e15a5aca4cdbb3e2ecd126cd72e1
1254,6d5199675c28494ebe71f27abbde0fdb
1255,e442662933af440e83931b3b297b4f01
1256,26e669a63ec344acabb9a8de0db8d221
1257,1e12b4d5be9644faad8ef8346eb5701d
1258,b8bf87510b184278adab9faa0d263534
1259,45998a2c1ed14deda04d5f2ec546566b
1260,8ee7663d403741e5a6425381f3538395
1261,faf921b96e8c4275820ebe54159c4779
1262,01be701592e8483285640f1d149e7e1b
1263,9095707867e74f64b1ed9ee30bbdaaf4
1264,ef1c87700b934ea7b893846dc1956ae9
1265,1b68ce1869fd4b3eb264eea6d9e1ad1c
1266,e77e837a3ab84c509b07d515aae9c689
1267,2f37bc3cf29d42abacec18e3791aa8a8
1268,cf20a6970a9f473fbe07b1460d234f39
1269,b63cc5e1b75141bb90de2cfacbbd86fe
1270,f0d9709f92b04dd08d97e4b81c502ea4
1271,8e7db95d4f9945deb35744b205fe9b04
1272,42b82a6d618e4c339cacd8505a5f8436
1273,420c251a0f0446fc89888c03f2fd9280
1274,2a1cb44322d748d6aa214570166a7461
1275,1d570a4c39924b75a9dfad8d49010a9c
1276,318eeab4afad467a93ca70642d229aad
1277,e8d943acfbf14a7eb41b745a0c5ca345
1278,7cc397f3ea0746edb5782e1cc3a78f9a
1279,20bb8613b1364a99bd7a02fdf1c8821f
1280,a9d105b3c6404cb6a38a72bedff93fff
1281,51045d292d5447c2aa38e11cc866f6dc
1282,286f0d07922344428a4431078bcaf32f
1283,211122a7c9924b28b97b6399202497ef
1284,20c3784b5f694ff2bc8058dcd6d4b620
1285,d321bd3b4b1e470bb67461b51406800d
1286,2285839927bf4e2baf7f245349a194a2
1287,0effe01dd4664e74a6f3a2583365ad32
1288,305c7cc55adc466eb06b4bfa2a4f7ae9
1289,218fcc0d324344cdba4c0acf715c38c0
1290,cbce0d4181df4fcbae400037b8f51752
1291,dbae2bc72476418da788dca9b6f5b33c
1292,41a90ff1f13a4ae0b7a5b88fa1e181f8
1293,68cd7b7a0efa4b78a80b941e7992809c
1294,680606d490cf4cb9ae63d88b7469f830
1295,12f4ad2a06e44c6ca461e8116726ad79
1296,25cbf99401394fb69503317da2f4abc3
1297,8dcf52dee610480fa5370271166370ab
1298,9724d3293a43466e9016a472cb05cb82
1299,17ae1b4bfb584c8aafdd61922d92b711
1300,7ac058513de1417c8dbcb69872c0768b
1301,33f0b414e0af4a798361633e6776e755
1302,d77f4a45f67d44b1acf12729a96f109b
1303,5125e85ea13c44db8142eb2a348c978a
1304,ca6beb34e2564246ab1a0f1e5f33d15f
1305,78fb00ecdaa9441fac74a5294119c751
1306,885068bca4ec46539944e8099791d976
1307,e763c641cc5542d68ed264652831bb46
1308,3611883248644978b080a6e5b6a8680d
1309,b2f0b1693025445890aeaad87867276b
1310,4507ce45e74748f7bd61794c8110fddc
1311,80198cc10ee64e37962d39d6d5be8804
1312,b01c618875a4414b902c1b69d5585991
1313,183e743f91ca45cf973fb5cb5fb953e2
1314,733790328b9b4d4f8fd1c6fa95630cc0
1315,10fbf7a1272846e9a6650babebd3e244
1316,a13b0a97f1f64b8e84c9de0bef536c02
1317,89d5fbc8e84e4315ab76c9ca3701c0b2
1318,4c79b251aa4a492d954ee416d7370f72
1319,e1415ed670bc4c0880b737a51ae6ddb8
1320,7444fae8226f44668aa365f3e2b34b59
1321,32bf177af57a4d559ffc806c8985f48e
1322,540ceae90f364ad4a1e29a8346365f12
1323,ef3716fd52e8434882bb542389cfa2f3
1324,fca4be6087c64ab1a3874546438a100d
1325,bf1e8b507906453ea8444fd2a222085e
1326,0589cc6ac1b5465e832146e805161064
1327,5dab51e3a1294f3bb10b12cbdd802a19
1328,79ce1254c1824f6190c55c294092f92f
1329,20ec947e88744f0bb2fc2230da78326d
1330,b5bc585f6f764b25832cd62396c5d0e9
1331,b7ae6225c7484883afdd67824b541577
1332,8746ec7c55e9484e8c050d531d1f3349
1333,50c975a7a0a146189f0330351951b985
1334,1a155247aec641089652d34074af7c90
1335,98399aa2f09a4a0d96ac4cf6f9b22534
1336,ce54eeb298614373836e0655889d9ed2
1337,88dc695de80b43cebabb8d61fe8dbe8e
1338,847de99022c048dda3b4e00fdb468624
1339,043d2ffa20a7494e85bcd6284ce39e22
1340,0e757ff73e334392ac66e32873c278b7
1341,dbdb1c86283e4d4ba65a9b49d31d910b
1342,245168db8c4a478ea02a072e5c10de0b
1343,fe9bf171009840f692a1f9ecbd97838f
1344,a627d48baf534a24aeb9e49315ed0817
1345,0bd4b251b76a4143b6f1fd26e4fd9439
1346,594b63a7d9474a69bdaf0ccdab17c866
1347,99c40a5f9fc94f99bdf1b59a18b7be84
1348,59634db3205d4a0c800fbd691734a118
1349,167709b5bdbd49be90a93e3669d8afd4
1350,9bedc9aaa791474d8539275d6b83d3c7
1351,96fda33781664daf81f3bb72f1b99ab7
1352,13561f5bcf154bec8f1ab00fb9ce6f52
1353,dff84b27609f455fa2f662e596ed3881
1354,122c012c69be4c65938658c8264fc4b5
1355,acad484d9ea74a56bca775eae879a8a2
1356,c8695baba4b0499d83e7385bb9a7e0c2
1357,fc5bc93a251c4f8991cfe5aa5e753166
1358,27af14a5bd5847dc8f3212f796c47351
1359,7bfe0afb8c2e465e808870c62fc90cd2
1360,3aa86d68116a46b3be37be02e56c6730
1361,4e4b4e65853d47feb9fd0056eca2427d
1362,422e8620e8a241748252ff19b6eb7f34
1363,5babaa84c5884b37a199109cb073482e
1364,fa024b8329eb49529a9924af8e14874e
1365,93db15c2abf84fd09fe4f320a7995d53
1366,4c9cd40458ac44809d5b03fd9282b17b
1367,37f01e458edf422a99ad550893031cd2
1368,7e9c914b12954747bc298844966d5bd0
1369,ec2bd814313e42a1925a9c4ea783f054
1370,2b321ed25bb54d588aff3b8e018539ce
1371,6a8da62b4c4b447680aebd366322ffd1
1372,45ba35a995094bd0ad4417d2698381ce
1373,012932ba5a2c409da5df674c1bafb1b2
1374,57e7993e0d4149a0809c61cc7bf156a5
1375,92ffcfa141ac4eab83022a800d6b2d5e
1376,86c4b013db994ef1aad431c2673b3093
1377,13bc7eb2a3b34b55a7bd76524404e29b
1378,22ab4037b7d443bb8e96490efc4472ca
1379,11ee2972fd944fa3a087c99f057f05f2
1380,8c5958c92867406583c94ed4fd066abc
1381,b4dc9545b45844348b8de68372f860df
1382,b248418e9a49410f837c9345ebd9f82b
1383,1cfd94c0881348679b0e6b2e3af72f2d
1384,614e5f2d8073453e82fbe69f8d005c34
1385,bab48de2ba244a309b6b317aa9656eaf
1386,151ae7ca1c08441dab1d74b316229fec
1387,822ade19d1394f5aa7e7e72ac7c0d641
1388,65f030409d2c49909c0f89c6aff9e1a7
1389,bdcb8457c5b2433fa5f40622698d2390
1390,7a5fc48745744adebfa2a6aa844655cc
1391,2c6e8894357f434ab73e0cbe09bedad8
1392,4fb1af1d834d4db9a874c6b3f957502e
1393,5a384ec6d1ed4d26a81683e3c72645e6
1394,befe6ccbac124952b83f831979058beb
1395,0d47894302d5458783bf695a61ee48c5
1396,800df49c97214c9f93a6ef9fed37c06e
1397,c12371189aed41bb8cf0dd7d3d944fbc
1398,bc5390a40b784cf39359e0130b8de8f1
1399,52325985d5d84d6db017bd02b0241de6
1400,a1f8f2c4c6124393854ad8afafbe0360
1401,3bab53dd06be49daaa9fe12129820a2d
1402,a9c60e0e92cc4ff2aef92035e3e4b076
1403,cb31d7cde4be48a785924f08c6c86740
1404,1cd5b7df2eeb4008b64994fb6cbb6176
1405,56ecdb2cc58447edbf3b355e6b492384
1406,03062fd41130457f9515747e2252dc0f
1407,e2b3a3480ebb4922896349823f213d4c
1408,0b602e8b08e44755a13cc428a31281fc
1409,4155195408ce4b28af5dcf023c1b3c04
1410,aca5e0e30d5a48b7aa031d452c7d0a73
1411,66d1ede8219445f08bd3927aa05b9cd3
1412,5ea16f52c07c49e19846e1add0b9920e
1413,220a8a451d034165a8e454ebc720d74a
1414,f72e7e940cbe42efb46450ee7fda84cd
1415,feb9a5a1e1d6437db85ee5a4e9b36bcf
1416,d32de24d798e4fe4b870afa3ff800a5f
1417,6e3fa3e72a9c43f0932d53ba1b382ae3
1418,d0a5c0bc494b40e0b7220d42a4d1acb5
1419,7335bda98f0742f4bb02c7547a10393f
1420,4f9fb1d19aa94e17a9ed4b3bf1905763
1421,42c6749abc0b40f488feefa5ad73f989
1422,0c79fe2c01784d02805d78ff2f5c6428
1423,9fed7a55cab34624ac82af7c2a13846f
1424,21d5d7bd0b094192886078da53b8b95e
1425,ead4603b83f54859ba8c29f7f819e276
1426,4906bedac3624b6890b54f4c8a721e0e
1427,99e850516d0d435f9a31fef0a59e1051
1428,9fc6c527258845228a029ad1b598e609
1429,35f2eb18fa7145a6be42b340225f86a1
1430,5f772cd61c3d4f989d6919811e6608cb
1431,84a5d58d7e1046d3841ae9105e1e7882
1432,cda2835fe1864fcc8b92ecae05d7e2c7
1433,e5aade3de393411ea95fa2c3d229bf11
1434,eca18b1b37fb4de390042d32406e2ef5
1435,0a45f1b083ef4644970ce3f36543a902
1436,093c73a20ce74365a67e186f9460a258
1437,a924ba29e1bf4df6b908d15790842a24
1438,7f483744012c40f3a63f366fc31ddfa8
1439,3b7f9a87956a484ea34803abbc3949ca
1440,6e93e83ba24b4416a101abe3768aee2f
1441,e68a21dc23b0418594c07b367d283341
1442,baea250b01be4c1e9f91fbfa6ef1883f
1443,922c686546b0457fbecb0a6aa16843c5
1444,3ba5367dda524c8ca205aeb65985fe29
1445,b30b49a3802d45b694bf21083e70fdbc
1446,9e4c53a1d20a4c6e84caeb3059755e23
1447,f5c3ff58297444239a24323d2ce95743
1448,a8dd8f79a1514dd7beee1affdb6a1ce9
1449,3da2f865f3e14e9f876e5a35e97253b8
1450,3c64dd47658e471a87343dc701f9524c
1451,c8fb5fb085ba480485f17814f86459e4
1452,5d0273cb9602446c815c8af66b342d74
1453,0f1647ec566c4da48d69dddc2d2b4629
1454,516da38851444f2a9224e60e78a8e177
1455,8e8ffbf873be4765a3c5cb7597391868
1456,3e30a73c05144deaa82ed24433c09e6f
1457,f79b32dca6954136af030df0ea05e2af
1458,8ac12a43710340118c80386c3e624069
1459,7fd0779a6a39433dbf3a407888485d3d
1460,3b988cf3a45645d39330fe674f0bc10c
1461,ce0eb5dcd0c342b7bece0ec135886791
1462,7fd1e84134174fe89d1a6a927d6e205a
1463,8e51b758704a45138f7ddbf27e24121a
1464,ecf820e0b0224097ab839f0e482e92ab
1465,01853bbcb0424195a63e263d3f7f5475
1466,35d9a5de28164f3e8e9fa114fe5ca26d
1467,7a70f2f1ea2d4bc78eb91ff8e56f86fb
1468,46ea882f8efc4366953166a18b003b6b
1469,5d39510b66d848a4b318fcddf75ff70a
1470,49a57306713740aa95ca4f82e135003c
1471,6f0b03b42b664fb5884e42be07251c57
1472,19b2d29bbd314c62b60ed663ed402e75
1473,b61278f6b6b047d898cb5f14c9841d53
1474,6ed696b2d4f44899a7e0287a36a5093b
1475,66f633fb2fda4264b0d7700f3d842bab
1476,447f94301dff4f338c8c9742233a73fd
1477,821d3b6eae2f487da791e239fc2d68de
1478,01e3a697e1d44b57a404521f8ec7a9f1
1479,fd4be5f9f2bf4a3b9bfd002a4c85e11d
1480,f8b0d8823dc24b778792f076d9c4c186
1481,adf1a25c4c914787bbb4dc43a14992d7
1482,96d99eddfaec47ff8cdcfc735ae4ed1a
1483,f1115cff3c2e45b28f77bd97e762a1da
1484,aa426bcc3b3e4dd3bc41eb926ec4be81
1485,a6051ff45e3143a2b5afcbfadd3a35da
1486,b0ae714b4bac4bafb55343bd978938e0
1487,6702497d2c8b469692b234a392be4acc
1488,b2624d5b6f2b4c5fa439bc501d68d1a9
1489,0a1b0a0c3c7443d3a752239b0e753067
1490,bffd933b0e4e473b953319d694e8cc30
1491,ddce9d245dbb4002a8ef810f3a037b00
1492,3b0719fcb58b463f9f0c5854b327b3d8
1493,307a50d9584040cca248bea65780b545
1494,b822358bebe341e5baddeb2555818211
1495,90272bac261f43d3a1ba49bf99892517
1496,e71005aa4b854075a3eddec8da6cf3a3
1497,cec08def2c954604a69e2db320e3a8d3
1498,3ffa3e82b1464985a786aa4df3724625
1499,697cd61401ba4be4903581ec12420a9e
1500,9e56ee69bda540d1a66a49aa47864c43
1501,989871d949c84476ab5ce9c67566ad2f
1502,8e26d6c581c24f68a0d27c328b04a552
1503,72fd11f7eae34f81bb70ef6a69bc3387
1504,bdba3d8e0073495ab24208492e260a0e
1505,aef82e7642c741b7b366a856376ba0d5
1506,e3c418b2bcc443049c7b185676b31003
1507,5543a644b725476cab1675f89ad355aa
1508,d35d256af94042a2854638dacdaee571
1509,af73e6c2da05453b9e47e79324b71afd
1510,4aee770ed26945e38c3410665c8e50c0
1511,9ac22260710d417c97b8988b53bece89
1512,48fc851c149042b796a638d963a5f3c3
1513,a95a4519d4fe4a498d4085df63f5b451
1514,90b34491e7554c54bb92d1d9a0cb62f0
1515,c6d0b89b78b44ee885e909fc7a6db79a
1516,4c1bcca5c40e4ccba70aaa2211534ff2
1517,892c3c89a276400ba880c00731aa0d80
1518,fb3a0738e2354a5ea007bc6d702b4aae
1519,d1dc1d886e8641d184d5c84780caf448
1520,57660978d30049bcb72014f76707fb02
1521,9f3363a1bbec466db9bd6a39a90d306a
1522,1c9e48c8a35644c880b997d8032b35df
1523,53f64c7cedd84e3ab330b7cf56a5459d
1524,63097618696f42e2b3d59567b098986d
1525,0e62ff5066ed4b1d9805aa4c73bb6447
1526,2332add7348c477dbf0eeb46c2df5784
1527,ed7d08bd421c4127af1e52c6bc53ef55
1528,bc8711786ab840b5b43096152b40707f
1529,2b94575bddc748d69ab68a5d132cad7a
1530,47d4cd6655ad4206b3db570eb9b23795
1531,638198c61e694adbafe39b01e23ebebe
1532,3eb7512d6a8a4a928ab0cd47628f335f
1533,aa141a7adfd34f6d993bea7a8e2f057f
1534,355df35503374f5eaaedbf33a3446209
1535,f0f19f80916c4f72a597480f17854058
1536,26d052ebc6dc4557a6c9a059ca4e9cf8
1537,15bfc9b4b9714987bfb17111911aa47b
1538,e0d01a7556f94d1ba17b04198028f730
1539,fed32021d31f4b378c9c98a1cf94b342
1540,d1e3e24a21b344ba865111509a6f618a
1541,ed2d01e15341445c84829b95b559b11b
1542,53db34b39c69466dbf0e979b256ecbba
1543,1ae0fc631db349abbbc52169c27466d1
1544,3378eccb64c74e679a162c1c91936be8
1545,13579e23cba94a4fbe57c63362c3c539
1546,d8a1a7d7a4704d22af2ba1acec29ca11
1547,cbe82cb082ce4d239645e6d4fb490fbf
1548,174c7afd8b9a488da2e953702d03fd93
1549,93818824f0354bf684aff4f7823caffa
1550,b76ee7da582842128bb0215dafd68160
1551,00db795aa10144569bc5287aea7bae86
1552,11b8c95e8d944266b38b864008a204e8
1553,3d90740e8cfe42c397e6f46074589ca5
1554,d96aa3af5c6e48d2bdce579ad99c85ea
1555,c52e774c30314e85a94d87db4de879c3
1556,b122ff3396964a61a629a56bef850701
1557,ccf7cdb489c34d3c90386e7b97870a9b
1558,9e5775c93fa34b4f858ed99d434e9ff1
1559,09c4e6787f8b457db7353191222aad9d
1560,9a7ea858b0b049089f9a177f6dce1226
1561,fdb4f127479c46ba966a22a757d5cebf
1562,97c87540d21c424dae241f052346cc6f
1563,147885411a064025b7dece98d743664b
1564,65e53ba8385d443c9f4065a30ef0a8ff
1565,9eb8e576ee5b4739bef6f41f38e24ba0
1566,8d2a7bb5dd834d6f9c213adef3e93efb
1567,00ab69b6104d4b1d881f060c0a8c8f1f
1568,0b411a5d371949f9b2fa9ad109ad9de6
1569,ec6049db6dcd4515b5e3ed45977aabc4
1570,0b86dbcdb5f24756a8fb148072931547
1571,560f85930e004611b5905973d576054e
1572,8c8f86ac8abc47c9abb39d8d9fdde77d
1573,4e4a5454c4104a0685b1a5d6a243a091
1574,8106cb4b7b18426990c6bc3bccefdaad
1575,872d809554924a87b7a65315a81d12da
1576,3477f31e4c9e4deaa6bd0342d88a9d4d
1577,48ace204ce9f4000afbeb951ada64c36
1578,ba3d6b079ec041eba6ece60832d3c3f3
1579,f50e26656d8446aa86d3bd3beac6b2bd
1580,e721e29b1cc743a08804d6e40f155496
1581,abf1f0ef4d464dae9305d650b4c34ffa
1582,624bc2fb99ac4549898252c3803e1cf9
1583,1cb794b985b94ac3aa7d9998cc9e28b3
1584,8afcda291b3f4a7694ee73271cf5b50d
1585,a9fd4acaf940479e907c73e972a15739
1586,9c43047cb3814d219dd1c856672584df
1587,7f7d1d3cc83a4722b96bf7273f40d9c6
1588,9998495f6eba4cccb9c9907a76a5ad92
1589,111b6b3e69ab44dc9d32b1de83d3a287
1590,e7bedc69e6d349ae81235ba84241677b
1591,c37427c6d3fd44d8a54387845d9c5a5e
1592,279434ddeb6d4728b30be9cf7cd71676
1593,e00a96bd0468413897f6cc3edd1bb79a
1594,6bbee2b1093846cb8b6e12e5aef9df6c
1595,a2d883b2a006482cada291edf5ce6aa4
1596,21614070cc364b01b1ff67a15302792e
1597,649b831b36fe4389afd47e769bfdeffd
1598,16144c1c25de48d993697ec130cda950
1599,ffec79564e4e4d2581e79a55a5d9a5d6
1600,ba866ae48d754355b2ed1854ec631ff1
1601,ea76b5a9b2824a3ead91814103d39000
1602,638462cbb9034807b4e1da1310ec3808
1603,b72e3dbd44fd433987c42fc1d822bcd0
1604,f1e35537214547da99df9aca6cb183e6
1605,74bcfaf817dc4df48005dea5d1dda9dd
1606,f70a6f9d8949445a999bee9b892bc9ef
1607,76cf397bb678411fb1f926e844c0347e
1608,14783f85c49441c3a78fed6296f4ede0
1609,f7a2ed0fa4924f3cb97471282f699651
1610,7d8c1d9ec87f4c53a652f4a9cce2b17e
1611,d0601943ac02474fa4249522657e6e97
1612,157b6975053044eebc57a7f4337f403d
1613,ba63fabc3a924dd4809be2da96730026
1614,960598ac8aca48ab98a61ed4f79d3829
1615,ecde641fe25e4ca89aa22b070d25e47a
1616,80a8abaafe02425aae9de955856ee31d
1617,4660ef72a56144188a7dd06bbb842c36
1618,0405670ebc1d4f2bb28e0ea80b986c6e
1619,aeecf56dc81e49058dca4873a6120027
1620,ed510bf4e1114616a1b1c5feb452e453
1621,5f2183c5d78946df8242d2ab4e2556ea
1622,2465e4619de148fdac11ca308671f651
1623,7f0cccd0347b4e5289eb83535ec3968f
1624,0bbf9c1189c64b88ab776ba884a238ad
1625,cc3fa32adae145be8f307a04071ad6c6
1626,947233c2e71b4ee19546728d65e520e1
1627,f8cd9c4d261c4e5a8362499663d4262d
1628,829e1eea119b4e8a8ae9d831bf35c29e
1629,041fb3781a91464da37e90845cc50b72
1630,ff6a06eaf2bf4231a002bdb9e9cd04a8
1631,56f9f0539f3245e18db02a8ddff83ddb
1632,cbe32f07fdf540799ea62abacc5ad3e4
1633,99f82479725d44d8896688c2607ac8cc
1634,58c9f9bacd394acf9f58d04597f04118
1635,637150f099b14b2696c2449ceefbaff5
1636,1bd0864c8d674b35b760a737330698e7
1637,9839434de4834e60a9d1cd70bd60d150
1638,ae6475c8c78b454ca652d78a539bf87d
1639,c2b03a700c9841a39c3555ea9853c387
1640,d0544b78d6ce46059ce1fcf363e7c142
1641,248a5ba355454bfeb2e7130b56f935dc
1642,622658c6e9d84776a5da8cc95daa783b
1643,36f78f825282406a8444eeafa6915625
1644,3858e72fdd084465849125014f6b5822
1645,2031d903ec1844f89105ca30da77ede8
1646,65aed741864f41f5af72b0190e79ca67
1647,bb4c824a01a242a990927ae6e5f0c1da
1648,aa5effeef8eb4ba388b1598835fc3425
1649,6832a05a62f64a0fb051185ae01d7ef3
1650,f839a51f7a2d417da78da4176ce8524b
1651,8044fcd6be524c968e0119add9ed1d2d
1652,38176f4db2c240b291d49827fc37ea8f
1653,e855191586da4d6684e2ce6b1b644b93
1654,0ef07f0948684fd08e01863243a3467c
1655,b1c667ac6ac64437beda4014be7b9a8c
1656,bac52284165945bea0b1aa037dbaf01c
1657,6b41607cb00d4f05974da5d54bbff274
1658,39b39f20125e4a2b8e3625c8c08f01f5
1659,d613af153c154193a9e73df0fe530a61
1660,01416d0056564a67ae9329981374e402
1661,6d2eea8e6b674ff684836dbff32fe7fd
1662,2b7345cf77ad42bcbbccc04af64b71d5
1663,274b1b664ab34512b9b4b9ff37dd44bd
1664,8e0018d37c974d2eb7ed94478275658b
1665,49d1a239d9a945bba638dfa6bfc4df78
1666,44a28c595eb84115ba111bc473407d3f
1667,19f9f48cbe2947c1ae1ad776ceee7592
1668,c43f0ecf97fa42a994aa12441a08e268
1669,6d8e57d801c2492b8e1e10e448e41069
1670,21d3a456431e47188e12e50a1b0262c6
1671,db87cd03c34a491b8e4fef61f6f0e4ce
1672,333369f86ebd4f1aaae1f553542d1cef
1673,952eebb401ea4ccc8f830876d0a03dbc
1674,d34aeda2346d43e8b570d22bce8e54f5
1675,75c38f178bd5419ca3dddb882d34bf27
1676,f4dbf2a89b974e26a8dbe8d83e7d13bd
1677,0e6c1dedfd50412ab86b7ec54d2f0a44
1678,70fa4459b8c44a23889830bf6862ecca
1679,98a02f2db6904b47897124639341041a
1680,24e8a690113b4377abd8b3f33182e581
1681,4daa9dbb7e154e4e943ec312403070bf
1682,daf96d47984348799622de114fb5a38c
1683,07499d59e72d4deb926cfb6e5c62c3b6
1684,9fc9db83025b4e4db44f077d89a4a127
1685,8217400159574c1682c0699276493a12
1686,a7117a5f7fd34cae9d717a550a27add4
1687,b1175efd7b7a45798b1c45c20b8b0fa2
1688,52aba20f92ec4229a08f68e41a5b3b13
1689,faec6e4a10494cc0b449317a3b91228d
1690,0c2b232a0e814e738ffb3b93ab21b0cc
1691,5513e0e7bdd447b88422201935c4f287
1692,07b16f7d954f40c0b71b965ac6df5d20
1693,a66ecb85a4ed42d68ccedb35b26efa02
1694,b3b6c4e5a20346c8b5b62fc1f667c4f3
1695,f3a62ff1d84f4a628919ff15b447d830
1696,b0e111c130394502aaff0d8323614808
1697,c3839bdb774c4a6daf110446a7e956f2
1698,7d9842923cda4887962ce4c5b2296676
1699,e5a1cfbcc4254809acec7b78c8ecd37b
1700,de64b460bfd944daa6cafb72aeb75710
1701,0cd662fa54f5413ba8ffd3e41117061b
1702,e2a1be37633d4bb7a65b883fd2bc62cd
1703,0b3bb101faf74dfea7081d06fa9c9dbe
1704,a6f3aed96a914dc68aead0d34dd30adf
1705,6c37d39c5f6e470585a8083c83a502cf
1706,3ee470c006e542aa898420e4cdafa7a1
1707,c4f48b4c3a9e465eb5e71ce6a748752e
1708,8938c1fcea914eb5b4bd391488127a0a
1709,fbe73ec360a94fa59d9ba3fdfb5f9623
1710,80dc0ce0f74046fb8c40b0f3aa2d9ce3
1711,9ea5dcd270b34956addc85a2f418511c
1712,4cea2a1761b141cc981d8a8deacaa981
1713,8c8fcff427654b6197d9fc695799c0ea
1714,282dc2facf8448b2901eef70c113dc81
1715,a88d87fb3392483986291f9ae7efdae4
1716,680b44036201417e8c9aab1aa3036ebe
1717,9be7b43a28cf49a49bbfe340fc65ea44
1718,f6ae2ecba0e84affa97c2aa50c1aecb9
1719,cc59f8ca6ee94e3d8e64509ba1ea83e9
1720,291f60415f54440e86244ea2cfd32057
1721,55bd939d0a1d4a1eaace4e803bf5e63c
1722,d3d37f75a8be4c308cb23a35ab10dab2
1723,441e0086f7504b6a8031d135acd6ac3b
1724,c762aafcdc894ceb982b4ea03603ef9a
1725,86d8dda46a144b5e90264e6b686b1388
1726,7a0ea94ead8444a2a2c46e0077c4b1e5
1727,355c43bb3ced416d84bb0a752dc8a1d4
1728,9f654b9a173e4a24bc7a4c8d34674f00
1729,faca9eca24444e1197036e9b6142289d
1730,203eded919884f768409433b351472dd
1731,38ad7c241bdd4ea094ad7c526d221fbf
1732,0201f0324bcb4b3abe2b0d84eca106fe
1733,869c00f6f5d446cd925c0ddd632a49a5
1734,e0a203cf178f4a308b20dc351fa2ec2d
1735,985fcf527ff0403db8b7d3132b4e1e07
1736,745f560e61514c49b0372ed4383428dd
1737,700a2c9d73d94cf8898c9b438b838f93
1738,0b089018573b43f78ed57a3ac3374fd4
1739,a5033cb790174f47803494e480252664
1740,d093bcd8b35c44d69bea937185750a12
1741,0396c2e6a364465aa2256dbe4ae5c937
1742,0f93d7c31e8a499fb78312eda8c7b2f6
1743,f837027b31444373a22f6d30321b7963
1744,691b15c7ebc84df9a4f905f14610eec8
1745,bdfea10f54124aa2bbfa3854b1299643
1746,26d7a43b5d754ba49484660f19b81b6c
1747,5436ed8117914d7a85f0b6fd2a0ee7a4
1748,ad48538d21c444d184d1b4e75f0f6e34
1749,2c8dacda1b964f3bab5ee02d3b7978f1
1750,75854b4dca8649b4b2265acde3e61ab3
1751,ad8c02f9e8314b019a5325a9f7983729
1752,33e152716875483784b914d1da23f0d8
1753,669bf544dd7e45228f98ef8358d1ba25
1754,d84bf0dac4be456486b57ce598d2fed0
1755,d6a304f04991493186c2d82cfff7009b
1756,bc5cb20c35b049aa97e75d9349518079
1757,052ce2ae73aa41bdbe26ccf5f57be43f
1758,b69f35400a28458a8ad527625e182466
1759,1c9bffac2c9c4338a4e88168e68cc1cf
1760,4569924c788043e690891556c7298448
1761,7f9538d6cf5f433bb4e38eb763d3ef66
1762,b6711e3720dc423ea50d6586ce13b00e
1763,d3730f4b23f04ac5a88fd2d056a622e3
1764,1c8953eea2f64cfe8e56837c423fba18
1765,8bf4855670154f65b3a17e77fcb36775
1766,6c3de43d195749eba7ec5e1d4b7887ae
1767,a35b32cc69724b8b97c4ea24b5f8b847
1768,6f89e4c4da9d423b8087ef6843215848
1769,5a08f385a3f64746a39f8be5e2624262
1770,777f3b6317034053bc1f1e633701369a
1771,451141c5b2144495b0ae268695bbaf56
1772,ed6e87c2913f457795129047b8048af7
1773,d9c244fc17034a24a3fff8fe5fb150a2
1774,b1f0d0dce59b49349c3a637d67bfd4a7
1775,8f7ddb4133644f34bca002efb58eeb8e
1776,d8e1265da4964d6c8798792038d5946c
1777,724163d3188847818a0f92bb2907c4f4
1778,ca4b193ab33b45e4b15da8aea1c23537
1779,c578b0436e244d369acdfaed914a5c23
1780,86be625e94134c38a56a5ea04293b396
1781,f0dc348e81454ea79222a9ef834320fa
1782,28f4de49b00f46358b186c823a2bb616
1783,62b6231c77d54424ab2c365bc2ee0a05
1784,5980a5c166cc46b1af32c39b76ce8601
1785,a8990804e86144b294bb69822402187c
1786,e6c064771b5d4a82a878365f2c2a85fb
1787,86f710435cde43d2b30566478fb84e96
1788,22ce8eabc1fc4968b982c90442bf3299
1789,1ca3cc92b7c24d849db42ad76a541820
1790,2f6d489a99ca4e42bdab94108a4f7215
1791,5b65fe30b26d439ab88ec8a82c672dfb
1792,7b795d3f9c184353b0902ba9e1ac84bf
1793,b5cee731a30a4f0380f716690294b07e
1794,982283cee6864c008e268cefbd38ec6a
1795,68676a9331cc420cae68690c49af7690
1796,45bbd53527e146638a6e3a20752ee32f
1797,f4027da341924d559c8742a7510ea992
1798,99e0b91a30524b3d8b0ead73429093b5
1799,27eeadbb06d844ee9b72e40b3cdc19c1
1800,4225014ed16e4da595968d414a09461a
1801,633f2048e85b47c281b7494bc6af119f
1802,c217f41ecadb44f0b3a469d75f792a8a
