,IDEcu,EstadoEcu
1163,a99711259f1b4422b7bc113108bae463,Activo
1164,bd275e4d611741cd95724553e0b8a0c2,Activo
1165,9d9f3fd4eb43483887a5186e3c4d99b9,Activo
1166,9c0536a2b89b40a3b3a677faab736512,Activo
1167,3106a2a0845a46109c975638cff0cd75,Activo
1168,4461a2729a72484bacafef7f503bf9d2,Activo
1169,877894adb9334c92bff19b2fcd196c7d,Activo
1170,302570e4a51f4efd8e00234942385c39,Inactivo
1171,5e559e57227f4f2fa72ab17794adfa89,Activo
1172,6089e2e323514eb7a530607a944632ae,Activo
1173,223024efd3fe4c6cb397d15a5e94f1c3,Activo
1174,997760c40a2944d9877ea60ce11f934f,Activo
1175,f97430b18bcd435e850860c5b938dd79,Activo
1176,51a8b50657734ec7abcd0f828d5c82fc,Activo
1177,12370ef319a74ec8aeb2ad0711b46db7,Activo
1178,a406f7c924fb47d08d4eaa39e34bae80,Activo
1179,516f1225ede541e0a865fa65c341e3ee,Activo
1180,b2b70de342dc4fd49f6d96386b58ea6e,Activo
1181,99b8ac6cff834e189843bb4063ee7760,Activo
1182,046941398a274602a1b33d3c99982424,Activo
1183,b424b5a382b64fd2b7d3516f628c7ec1,Activo
1184,0eb5b34069914e108a2ef0c37a7de242,Inactivo
1185,d980983322f24b44b23e74d75d5d56f6,Activo
1186,967c798104fd4e6eaa150d89f2d2755c,Inactivo
1187,d20cbda97e7a41c99d7ccb8546765a23,Activo
1188,58fe67f113d2471f81a7f90563e3bdbf,Activo
1189,cdb2d05b70a745f4a2060605071a96ef,Inactivo
1190,54af94505cab4afbb70e43b0e3109814,Activo
1191,feb364b2c6ea4d3bae3edd2b9ed06e57,Activo
1192,698ddbe215064763b0f1018c617bea6a,Activo
1193,c231fd7a703944c9bd3c9e75709c307b,Activo
1194,664220adfe9a4628bf0850252f373453,Activo
1195,b84ec5b9cfa14f049d2abbf6489bfa16,Activo
1196,18c0aa341e37403fa65214199abebe12,Inactivo
1197,e1e150b06c6b45f7a9185086c8b1e035,Activo
1198,c7dd271696c746878072e3ba21e0f049,Activo
1199,fb061f319467482db8b22b2906ce153d,Activo
1200,0f5a62630f41470199a94a1f065103b8,Activo
1201,aff9a2cb413d4ac7a64fa01fb8dee0cd,Activo
1202,de7a523c133f41159dc3e071570bcbec,Activo
1203,a9e0834b19f04472ba8f96fe64c1bbaf,Activo
1204,be41fba145b244cd8f035f3f24a6b0d6,Activo
1205,6c5f2a3d9e6549218a61a9a149cd4d5c,Activo
1206,389bdf7c72af430a8a20a24f58c0caad,Activo
1207,dd22887421ab4ece9951eac6e4524346,Activo
1208,28717a0cd74e4637a550fbef564bb23e,Activo
1209,0d655cf80d9044f7a36eef5064d3868c,Activo
1210,00b6c7840b59457b94e9f1af5b0d0f88,Activo
1211,d28e5a2bdaf0446999119fb192b44996,Inactivo
1212,8dbf6205d30e4d1691891e662d4d5ba9,Activo
1213,862e2226bc3d480f9ec8646f9a31101a,Activo
1214,6e10789760984a138cd1cd94b04ce535,Activo
1215,9686d95c365048519098704a75bcbaa6,Inactivo
1216,0a1bedff052a43e48d79db66f4e17597,Activo
1217,5e76372ad2a343e1a410bc1ba4d6cc8a,Activo
1218,b572adb19f944f5cbe660a8f3a500454,Activo
1219,10445c1210644e3a9888dd47e6f3e83a,Activo
1220,065eb35661034495a9adaa63ddd085f1,Activo
1221,830bc0c976154360bc7fcb06f7ac49ad,Activo
1222,6b98dac2664c4435976ceb29e533536c,Activo
1223,019dc602a8114b5495a8704ab6b91650,Activo
1224,171873007b634cfd83dadc244b0845c3,Inactivo
1225,885bfbdc718f498e82b8fcb52030862d,Activo
1226,93a535cec7a942b594bab59822a6afcb,Activo
1227,97765747bfbf40dbb4000f072eb409bc,Activo
1228,e51c86b2028d4c6984c9347d85a83e2a,Activo
1229,59d9cc24ae3b497aadfb18f4de5fb6a2,Activo
1230,b8def5dfbe874167acb00f80dcdd47ec,Activo
1231,5f7ff50c5bc64748a6f0ca460f545d60,Activo
1232,c4f76bf9ea9041ff8b3ad6592a1e2406,Activo
1233,376883bc6c1f492f91129caf36bc2248,Activo
1234,250f57a2a7eb493ea8bd49c051f7fa96,Activo
1235,1bf92b0bc6ff400e8ac449dcf2e27a6b,Activo
1236,de98a46094964fb686b2a356e2904d92,Inactivo
1237,f2d0fc2535d64442b030b38049910feb,Activo
1238,cd579a5e449c408db6fd787da1834bd5,Activo
1239,633a5de37a4140dcb246d793f11879c4,Activo
1240,c27ebc6f44114fbab0afbc6f7221f82e,Activo
1241,2035db45f1a744848ab053aadd370071,Activo
1242,3e8a48f387ad4c9abc9c6f63523ed5f3,Activo
1243,7bdd524a5a6b46bc8e41aaa7edd3eceb,Activo
1244,cb5e49b978de4498aed879699471efbe,Activo
1245,1366213317b54734a98f1c0b228e8de5,Inactivo
1246,e478ad917b7b46a49eb9a8251c187700,Activo
1247,f726e42a886249b9aa7bcde250b955d3,Activo
1248,3b55c56d8fd14b31aa4e11a096ec4ec4,Inactivo
1249,4e83dd8f4a0741a68206ed9e7b3a6146,Activo
1250,6faa6ba6dbdc4339ab1a87d8db5877ab,Activo
1251,9df10876372a43e99ac50c9a8b3f7d18,Inactivo
1252,c032fa6575c7400ea4c2b46efc01f7ca,Activo
1253,6493019c546643f9b64c222784de0425,Activo
1254,094de5822efe4bb5ad15eeb8b92a2ddf,Activo
1255,c63b8555e4174c57a75a158b3ef5b723,Activo
1256,40f359db7c7b4f3a84cb762d620ce12f,Activo
1257,058336b634274655ab83f802e64fd5e8,Inactivo
1258,d6afe6bc32d94822913e6e6e31d1b33f,Activo
1259,4a8139f86cd04931976cffc42b27748d,Activo
1260,14d065b06a1746e398b7e828c4ad5683,Activo
1261,c5bcbe1426054d92b292700695b71a53,Activo
1262,de3b6c17ea6747a48acf19880d36a0f0,Activo
1263,b8dcfc3a10a544bcb1d4e2c326c33eee,Activo
1264,786ee87cacf7435e92ea792dced73c05,Activo
1265,c06acd2b59f1485daf37ed01c8b27d59,Activo
1266,e2669de4788e4ac29a1682d5971c22cb,Inactivo
1267,ce5389f94e6f41d594b958c5663e9191,Activo
1268,9fe5e66a5450492fbb2b74f485135ebb,Activo
1269,cced333c1a3745608518b492abdff772,Activo
1270,05122c2f54ee426bbd6cfa795282c4b2,Activo
1271,ee6a131a8cb14c31b13a93e80e798b03,Activo
1272,c5daed58686c4adda0b8b269292ea0ca,Activo
1273,b8e0aadffce14116918b2d4432a8871e,Inactivo
1274,0642f0b0eb2b4f989e97d013e5aac67b,Activo
1275,966882ba8da442a2a70df673824ee5ee,Inactivo
1276,f57e165f4cee478d99b50b0900ebe225,Activo
1277,884cbfc5494240e58d86c463458c040d,Activo
1278,ebd4d4d3f06c4942b6dbf4d37b407d40,Activo
1279,0409314ee0d648b9a433a97f351f0d7d,Activo
1280,c8f8e4d24d9d4e19b15432842e9e4b69,Activo
1281,9d2bc23996b744d69fff0ee4a34e9e8a,Activo
1282,f170756e302a4f3ebec8ff363f76b1f9,Inactivo
1283,f107d3e11ae140eebce65938d2c84578,Activo
1284,d42088dbd0464d4d95a1d8226ec63aad,Activo
1285,7625f488536949b5a7e07dc62435d3da,Activo
1286,cc26c1ad64fa4a11b8e80e11f7e813ab,Activo
1287,3346464222b9495a8aac16326fce2596,Activo
1288,7493da4e63e842e7ad49e538bd9e2fb7,Activo
1289,c3f1c2cb67f340b48581ab88409d13dc,Inactivo
1290,8325cf026b444854953389768b7eaa00,Activo
1291,aff0ce6dfafe475fab6f4c8f53302725,Activo
1292,f4903b2a809e434b953cb691f613d096,Activo
1293,dde24569f8154e50b1779676e0a9268e,Activo
1294,a0c37e4458574959ab81baad26d029e1,Activo
1295,7ec6d1d27a96411f9dced8886b5ab2d3,Activo
1296,cfbd001d4d2644e38aa0c4014f04c538,Activo
1297,1a868b6f7a7c4248a9c2043ec199102b,Activo
1298,e93a0dcad922453b867904f7499c6059,Inactivo
1299,a0e2f66d21764ef2afe624fc947b9a16,Activo
1300,d54858f8f04f4e42b743c299ed5ad5da,Activo
1301,ea629f7305b74232ae595fe63d4965af,Activo
1302,e60dbe88ba804d568dfeb7be711f44cc,Activo
1303,ea0c1a4e05124f16bb7a56310504261f,Activo
1304,aa04572ddf5e401ea9c056a44b3ca20b,Activo
1305,3b62f0c743654d7aadff71878323d034,Activo
1306,621f864865dd45a29d5baf5fd518fbaa,Activo
1307,e4a7fe76cd3b4f6e8a9865472e43b7b1,Activo
1308,842114c8e19c4cc18474fb80b5c90dc4,Activo
1309,51a21b3afa194e17b6e3cb3ca4e87e19,Activo
1310,6cc3154101e54777a4ebf533931ddd5a,Activo
1311,6c92f4535c2047df9e2dd7d8b04a6906,Activo
1312,830f66820e134897afcb9f20a4529361,Activo
1313,9ce84e9ff56e4afeb8c9bc32781fe565,Activo
1314,2066d647cce0474391eb74b627c5b80d,Inactivo
1315,ac91d80df56043419ae94b56d8109e6d,Activo
1316,442d08d6751345b685fbc1e91ffba1e0,Activo
1317,79a559c4bdcb47e0a01616893ddc7f18,Activo
1318,ce71ba86383e4a3fa19c348a24ba4731,Activo
1319,796996d70c5541e79fb08635d0096eb4,Activo
1320,a9636de094474b52a9e4248a72c0dc74,Activo
1321,997bde6960c14faeac7621e22ce0eea7,Activo
1322,70797b1d0c664578aeb042dc4f6c4036,Activo
1323,3df9c18356b84be4adcf2615ddb8372b,Activo
1324,619bab4453534b0da90a8509d9c4ad28,Activo
1325,fe3ef294f36a407290c68fd2e5f66aeb,Activo
1326,4ca68e1e122b4ec280c4f5d8d392db9c,Activo
1327,823d77fa24574ec29e6d23d1e54f8794,Activo
1328,75d8f54842d542029bbe2b4ca077ee61,Activo
1329,e559dbb75d8c4dc094df1b57f99ffd84,Activo
1330,bd8ba76cf7634ded83302bca083f90be,Activo
1331,7b63fdffbf10451a888ddd299b913b2d,Activo
1332,6c0d36024f904106a72828eba57c4c97,Activo
1333,c95e61a8c4aa4d669fe35a08c8feb930,Activo
1334,f935f3cbd33e4003ad43c249e46f59d5,Activo
1335,f4d24365daf04a33850daeab54e1607b,Activo
1336,d192d3df8e38468b9629eb29161314bd,Activo
1337,ad46c8e80b9e4402b6e61182ef7a94a3,Activo
1338,7b0f691efc7748dabed978e2e9596bc1,Activo
1339,cda1513401354a788fa7414536959fa3,Inactivo
1340,32f5208531fe491899d63a1729af00c3,Activo
1341,102e32d754de4a3e8169179a3aad4ee1,Activo
1342,489290df9fbf4a1bb8ef8e83c6db7527,Activo
1343,4d804eb1d80b42a2a5b8f55991b2843c,Activo
1344,aaecbf829833418fb4a663f2396ec518,Activo
1345,dbac5d5b42704b10a6d6d32034d22e67,Inactivo
1346,0ed047468a2644dca5548ffe5edf404b,Activo
1347,746600f09e0c4be192d124d608c6161e,Activo
1348,3c5495a31b904165811a5585d531f7cd,Activo
1349,be9529e188e54e86999259812c3fc50c,Activo
1350,64b55d99196c44d89fa5ab1551abff05,Activo
1351,320a8ffe8e5f404d90bd0f2970484d74,Activo
1352,02f6d2d17ddc45f69398a0dc3333aec0,Activo
1353,34f2294a542747fbb15d70cb363fdc75,Activo
1354,eb37e72ce14e4ecaa91f09417341712d,Activo
1355,477282d6546b49a09b435854c951889b,Activo
1356,61b786f4fe01440bb6d70e55709f8e17,Activo
1357,260a94a7064942d9be31f546a5666b7f,Activo
1358,b54940e4c00f448da3e6ff339215c09e,Inactivo
1359,0769f0533bbc49a0bc3ca4f5f90fcfaf,Activo
1360,85f7ca81cf58466fa836dc17bf2122c0,Activo
1361,d5642334f4db4fcdbe9bb553987603d7,Activo
1362,a6af68ad730a4381ac4589480867147b,Activo
1363,f4b779698b9c4c89a8014e5388af2793,Activo
1364,180a250b5d3246968abd2bcc78f6b32d,Activo
1365,6c70ff51a0df4cca94162afa57a4eb20,Inactivo
1366,55f584777241477d9192aa4d494fd204,Activo
1367,4633c641ece143e0b337b6d03359e375,Activo
1368,95d402f5ae67402d89d05046da715174,Activo
1369,ac0ed449cb7b42838dc3683c74af963d,Activo
1370,df77e7bcce0442699fc1f8ed896b1c25,Activo
1371,9dcfcdcb36e14910a640572cb22672d2,Activo
1372,e0b86669298b45f1b9ae8315ac0c5da4,Activo
1373,1696254b576c461c9ac1b820f1d4f5b7,Activo
1374,5b9b01f75d294baebd1bb0600803380a,Activo
1375,0a6db7e0abbc44dfad7abe882fc28de1,Inactivo
1376,9d6966ebe3c84bf483dc421d738981d5,Activo
1377,69fb388f7f8148b4ad354f694e8697a3,Activo
1378,1a4acfc0c1464b06b9fbdb107c2fd838,Activo
1379,b9a80a7d232b47babf2649228ce46ac5,Activo
1380,6c97c5b3bddb45a1b0283bef2c1a918d,Activo
1381,1cbf40f1a16d42219534cd8bc432e144,Activo
1382,2c5a0907aa514a24b300963df5e3da40,Activo
1383,3eccdaa9f08b454683aaaed24dcc5a6b,Activo
1384,bed05c3bc72f46e6b56fb822d218ea02,Inactivo
1385,c1fc2664f6014b2ba9899e8675236062,Activo
1386,f2f19b85738c471e9f612803ca3a6822,Activo
1387,d8cfc20c2af2426aaf882fd4ec2f3292,Activo
1388,590deb02d5864eed843d3f3855783e48,Activo
1389,423ea353cf6440e7bb46bdef6e6352c4,Activo
1390,46d5a4f315694d15b241246a6d851355,Activo
1391,a6f86a42655f4f7296b941ded58197ce,Activo
1392,4e18cfd52281454996547c44c3a9f399,Activo
1393,208bca293cb9496fb99d97580d1d764f,Activo
1394,87423b04d50843628f3bb198ba935bd1,Activo
1395,ac8c106a514c43858ba6ee354648839d,Activo
1396,03db9f710cb44ac79075a743d2f154e5,Activo
1397,a117dba1fbfb475fb4830f081abbdcd3,Activo
1398,41a8ef484c7b49b18ad0ed211c28c68c,Activo
1399,dd226674d9d9496b9cd25e02552b413c,Activo
1400,623b73c8ce8947999f586dd95c538ac3,Activo
1401,2b7d99d9fd2f4a7f8bdbf15d7798c95a,Activo
1402,20ecf5cd39b242c88a7c512a9005aa99,Activo
1403,21a0f48357b148629dd1cc51236793ac,Activo
1404,5330b36589e54902b1cb2c4f2655381a,Activo
1405,ccc81c01a1634084a19c168c6e1a75b6,Inactivo
1406,17bc5e2ffdab4b94a0b395f1e6f433e2,Activo
1407,94c6fde9e7854024905536dde4a38d3d,Activo
1408,f611b781d4c04caeb67d5cc45092635a,Activo
1409,bba1b081db294fa29fba6f9a472995f1,Activo
1410,7a46a8cd097541f8af3e750873c9c2ba,Activo
1411,ae878dedbb9540ee8f6e6e54f7ad87e3,Activo
1412,a99836ce7fe54b02b213d6b8a464114b,Activo
1413,39335213c9c045da91f9f1c9f106fc4c,Activo
1414,81c87129ca7e4d84a962888348ae0858,Activo
1415,67565e9520c748828b24cbccc2918c91,Activo
1416,7bee9900c56e4dd1a28e7dd9073854e7,Inactivo
1417,291accc2fee24a919b41611dbef74ff0,Activo
1418,b3a93eb98d8e41ec887605658698e68e,Activo
1419,6bc4f7a8283440be845907c5dde54235,Inactivo
1420,2d4424d1717b479d8b8df6f69f50cfa3,Activo
1421,347b7b4909fe4956b04b0c8fe1e4d7ae,Activo
1422,76ee2731479e459e88936c6f096cfae5,Inactivo
1423,136b5f06c5f5491db9b034ee76271fa3,Activo
1424,ef95470b4b00489983024bccba6683fd,Activo
1425,65558a827d3b42f781e5584941e71082,Activo
1426,6c078db06f354ac98fdf607b0c4b4166,Activo
1427,d249fa642a134e29a219aef29e76cefe,Inactivo
1428,28aa2a2f102f43a78ea188674f5c7cb9,Activo
1429,7bd9b7e754e146f98568b279c9f6550f,Activo
1430,46056cb0b5c945e08feab0b065c9e0d4,Activo
1431,9559f2532cf8480b936a4d736c900a69,Activo
1432,d1d9fd1262b840309e3e237da3b7990c,Activo
1433,f4830ed85392476087e8735dfa211f0a,Activo
1434,0903cbf68b41425bab87078bde9da58b,Activo
1435,04a2ce0c5d914e0084d51fc67e9dc220,Activo
1436,6c4f7950cbaa4bb292d3ae284b46db93,Activo
1437,f128da16e09f45c6b59998c4abea46b0,Activo
1438,794b17fb654d41ea9a105169b310eca0,Activo
1439,2794c0ca5bf94d1c84702ab0e8f6bbea,Inactivo
1440,118519d8a2df43788bf0d6e738d27ea8,Activo
1441,a7975f47dec441daaafcb595c84c80fa,Inactivo
1442,b3a8c08ee0da458f9034199b901710f2,Activo
1443,7091837e299d4feea1be3befb322d3b6,Activo
1444,e3f9621b1e3548429b156734d014c086,Activo
1445,4a0a204e802d4c46b1bac0a13d93b967,Activo
1446,28effa03e877400ca81835556440ccda,Activo
1447,8a9f47db926f40a6ad244d3b63b5cfba,Activo
1448,a7ec02f87c2540839618977c72888af9,Activo
1449,c7278f5161e1475bac27226f3025947e,Activo
1450,85b7f9c67695435c8eb980392458efa4,Activo
1451,137c2d172198474a84b8624999bd8f59,Inactivo
1452,9188bb47f2ca49e0b36474f06a195071,Activo
1453,a745416219a5496dab643da5f9de84bc,Activo
1454,9fede8cda2e749579472c2c1b131f1a8,Activo
1455,d9dd4c1e4a464d9cbd0af11ec960c5f0,Activo
1456,400f1443007545fc85355e67f1bf9313,Activo
1457,79b8fabff31b430b969942e4ec11073c,Activo
1458,a5f044648d5349a28b8729af6bcbae1c,Activo
1459,9ae75fe95d3541acb855b0628471ee57,Activo
1460,289e02c99b704ba693f01017b3328558,Activo
1461,2af02a7560294f3da390945448e954cf,Activo
1462,8b3167deab6d48b6ad06957f1a061b2a,Activo
1463,68b6263086db4257b22eedf0e31f1898,Activo
1464,dc95accbaf7e42b593d20ca85760c7ed,Activo
1465,217c974b4a344795a1baf0a884e23427,Activo
1466,ca1cb1b8608648b6b48cc1a1794355fb,Inactivo
1467,06785f4a8cae4eaf9918d663587d555c,Activo
1468,06db5aa8add945c5a95b7e18c56854a7,Activo
1469,0d3ce7d3e98e49b0ad5219a62ddcec17,Activo
1470,6d108b6cc044479dbb00f20ddef871b9,Activo
1471,847b1585f718497dbb61ebc55fc0fa43,Activo
1472,cf5b25429c984748b82e7385d6aaa312,Activo
1473,87010fb0db9b447aa85e0b515b24a9c9,Activo
1474,48c22c1848b741869952638e47a61257,Activo
1475,6c1b5b078f03424383dd947ef278581f,Inactivo
1476,d612cce0b55944ee9988778cde233a89,Activo
1477,90b91fd291aa4b3a891da0ee9a0cbeae,Activo
1478,305369e7b6aa4ccda9c9b852c3df934b,Activo
1479,0a8cea569b3943d9a91edaf20d904bbc,Activo
1480,f49ce65d8f5e46598366f4d6e07fe63c,Activo
1481,c61adea129024575842e857529626d24,Activo
1482,7e81dc9ebcea459196a56168d5baf7cf,Activo
1483,4a37db7761ee4cddb62a7d177bfe86c0,Activo
1484,f2693078753f4816b8db8eb2dab0fced,Activo
1485,6656247910e4486bb79d8a797375121f,Activo
1486,393e967a30fd49c08a5c0c87d36fd07f,Activo
1487,12e440d8211c41ba858505a150534828,Activo
1488,4fc76a2b65b844e5905a90d013963e34,Activo
1489,7b7e1273012642268649ffe1acde2180,Activo
1490,4af17efef3bf4ca4a032e7d4730c8ce6,Activo
1491,ddf1b67634c548a6a7735407f4670ac2,Activo
1492,0131ef2a6875461ba4150a515723aea6,Activo
1493,655375df1c3c44f4890cd33bd69b6955,Activo
1494,b160da864b394af4962e8d9ce8239969,Activo
1495,cdba84e07b6641e5a85337fcb4b6f4da,Activo
1496,c60df750df2349adbaeea39f6b1dacd3,Activo
1497,a6b49465120f4e19bb6e7df1c68e0864,Activo
1498,ca3f295e3a9c4a62803e19c8505e6f7e,Inactivo
1499,9bbe8301c03342888f96f4650532aa5c,Activo
1500,22b247e1bd07467eb9830f7df2dbdf9c,Activo
1501,26cb49c226bb4d458f1445747d9eef78,Activo
1502,8030a121b0664c0aae9385798666037a,Activo
1503,168cc880dbbb4b78a902d8575faa8f5a,Activo
1504,06d76d117a6841599eb28178930ab638,Activo
1505,b5de3edfc897498fba5160e5859b7bc4,Activo
1506,4382994107514cdcbdf4c48821d87644,Activo
1507,fb167a7c3dfb499ab1f9e7de3b277e8b,Activo
1508,6a130922ffc7497891ae511348432f78,Activo
1509,e195a2d3cdd5445c90e83339c00b8572,Activo
1510,446f14f7537a4ee69150ac4a7111fb6e,Activo
1511,4e44e2000b874a31ae864f30fa3bc90e,Activo
1512,dcec33752e6249be802fcd27cb36038a,Activo
1513,b50cba24bfc14fc7856da759744569f0,Activo
1514,6985c5c6c8c64b9fb0d76d9f1c943fcb,Activo
1515,1d3e9f0c3dc44e979b69ff1787d96fbd,Activo
1516,8e7606ba8c09486a9de6e29c5a7cb699,Activo
1517,ffbe9f2284d54f1abc6a8e4c4c39bf2e,Activo
1518,819b6dbd091147cc8fd4a24eef0ec885,Activo
1519,24233f540c114072ac744a8b9b313280,Activo
1520,59c6c0c55a96476ba74e8e3eda9a06d2,Activo
1521,36334b8816704c65906dca9faf1403a0,Activo
1522,92ae6d445da64290b6df858c51f64588,Activo
1523,d0c2c134a6cf4f3fadd21bc8a9460d17,Activo
1524,f9882be57eb84a03b07c88faeca488c4,Activo
1525,62eaefece7784cceb1bf7d87135e10f1,Activo
1526,cca778aac8884248be83b1e1f560d497,Activo
1527,1e0f898d62a944a29c3ee81bebd666c3,Activo
1528,4756d93871db473ca6e055832871f7f3,Inactivo
1529,a241c72fc1634275bd7923cf5fa5bfd4,Activo
1530,4f63c69a328f496589286266bee7011c,Activo
1531,89012429a62e46e2a0a044f647330a2e,Activo
1532,debc949ff6254e778892a2821b3f4f61,Activo
1533,43c5fa4272b8444596a601cb6939f57d,Activo
1534,24355048c37b45bd8ab579b68264d573,Activo
1535,6391159d03d64974bd1258fcc1164960,Activo
1536,73b0304868b7493f8d16869386a1aeee,Activo
1537,91ce1d621278418a89fd532dcfea7bac,Inactivo
1538,95bf6728272f484a905b507d2c73064a,Activo
1539,c83320bef6854748871e4dadcd9fbe9b,Activo
1540,2073671001d5463383e6d458671be84f,Activo
1541,359608f32f4a4aba98ac3e502d1186b8,Inactivo
1542,34ea4a1311bb43259f4d7148bfe4ba00,Activo
1543,867ec5d3aba8445b8624350926fe3583,Activo
1544,208eed92b4f341e5a1eb5a4aa3bcd94d,Activo
1545,c7d82f17e81241e98a06621d0383b95f,Activo
1546,d02ce7d5fb68485d9562b00f4ff7e2e9,Activo
1547,6df8142eb08c44889684621dcee62ded,Activo
1548,8a5c956b70af4a83b45deb3196ad26c3,Activo
1549,e02ea65c800a4be9a5c1fbc0b74b3a9c,Activo
1550,9bf26b344b7141299ab7196d7fbaa339,Activo
1551,aeabeea25cc840dfaa021f1c24fd9348,Activo
1552,c5f44a6e76154cdfb0cb9013881dae51,Activo
1553,b82e3e6f61724811a73bd5d8040bb70c,Activo
1554,d16bef0ff68e4000924c48ffac815953,Activo
1555,7f301d137bf84cb5a08913cd8751ded3,Activo
1556,8a23a182bb5548ada4ab4b00aa8bb3c3,Inactivo
1557,7c448d7e095a43bab7204e04e7d52b43,Activo
1558,3971c5d534094364a7011b8c414b92a9,Activo
1559,6b15d4cf32f449dcadb2e3c4fc95fe37,Activo
1560,92135bff2ff744728df88f491f077127,Activo
1561,7bf2884a57194509acaec62a93b33aaa,Activo
1562,fcbd06b46a684dc2994055f7bfa10a06,Activo
1563,869e038ca10a4fde9f9e380078db9b12,Activo
1564,7f64cd6489524683b3f818010aeda7d4,Activo
1565,e0ec4eedc23d4a2f8e431a14f43283c0,Activo
1566,c421107cd9804297b0d85943017ac556,Activo
1567,d7810e85ea234314b92c85f9e4fa68f0,Activo
1568,2b98062f1ac84fe3b42d9b593ff35d99,Activo
1569,357d1b240b2d45279db2b509ad55c8fb,Activo
1570,5c14ae1601a040d88118647633d35913,Activo
1571,21c5344d5d1d4343bedde54d57e3a2d8,Activo
1572,9c663a717bca4396a56c8560cc99ff8a,Activo
1573,3c802672a12d4508bb1edebd075aa692,Activo
1574,5ae14e1063bb4a42985b99807e077261,Activo
1575,d222698151ae45f8b9f668e35f6d8ae2,Activo
1576,26077157617240a0ab593488a69397ca,Activo
1577,82a53cc56ff84fe48efc31d68eab6b0d,Activo
1578,d10d77e11f4b45e3bf77b739b2f8ffcf,Activo
1579,f1c6f1c608b74c9585dd08b92a7b13cc,Activo
1580,6ea1b5bc21fd43eeb410fe59bd26a08c,Activo
1581,71090fc4744140b7b0adcb6edf83db2e,Activo
1582,b3fd304c85534aa7ae0ebe67d71f13a6,Activo
1583,a96be5f44ae9479284b995909cdf8192,Activo
1584,eee60c4601574568b816daa2645d9866,Activo
1585,56fba715e52343c39e49ed2c6a3e7791,Activo
1586,37dc3304c05d4e1a815dbb6861043cc9,Activo
1587,63fb8cdf969d4dcf95f2a5a55b02a7d0,Activo
1588,26151b51829b4b66866467051c8e6ca1,Activo
1589,583580a35257433a950a888deae7ab7a,Activo
1590,804d57e9dc7e4c43bb3e8d97fc77a881,Activo
1591,ff3cf8fc2ea8499a8ba4e230029ab977,Inactivo
1592,e712ed62190745eba667786979d9a14f,Inactivo
1593,9a725b9a06374792bbe3e46ff22cdc43,Activo
1594,0e9e0c1307c74d9f8c1234789b779e78,Activo
1595,fbfb155fa47a456485964e241faa4fd0,Activo
1596,3f5fa1a9f6ef445b845f5162d3f6919d,Activo
1597,3268a7e494cc4f138da8233528b88695,Activo
1598,60beeb1b6b2f484896522a58814b1394,Activo
1599,171f6d501e7b4acc8f06d85e19b5be50,Activo
1600,30f75cdb95e4406a8ed0f10e63a8f842,Activo
1601,c743f58e77544813b3ae4173a0a94d38,Activo
1602,8f6c94124950438494c09ab30712eb0b,Activo
1603,ee2e62b51c164460a20bc3535c885f05,Activo
1604,1ea78788f9f64fc5a5ef1b911dc86639,Activo
1605,96c5df72233240a483be7f321fa07335,Activo
1606,7f57dce0bbe24379b5006d7e52363061,Activo
1607,1efc77324347474692f1143548aa1b12,Activo
1608,407e813e4a2949d081050d1f1569b174,Activo
1609,fd5175b5cf324c23b2a838fb9d94b395,Activo
1610,a53ef602ef4447edb367e33d36fe034c,Activo
1611,848ea0ddfc6d4218a4e6840e425784cd,Activo
1612,5d956029bc634c4582c72e55c1c8a3b6,Activo
1613,71e59cb9f6664e91981ed6da4154b574,Activo
1614,48e5fb92e3e249d1aa277ed036a62e3a,Activo
1615,e658e6aec40d42d8b957bae13d2879f9,Activo
1616,b02536bb9a764a4e9997071b0b90462a,Activo
1617,6480dc7f142d42f5a88d9adacec4d600,Activo
1618,12e921cea3a6482ba1f1d137347813b1,Activo
1619,b33bc6cba8f640268656626e8c154d84,Activo
1620,a34926e33eee41c791c4b64647f0c3bb,Activo
1621,6469b3cd952643f0af76d9918b584106,Activo
1622,8ddf5b1067f849249e4f2ec00f750db3,Activo
1623,eddd174a2db64047bb3c3bf1f25c9fd4,Activo
1624,64584194d8a24854aced2a7ed4867159,Activo
1625,084188c35c3e48f691893f863178ab35,Activo
1626,3f63e7f4d801498b858c6848b792b096,Activo
1627,97533ba878db4a2292d4e1b50197fd17,Activo
1628,d66864cb4fff4e3191ef9df2b0a94039,Activo
1629,9805f356f2774a528f34e28257f34e81,Activo
1630,deb840f22af84f7fb1666c39a4ba67f5,Activo
1631,08481b9977be46869436c38081864ff3,Inactivo
1632,25328548b7634209874580e23222e3da,Activo
1633,9fac023aced442a7bd5aab37d87c340c,Activo
1634,74c83e97ccb845e9948969eaaf9c56a6,Activo
1635,cf9e09c2d04d4e529050a07ff966cbd6,Activo
1636,7a6cca575b8944ca9b8f473f3561c877,Activo
1637,84c95b1e528c4c9abd5036a95cb3da94,Activo
1638,56b1c68a81ea47c4a5745c6c50f38d86,Activo
1639,6006591c09804007b93f9d4c750ec306,Activo
1640,c9ff051e852a4d8ab165ea131a8c1a6d,Activo
1641,1d1a6c88b33e4805abfd17f5be8b51f5,Activo
1642,1db397410bd145b4b36fb8b0e89180fd,Activo
1643,a187975062b6400fadd95277c33d86b0,Activo
1644,3680f55efae0447da51d7b96947c07b6,Activo
1645,8575e986a7894bf2b1ca08c341ccb949,Activo
