,IDOperCallCenter,IDUsu,IDDisp
1404,b233a07455f1475c8340dabc48ddcf86,5131823dd3f94f089cdeea15bcbc849c,b7b04aecc5a64d0facd212bc5b948749
1405,0c59ce8d592847b085a1a98670c27c96,4498ac5bb8104131b212ffe9eb84f917,a8514ae0fc15492aad0295843eaab2ef
1406,b3761d6876da4754984fdf191dae8b21,9a9059b595e54df18e953caeb0acfbca,04ad82fdcbad4a1188c67d1b65a9cbc8
1407,69ecb2170eed4a6585924c5587c45a93,df07a58f1d1a48aba5cf78d0e14a1975,b7f4610752294408bb11591140a2b08b
1408,3b7b49de596749458cceec2acec07d84,47b7ce0eb3bd47c7bd5e210c8d3a3853,c1b8985823bb40d5a51f25a2bd013072
1409,395587f4ad5041a1aedd45c7d1af26d7,2d1bf5d9455e482eaa30e1297720c01b,6cf6b3121f244a1bbe21b72cae511634
1410,2a8e42502c6344849aec2fecd7556a24,d53abfd8f96a43528eb99e5e868f0b0a,92270b584e7748008b7c01be8b2194bf
1411,6a8f0f1821424189a32cf111e540939c,c6c3d9eef4a94a38b37c235df183f4cf,82450e58c1c14fb8ad95fe588f7fa5ae
1412,77e2ef7c31734888abe787ab34a2a50b,7ec7205fd61745f8b4806bb67a257e03,191c4a4ff47f4d39af93e68e0b781f5e
1413,b06bfcf09cfe4a24a12db87187a44bfc,9ff4bcfb0264435ea56350f066eac87e,ce12753cd5654ee3b8730bde850aae81
1414,19af8d024d334909a0fe3f2360e5caf8,8e97eb2db5474b40b33cbb7db6bc1e73,e3e6748716a44b7f8fbb5d3a4d74f17c
1415,f26a47764be2413f8678fc56282dd91c,8ca32c0f9471493fa26b4242a2065725,edddc9bd48b747aca224a995893e453e
1416,70fbb18a9c2247e68f33a4625cbf5650,708763030e5f4a5bb5e41461755177e5,79089a60f63c47f4a6ad565e9abd0965
1417,f8ec91d738fa49ceb81ee6f92fdb121a,485f5081693a4fc2b7926c494f9188cb,be96e2f559af4f43b3a89cad61e7d787
1418,01717b26fd834d3289f835aeee96158e,324548516dce40abae779e130eab0313,672c3e822d934f13a3a55a7072a8769a
1419,fb3f708038dc4cfbb748a90316bfba4a,d0b44a4b15374db3ac9b9afcb87b94a9,fb756e58d5d94b29967e3de73f78f616
1420,979b97a3b9fd42388dee87938ad52e35,da0c78797c4d4648b06301397441f676,4bf9722326af4a138cfc6bc155c79935
1421,ddfcc25c72294b3bbbc09320a6c6b6d1,27780cd9bf8b400fab54f38b078e575b,d0bb3f0578c14754815c81e77a11b0bc
1422,e46c07f5c32b4a648b397d40b18131c7,385bd0f9532d4e20a04f1c8e460cee0c,4b06938d9ffb498182cea08cd0838de6
1423,b4acfc1edd234c20809f68c20bed3030,64a0c17b736e4dab9d76f33361769bb7,5721d6353c884b04a88febfdb77298a6
1424,9895069558ca479c9c7283e5051af8b7,667b704b9130437185224aef0397de9f,fe87123ef61f478d9f66e2f7e689d285
1425,f56e761a60f14b618b78e620fb023933,e387da5654d8438f9d7a5946f1d0be2e,cd562968a26d43d78c65f20dce8ed89c
1426,bdad2c0feb634b4f83be0ce6db04e8e0,533bc48ed0bb45479ab59269c93eba84,be01ccf6f7074771a3c011a0b239d71d
1427,119cc4c3e26e4bba9493e2185de1832c,c02421601aa34ad78ced84ea657b20e6,13c95da842d54d2ab12b300c28cbc31d
1428,b495b0d675cf426398805e7b3b18a7e8,88da840d6bda4723ab0b5706f37ba030,a706af857d564b7c9acc3a96ec6ef989
1429,eac6a7cbc92e4b1cb20f4fe0095ee052,32a66b1293f14f2082c6b9e101c16050,9695be3109c14c7f9dcf96ff66445100
1430,3413d674e484407c91ecc28a039e5a66,177d592b235d485bb4529e45b6c750ed,457303a7fe14402ead8842acf1e60131
1431,8d2c9c6e3b9e4f299d7b1d7e38767bab,4cbdee1afc1e4bcc90341b970901fe30,d73ade8f34b64b96a54a7b8f5dec5ce0
1432,655a7815ebdf46aab655abbbda0e16db,fbec5a65fde540028b382be89a0488d3,dc020fed16314336ac32a0d9c435a268
1433,299fda05d2e44f3d86b310f6a7ffd6f2,349d99a2850440bfa342ec37f92a77d0,d7a1ef7a87244c4c85b32f8ea9059cf9
1434,b6de70b0aaf547b48d150a68990f0ec2,39e05f91344b468eb343a45e0d6ddb26,e41fe52dcd994963b90b8e8086baecb8
1435,28a9777d34d64ada862f6662e3691250,efe60da3dfdd4895a9de17db8a6d405d,28dfb60caf234519a7f17ba6ac8bedd4
1436,73667fb2fc3d468e856bc61ee58e703a,53ff4efe632d469f97150810b2aaa3ea,a49f0a860f8c4dae95e2e97b56b6ac33
1437,a072a7224bbe4d3da2d5e4834d0b2ba4,1e3eaa6284564d07959cba93f6321a5a,7bd80c5c13b2496195017906d23627b2
1438,1875288dd422420d989e0108d1b6c3d4,63536fe5251248f186ee56352ec61fbd,5e29c1c3a34f45a3a5490111db125079
1439,f55b84412b7b435c94166f551a992e4f,5f9b5616c72a4624a453d32245cd8835,ba74ba386cc94545ad630e55f4bce568
1440,4c33558e15254f62a037491eb1efc3d0,2a3e7a009ccc45c9a28742c48c484898,662745679dcf44b6b0034b617aa5d299
1441,dc686d36c40d44429aaa82491604c8d0,087b1d91211c4451a82c4541724eb7d6,9882076b2e96405f9a0daf1a1b282150
1442,41439a294a854286986692e6f8c66543,fdca6e1a50c1433a824bf1223d50493c,e7012d0b39af4b4c8aa788acce9d5ca8
1443,a88b19724c8a42589a075e6bae1bf9af,440153a208a546fc804bfe596eb8018e,9e1c9dbe8dfa40789b743a5438180d2a
1444,a9a12b0cc2c546bc8ed5679e32d64b73,54635326aa4345548b2d13f1191bb8a5,3ebb8d232d01467083a2b31e6a1dac89
1445,4a1255a2019a4c3bb3a74c2563e55923,3d98647ab36b41bab9f1335cf93a13e2,b24f25d549804140825c2ebef1a2a334
1446,2b52fa882c58441bb779bf8ba586ff39,99c5f9abad834a70b9ae270f5684ec4e,b2a4d3b9501844379c56e0267c9fd443
1447,16288d4b736c44cfb322000052416202,e0b03b6d95304478b8ad7ed3d5dd5306,0277240515374d58886f0c69efe93bc4
1448,2c7ff26c89364e578922df84fe735b79,e1af943e1ae9409cba70ef6dc793408b,115cfffcc187402888fe88129e8a746d
1449,653f8a95fd4f47059894b9c4fc0886fb,84dca3580f7943dca8079d8703bcb54e,9df54a158d764a2696c7b8194fb2a1cd
1450,8d6f5ec18c74444da410b058e16390a5,ca761c5019254e05bef33e34dd2fe6c2,001ba6a8ede04b7c801fe5d1889978fb
1451,b4092ba5efad4c6983f6517e133c16ed,2c41496793564c50a159cad571d8bd0a,f8be3472e90f4ee78dab87f8272614ee
1452,8adf44d9cac14d4482611b8d9e6ca00e,65087198ac944f1094232da080420d41,5c291c7305704099acb0d16e97b21378
1453,2be8046d38204f13a4cfcd703baf6af1,a1cb3d649f86478e9dc7039b63dc0a27,d766d43ef6534ca882b22bcb7acf9e8e
1454,ee0f25c158684f3cb602786a71827c2f,d8f85c2fb69443f4998453b08d9e9a37,2de985d29fd9402faf5c635b3de8da23
1455,dd326e8510eb42ff87f408bc46243e92,ea2261cdb4ec470bb86169359b47866e,03ced030dab948cab9bce5553b6255f0
1456,da1b15dbdb1c4bd5aa4042c57a1091bd,2d33e265035c414286c2bf0816b62e90,80fa257757754e76808ba96c40240215
1457,b7d3355a124f4508b2de2827ea372dd2,5ef77516fc184e148a95a2b8724360e1,5943d6ca68ea4426aaacd2528f72a46d
1458,8e90697f6acd446b8d486b6d2ee0ec09,ef195084ea7a4fb988e503f70b3b3e75,22627fd67cee4065b39e087c1c144907
1459,bf7283c2dce84c01ad77291258f58b09,8fa5751207f94bc58eb2ddfecf3d1eeb,750daf8f9f664526be687b6fdd392704
1460,036630eb7869461b8f8c2943416ab7df,4ce6d8cd63db4a18977d7671b4142f2c,42de0b957ef742aa91a398f4d8a0b24f
1461,7378d2accbaf4f128e9c6e7380d16435,8a73f7174fb4416b8da81d982884e13e,45293787c7e64a7892baa16ad5ca146d
1462,8812b301c864439f8f9e27b52dd6fb19,07cc0848e33c45d1996459ffa411d348,21be707105bd436c9bbd277bec70c53d
1463,533fd3d418924e3db55271f78aabb35f,c5d6501f422044a8bf021ba0a1100ac2,c7b6577dc5d5443da6eee0debb21a4d0
1464,05ecb9da595b47ae8765254e3a048baf,8e84d9a02da34a08bad95114e60035be,4eb11d4c03d745c7b53c5ccdb433d56f
1465,2f90c8fcbca847e7a47ee8adb706abdf,099e607fdc0142fba21c3a7c12c2cf00,33990f08eb5e45a5bd1225378479e507
1466,6b50230885154dcc971e3ba67c6d829d,6e789d8a1fcf452ba12e97f902332d67,9f1e77783d4948fdbaef5a9fa2436b6e
1467,8e3fd7f257af44359c4451e20f2cccb2,beb1d9599deb4759ad9185dc8d968c3d,ff2e4d78eb924094aa927d578f6e68bb
1468,d88ddfc422cc45ccab0259dc1aa5c7d6,8c61ed333d4849db94268c9c0887ce65,107c896790c64110b596a39c4ce79fba
1469,df78d8e662f94094bb8a37624bda272e,cc3279bd68c849bc92d3832db6ce9b28,e03f5779d28842bba0c90ba035437e35
1470,a045da8ec5994f929567245ba1853ff0,5e3956320bd244e4b7698ce9c47bfb8f,d3094b0030c44752a3b592263c60ad29
1471,7320872ec9d041e7a9c0756ab4b65cb3,1f65ebed25744ac7a0d871e2fa79c521,02f5bc2cb9334c1683223de5c9c55441
1472,9101f35c262842bf86eaf9e5ca7a13fb,f4411f2265a2449da92184f4fa1de6a2,bbbc4aff82784d9c9b6a17b0ee576739
1473,be275aac240244c091653ed357beaf75,2c7713eb85404a418470237aece515fc,573f9bd587654334b0a3aca512c659a9
1474,acd7316aa9b4451eb8e6f556163430ad,1921f9fbfb0f4a4fbe277624608d6677,0b67aa2323a74994b977104a6b289c1b
1475,a1d6fce5de404981860640973147cbbb,05ca0b7cdc9246c384bf4f430349363a,c089de58c4ab4d30b4a0808d2315a686
1476,1b535234c477451682273404670049f6,d1543374467c46dbad5ed0067145091e,f9d112ddeeae4354bebef776044677fc
1477,01e090db21624c0c94a9095c0610c3c0,620b8ef490754828a5c89bb5138316f3,ae84a9ff6719449d92bd49422ec723a4
1478,f36efa889e9a46bdb43e73736763bb98,1a49ec7b08c149d4a1ae939dd2d8a93b,6e5eead4ad674412b4f9e9beaf4e9bc0
1479,745f92254e1b4da184ee556a0b098996,7f67742040da4aadae9af288fa5d75d8,a1003a9ebadf43828e851e350bdef7e4
1480,dc54d180293b404c8e2b9e60b4d6c527,99acfb8b53fd4eb2a5b71a7ab3068cb2,adab269627d34e81a4b97dd7da5b72e4
1481,51c78d53bf8349a49496680698c3540f,b76148084d71434d907db2479a08411e,993c25bb41284aaa8c6e34f47a07f32a
1482,5bede4e6752647c2a5e7fb2d4b2c0faa,c8e0633ed9f2472c87af3d6f9e233a07,b6a86cb4630743e2ae7e8f556b435bf8
1483,2dcef448a63049d4962c3172dac1280c,555df1c3abfe43c19278d540e19f381b,e20c5fd5fb45426dbe1264340d671793
1484,3cf2bfd2f1ed4aaba10bd875131b436b,9957c336436a4610af6500e11d7b8571,9e5a24f38c1f42c0930c1152f9e65232
1485,ddacab05ccef4d24a58d995c808d11b8,e543ff118a784333b06c0d92db4f5f1b,80cfcb75989e41338acae0bba185d0ae
1486,11410f5c8d984c93a670cb0dae124ac2,c43cf5ac65554025b51b1087b11e5425,274c97c117284815bc84c6f5b04661e7
1487,d1bf8f666c3e4599b36ae9e7b117c8ac,b34e660527dd47159c588dd39119012c,9d325e64a5874887b8ab5e43ce871e8b
1488,e50fe12221fa4930a5b82905e41c85d2,f7e5e06190c84732a78454b234ada522,09460fa8b9c1405cb293b4d89a7073ac
1489,8d9d611d0ab34a7c9c35ebff78071a88,e8b04e7a98ec46b58c0d55bd10476f4a,0e5afd8c590f498bb2981169ac2588f8
1490,93999f3223ff4505afcb78c1e3f01e65,d46ce9fe0a664b67ad8a3962464b38d7,0f4365aee1be46e8a0c52ffc9bfb3ae5
1491,9e56fff3abb0428898d18ab9178d2eac,65799bdbe79b42f597126a8ba98ab6dc,52c338eec37b466395535d05f11d045d
1492,c5755b95e3334ae29d229ad3d4e0eb89,2e821cc8eba545b6a3bcf192fa2e91bb,d2ff24622e2d4340b7d46d347f308569
1493,80bf32c7b45145d2956a654b03cf9ab8,8d459a14127347388e16169db6ca7f6f,098395df2ebd4a429c1293fe3c384b3b
1494,b2d6ab5fe5dc4d09bb443ec1bb706cf2,a6fa8a3378344a3fa7d31f652a1b6c38,f05f33397c01425c82535e8036311bc4
1495,91f378f8f55943f7b8b08697a51a829d,9c3870cd861e46828eae129817383a85,9923453d64774232995e44fd594af730
1496,474ccb62b22b402b830889794a11533a,fb0b12aaf2494deaa11911f694873879,56c46ee46ce4457280b185a4f06bbed9
1497,40d3407475e146a6bbc60799c7147cd9,62c047aa297f4b18bca3005e6f8fab64,94147c4e84244445b5bac82b15d8e9b3
1498,e5cd225b5d8c4feaa1c0ed4bdf6241a6,c624643df68d4a73837168349be527de,411d63ae7acb44c09fe9b73ae4a242df
1499,31cff0e16ab8417e834cc00c58f1db73,0bcb51bacf0145489c946d9c8eb6c1c9,2890c780fac04d769760e09dad42a91f
1500,edc02fc769724b3e97e86321d2ed2979,56996ea38b554aeba4f6e9255146008b,b49d271784464a4e8c60cf0c55ceca2d
1501,7615db0a8f7746e89531b17587906638,18ce317c5a2543d8ae566e5ad2e79806,a644f4492941463c98ce78b4324eb1c1
1502,f7ae3daf9ad54da5874fa3594da63a00,1f8b211eea5b44659c760f482b6d3519,e5b179db725748cea582f321e90870f5
1503,b3693b245df74b2b91a30f63d69ff25f,0f077edc4aab4632ba9dd8bd9b2a7710,42f497cc522f4ba99eba1eeca4b8be83
1504,987b888417564abbb96ddbcb463778dc,18ed912219f04e3287028d0235a23887,2dac41d132ec4a71b26b5fe3bbf52ad8
1505,db844950fd1e4ebda540d4ae5cd9ce40,5ced1382e73f4c26b3939ff106f5d610,b29770a29c4347e2937a6a0d43918aed
1506,83600fa2078a44c9b331617642b70325,2af95ceb9c8b457f8001fa59a456d1bf,86b71df382d24a28b3bc3bb4e645dd44
1507,d7e526736c004ab4b639b5a6545ffb4e,d2637958246346358130135731e97f83,31d95514ec08403c8e36810783bd5fa3
1508,f663a868e7564592bcce6c91dc3060b5,7a8a54bf57eb46e99447d2bfe58188bb,5a9d46b47acb43d3adcc777e7d94d797
1509,8e76ada2cb7948a7bb656726a934fd9a,d68b0b4205b24182a891c789347c7826,a008e198334c490babe3acbfa4b95473
1510,ad5c63689ba348b0ab3b9f3217c504c5,f7c5962eca0645da91e9e266c3057b3d,a1b4bed5c5304fe6bd2a74ac33c484eb
1511,b9ffc25140084e248b04df8f1ce786f0,73cbe9352c244afe8295f9d12923593e,924e684c5ad3406ca9f97b27efd71b3d
1512,946cbe0be28443d4bd4ed1d2f2cbc89b,acb0c6d9cd414af5aecae744f3e717dd,734cf93bac9945d5b81ff48de557babd
1513,f31cd630b1a541218700a4446869a6ec,8119db41818a44e392fad0c039ab4a4d,3b5cc46beb4842568a594dbdebfed778
1514,e36fe92c45c443009db7470b0afc9dd6,4f70ee09769e47b58650bee44ff5f1ba,40cb1256816a4fd9a2eccb0c36da87b3
1515,e93110534cd5413d97583f48ca4de80e,1ec9057c65a742b0ade5833d6bd632b1,f6e0c2f7adb14ea2867ceafaeb6ba291
1516,0c2d9c4c10b442d9bd3ca8d37e665aa0,a9a9d5506e1f4afd9812705815420e39,e243a1ecbbdc47198b954e2177a63b2d
1517,0d9376ed03de450dae89c91054fbaf15,9a8292521c82421688e6c8e32cc1acf9,9989005597f7417cafd89c9f42eb4926
1518,12e844fae56a4c41bf41336afd668d52,55107fb2f169484fa0817ff32ebf1ff1,3031d587367b41b08986a3d9e77fa0cf
1519,1ed078e0934345c4a0b5639b9c9603d0,289b43d78f584d7b9ed64516505d8214,2f025fdfe28545c6a7639dad93c28b31
1520,5f28cc3dcedf4266a29c74180ce7bbf7,301f91a4afe9451094361646f2da4aa9,d72fbb66862b4aadac5ce6d1c5166ade
1521,9377ac32ff6c4f768f73a6a51c7d7fe9,dd77741cfb554ce0ad65f25030922ba7,8d1ab5955b4c485791cf5cf7138c5bbc
1522,cd33bb30331f4f1d8b93ba1ca01b86c5,7297a642f1e045ebb9a366fcb2265a93,57285d2c63b0477f9cf7b51bef3613e1
1523,5b5ef10b20d84690aee602a6215f739a,99ea75a8bbb046d08514f546958ae78f,0e89ab0474c24421ab67faef1a859e1f
1524,56014a44086a4a7081aaaad2d25170af,bf3c13bbaaf0400f9bf768d3bfb35250,5b37ab820930471c95fe10dbab26fc47
1525,f104b975213d427c98f0c5d2948591bb,ada1e879614d4cfcb100c5ed48d7555d,ada8e88d64a147edaa6d784f1ece6e36
1526,3ec7cca409dd4d2497e33d8a26c06734,a6903175294046758bf2b8e3d9167e15,84f9deee45da49bab75dcd8521592f4e
1527,63f8005e2f564de6a4ed56dcaffdf82e,22e10fe73bde4ef2a7e66f4a9e967a73,14fe0430f6c04b63975a31acdee04639
1528,b8b7292884104e0c94c97df80c1f4edc,22d0f5d53b064d5784e12ab2eca20a04,98777452c61e44e6b7db88f757fc9bce
1529,425e501368c54e7e9bbf18e9015f7a43,adbf71539ef0483aa1ac7e9e3d0eddb9,66fbd84a17e14c69b01a989fb77e4ced
1530,6cff9025e14344da866619543b9088cd,6559f9e744bd40b693f84210ee7e6339,4a13e2d4b3a443139bc9501d8b8f89b7
1531,16877dae46964f069f95cc8d29526c62,eb8ef8329657493383f792dceebf986c,687c75c8a0ba40a3b12392e0092dfca7
1532,582c790cdf9143919f8f3d30cc92a0b5,d117cce32f934eca9540dd24b3c00a8a,fc7677cb93634ecda43a18ad775b6dd0
1533,7c03e561669341b88ffab8331ac49c53,42b1b40693624ef79ffcacea1218dd65,ff8ecf0ac8d441f1a41cb480715aa13c
1534,c7e6894fffc84c6a9c3ab0697d7ebef1,aecc5fceb597419fa9659de6c8f5f88d,9c93f3d477b14bc1b61dde93fdf79051
1535,bca592790d7e465db6b35d5cdecadd32,a40570beb1cb44e9af3a70e91cfca586,876575c664e341e49de3df4a88cc5ddd
1536,21384612a9e4481b99237cb712d55108,c493e4129a9647159a4b289663930cad,212041b01fce46acbb657251959dcd18
1537,3b4157e7229b4e2a84f5f86b82e8c5b5,2a7c06144b014061975fda0a937a659d,c5f3999f8a7f4e12b6d002e33843f06e
1538,2b3007e7f2934f8482d2c6bd0caf7399,4e9b1cc1dee540bb850b77626fe60fcb,ff99cce38f7844cd8b65adbe7be7969d
1539,c2601dc0951241fbae4e62f2c4beca54,4bdd81629ec94b768ed02dd6f892d1bb,f3ed982dbf0e41329dd60e6206dd0458
1540,84c76f1712a94bd685795bc2c6ced5cd,583ed0aebd8940b18403d032c9d70606,410d4b6917ce4fc4bbd87f8f847c31b8
1541,b8810f1985e044879b5f2acbeb5da467,ff6eb9dee7ab4808a996878bab0e85dc,7df33d10314f402a9da6166123f375bf
1542,da0a1f5e4d554adea2f594a33369cdd1,9abe3272ad1a448d87579f51feba89c9,67645fcb1640492580edcfa7803976d8
1543,9a2e7828b52a4e6193b6e1a0256f64ba,349d142bdf4e467f9c5471df39186c11,d983e66305624d00bf3379e2e38d260a
1544,f2bd6952d86f4995a9adc436e6c39a2a,0fe8832a03f24071a3a35698d595f268,3523fdc231d04af98d3f8ee65af9a044
1545,5ccc30a917934151b6679aa78c99ce8f,b35d11ef924d4990ba647148d9dcd52c,195fc545c8d045188105007140b9a2bb
1546,47f5bf568223438c8e916752194ff112,9a3b43aa83df4905af9883c884c026da,4652fe81891d4453a4bcab6c4185360d
1547,43b4aab89b374be2911b0289b0a18a8f,bd5adc2201b746189cc84c6918e9b8eb,930d0135c9e94a38be9d9c17a81caa61
1548,bfe52a055c4449f19a4b71e06eb66a07,866a3659c03b4b559ea4f49207453637,a3dc9e685b3649a3bc2503aea599fdcd
1549,780282bb9ba24d978f7ebe3c6a0e6a7f,c5c5fd7c4942491da99a34f29aa1bfce,6f1f572753174680adc1e51d97765fb3
1550,729c88a703a24ddba2c03a8b25f1f282,e61df5ac01b44ab9915b0d73a3b716ff,4084ea99bc3e43c197e4f2dceefef650
1551,3a16b6d327de4bb19f608b1b7a23df3b,46b33aa19a89457882ea74f6340a6459,47c7f535d2964c69acb7288496f49aa9
1552,65116f0784eb479481ab81fb7104f0e4,8fc92f350b0c4900b928d76569d48750,8e730749b1c243f9aafd029be6603e22
1553,32fe8b39b7364a429f80d570e1e2daf4,ff85ecd540624788b4ba5f887311b8af,7127ef80ad0043f285f8c171579c6425
1554,873120225e624494b958cefce69ad85d,b1a490eda1f248088757031deb2b1ecb,a57521b886af408db93c58317630cc44
1555,a1f1be289ddb4cbc9c163a205f8569df,819f4ef739954fcaa15e14ad25619c5e,231ae0cc752b416093ed55bed88b3dbf
1556,5866b255604e44558c2d3a20c8876db4,931e830e8de64a76b1f64c98de6378f7,d202f71f3f15414fb15551d271591c63
1557,ffd2f93cda4349eeb02023bbc2b65e8b,930e85fe21c94fa2ac3cd4f3fbf7ad70,b1da01088867426aa81cf9f3ff0385b1
1558,753b91751de948fabb8033e021521e34,61fd1d0033074d1b8d87fbfa5b33efe1,abcd43f68acd403d82ffe7ee64027634
1559,f58b97c73ac643daadf608bf4db6657f,749edcae74634398bb24464f9a679ee0,ee8c2137eaa043ed91dc6019c8869719
1560,5010b88f73374a2496dbef4c5dde2229,21b6cf2c711f4518a694422fe2537d71,bb6e7beaaed2496db22e62ff0d3d8e97
1561,5dc69c5443df45cdb7089aaa9328061e,a9c03d846c704019ac225bbcbf71b98d,68521045adab46d49ec3bbf54bf72242
1562,35d5343d23d947bebaf4cf5efa7db8e9,fd16b94860fa43c994f0cb9b45e5c1ad,2cd726703f4346488e7450202f35ae3d
1563,f025d6c7e8104161badae931bd8fd4fc,5897eb4559bc4a36a82935b8a27be9cd,f1bf67bd8cb842fd830422bdaba4f194
1564,2a294e103e5641989a2b9cfa8bcd31a0,515c754e998d4860828c0df5a0022993,3ba7b3a48bac496dbd663520fe9529de
1565,d484ba711af5483e90a181a80463ec29,7e6415cef48f46fbb7c4eedc205ccbe2,a487daf102ce41eeabcc41843697371d
1566,526b7cb917a344beb545b4c86cb84b1b,91c90b5c0e154f89b39dba65b14ac447,2304e27d9fd54594a2bbe0aab7cc447f
1567,17ef28d31f2f47998455ece88b24b1ba,b9c7dee5f6564466b179f722dd32b6cb,ac9a21a5a59a41d1b9d19fb507cfded1
1568,514aa668ec984a818d0ddce65853c386,7ba448d9e00e474cb1ca998fc3a72cce,9121d791514946faaf23713b1da1523a
1569,0bcfc75f3cb246ff9ab68104eeb3b847,2ddabea5a410480db7be95620ebdcdc7,71192e0c8fa84ae599aa864dae2aabe9
1570,e90e0b77234745abae1b15c887d10b29,febf2883a6074058a03301d97ace5e64,c994c7afaecf41fdbdf0f61fc2852fde
1571,1d8fd330f1064afd8e0bcf63a1ea95bd,826a82ad61064dbe95e05d9ed7d0bbf9,fcbc505d14cb4a9db51229fd28e18f26
1572,28a2183dff3d4462a3bfda9cd0c9bd28,1ec395285b4c44fc8749ddf95ecd2ead,c1dbd8e884d54b18a99f21eafbcc6828
1573,54d98483154b4882a7bed073bc85f009,db3d4d3a28e241198c39378278d37b47,0c4f39a32fa84b78b7d1e26d3944db07
1574,dee72fd05b584051b1aba865e7bb6c8f,6bc680bf7a6647e6a6ee95b82efe8c31,1c36ae308f2c499cb49a5418b35036d8
1575,1b16893783964af8bce772dc109fc852,c0ae5a55c57d4e20ba47f2ac3c489350,15b7c37492444e08a834a199a0e7b5c0
1576,5cdd13cf207241f08b8e3cb4e1daadbc,02d99f8e313c4ecb894b3530d824af80,26cc723122aa464f833bc7465040bd44
1577,df3149012efe4446b6333c3ba78347b8,36356f1a0a874a4198765181b33d5d17,e0451db13b31458f8af54fa6970c2c6b
1578,77a7052808804fcebc0aea837c59c0f2,bb34d5f169524b20ae93c9c25f23fdbc,ad39aaae61b34e95ae106602de3c27bb
1579,207dd566f0be466fa027289806ae3fd0,3a664e034396469e970c06156f2124e7,11d31e5a8db64dd198909516ac5cc5be
1580,359907970bc344e5ae823a18dc11d3a3,6329a67619344c9894164f27d2ea34fa,183180051f0a4f40a56f2f7ad04dc79a
1581,bc0a2886e0e54709b95109fbb97d0f7d,fbeadae0b04b4faabd7a61a871eee97e,0b6a39851ea64effba25563b04a36ead
1582,03630044865a44cca6336d98352bfec6,f955f30b31f64c80a73c184055828b39,ebc34bdf1af14d9b9b4788d47906f9b0
1583,33fcfa7107564a8e9d3151dbbbbbac49,81eb225914714949aa61d24a89fae44e,c6cf21de05874668a02990de1205296f
1584,0c4520cfb80445db9fa1868b0336a78a,8cd7f17288ab43448cf4eabd34d3f7a9,dfcc29cf0fb141babb5103b9defc5705
1585,ea92b3ec1bf9457084ea1891964c0259,9d8e9aa490534585b02a4323ae38ae15,be50a20597994fc4b57f5259e1acd2b6
1586,2c72aba5b3af4d659537a387ecca7552,a24e1b88e7ee4f1da95924f32f1925a6,83de56abbc704eb6b93beacae6326af9
1587,7628b3f8e7464dba95bb9f57ffa8650d,9f65fc8659274fe69b90b5f0554a0246,7a5f1d8c3bc246718bf39e3db69bceb2
1588,dabb040ad2cc4f71897d87a5690fc48b,56ee4775800f4d5eb5214a81c7e02e5d,3d575d64a4104399b081bf2eae532288
1589,d46fbe57b1854bd991eea50da8b68469,40488fc8c1a744ef8ce40ca3c6d019c6,245fe6ee56894c01a129c6ad371d793a
1590,4336b561255641fca13ab66ddc53e257,721e62b915af464e89c07bcd1ea7c6fa,8a7ce6b9216f467b9e610842c4940598
1591,1389bcaf2bb242e99c400e712605aaad,0c2329c519da42c3baaf96d87f45175c,93c27d545fb14d279f06e5fff7b78e3c
1592,0eae0f1f522d42cc8a40714274528ac6,d59b8a3db4e7407d98334fa916f5da2f,983528fed290423897ae752de3f3c9b0
1593,32adede761b14d6f8e21064f8fd76d77,84b69445f8db45ff958acf420ccea419,047654effa714f8d9203a497ed2bda0a
1594,57fbdfe52245473092b0c0dcc28a0586,36530c068b164571926f4869ab675a1e,6d00518a15df45358cda597278fdf650
1595,21049255e15a450d8917a168277fa783,3da940fc18e74fc8abe734ddc5603570,c8ff097891444abbb6dbde5f841a1155
1596,55ef0ee82fd24684b67a7918d6c2b71b,f1107deba28f496fba20bd72de2f2d14,357286f4cfb94ec3bed63810422f70d6
1597,56ba427636d444b1a65e026e8bd1e00e,b5e7e7c094bb497cb5a0ff49795fd6df,54ac51d8b92b42dc8f73e0d44c8cc4c7
1598,4af72839e18f4df0b114e3fe2fc43413,308c173ad4d44796b7143778b05d1808,4f2f6fa555c24081a5c4c0793590b88a
1599,61667f4444a5458da6943d2306d8cdfb,1c9e174b46884d0997e83524c53aa48d,3def40cda23b4b9b9858149c88764500
1600,9cd026963f084979bdebdca3e6b5878c,9fd5b1b985d84f8a8dc906c56483f84a,97d76fc3aaf04d1ab1de539caabb6a1c
1601,611e36fcd98548f5bc7bd77e346840d8,0ee26d42f3e0478ea841c8b0a67bb818,487b4c5cef3b44c8a7e73e1048a49aed
1602,9c0457fe97544d21af6007ccae6fa688,02e38cd01cc046debca58663f3089a5b,cd6de19d840a436bb451d68f552b1527
1603,f04025b79123466ebdedac759d8cd1ca,900462d4c39b416b9525dffa6b224db2,3216dbfa30d043a784237a727356d496
1604,86838b7a73224aa9b17fc4773f53b83e,da3884a1fe214486ba37a6e8135ea1b0,1e5982556b194aad961306a289d8c2b8
1605,c5ae20ae8abc4294bbc8f1eef238b9a2,8c1d616894a941899b4a66e41dcac602,80a8fb05605a49a4800042f0b413f3d9
1606,7be6219b1a794161b461d4904a841a49,6f6e4b65f7694d63aa86da27068a0c93,352140593aa243afa7d30a509bd7132c
1607,82d65494af5048b0b00f71f8d5bce360,044fe11daf4442f2b5b84afeddf6f87b,64038bf4df0c4f8d990da3953afc8064
