,IDParroq,NombreParroq,EstadoParroq,IDCanton,IDProv
706,847bb809ec54485294631909d44d342f,Guano,Activo,75959193d89a492495a233faa006cc6a,97282dd255bc47aea82d7c879bb0be53
707,e9b7c9809ec742d09f74f4b6aebe0b67,Latacunga,Activo,b990065a60e9444f9ad6dd6a940764ba,3590e30137414850890d28e38199ed23
708,20490a3186324a5280ec057f6d62e3c0,DMQ,Inactivo,d99de0d36afb4fff9639f93c5afc4dee,e221f0ff2d154deda742b4e06062585a
709,174a56d39f3549de976a1a75549a2d4f,DMQ,Activo,1778ed37dc3a44428e613ad346cca7d4,651362c816f449bc8c64e4a71e83f5cc
710,48b2505de231452f994a5931b0e85be8,Conocoto,Activo,48312bfba0114ff686bdf2b4071e753a,1e3f97df27cb43969069113776b86320
711,b71bafe8d4a74ab88e124c6e3862e8cc,San Borondon,Inactivo,395dc935b22345e296c85b152885d9a2,0618c6f66a6a4066bcff9c06f6f55298
712,dd8b238d1f89458cbd480ad52bc7a225,DMQ,Inactivo,d79021ab14944a64b951edd370295c5f,95c2c8c85294427a8ea14fbb22f21fa9
713,d0f07320fbb04a288f09235d7b0f2a62,DMQ,Inactivo,c6f1e2f90b204d3ca080b90491913492,65cf7f940b2b4301bcbeae8edc749cce
714,44496114199b4b11931c142a0a903c34,Cotacachi,Inactivo,a230528b2c5f456aba9f080975a821b9,0e8589df0f9448479ae3a90deb61c327
715,2ad2516254c74487b0d99c34c481d860,Muisne,Inactivo,be207fa0c9a7412f94334593eae277e8,7045512a468347b0b6c75e3d75435363
716,d6e97bf9eac54a30a1ac37aee6598efa,EL Cisne,Activo,e017d7bfde06466d9e6e22985f2e7fef,da93025e8c7b4c7292aa9fa143973631
717,364a35b1de7d45f3b773429321f8d2ae,Sangolqui,Activo,02062daa8c6c4907a72ee042bc0bd748,4d37fcb1bc814916b1317cedd501b13e
718,e06bb17cf3534faa8efc0936d9db9cbf,Sangolqui,Activo,7bfc1e11e840468e85b33b7b9a5621b9,a5d6d19e6a9c4ba89a991f332ff46fdb
719,a2baa1def90a4c5687cf0d7cd1b23974,San Borondon,Activo,289cfd55435849468f2a9c2d98ae1c05,fe2e806495614c338a7e463ad4b3a286
720,450d9961870a468ca7a1bc9d8a9d2c15,Conocoto,Activo,8e1d7e6803024b49814abc059084358e,c6638cca2fe1481abe9e706472bd426b
721,2ab81cb62a884e7390114807160d5175,DMQ,Activo,296b7b4f860a43c398eb9473656918c4,aa575fbceebb44d7948be25c6e7d57fe
722,dd2f71ef5ef341fda954d9e677d9056c,DMQ,Activo,f3813ef1eea64b85ba097c124839a9ed,2a43dde0a75d40789816dc7a329cfb1d
723,55fb1a6f182942e59622f9bd367cc6e2,Puerto Ayora,Inactivo,1c5338d0b2cd43e2b5521207ad06930d,c78e281d877a468889c1a578197e35ce
724,06bf5cad737544d8869bd763116a2573,Latacunga,Activo,ff1aaa52e41040d1861afc8f2372befd,48e884139fa74871bfcc455f63ba80b3
725,f220e4b416d24fd4a9e0a0cde1ba5623,Sangolqui,Activo,fb59984520694c56b14c88a619e20d88,cd8a11f0c8cb4c4491205c22e313937b
726,6e08de67fb0f4f65974cb8f03b9dadb9,El Carmen,Activo,106cea8aaaa74dd9883ab5d3e6b2dccc,751845fc9ad94acf9177accdf68f8435
727,207785a05fbb4844b38b93dde8ef1034,Latacunga,Activo,bf1b3f99079845ed97cc14f3abf08fce,c793b329006b429290624c4cf4e3aab0
728,6f92f8bbf91844b1bef48426da478032,Sangolqui,Inactivo,899cbaf8359741d9a99b33141d33e830,b5c83e96a78141bc9863b2efb0d27705
729,1ead517940aa4a888a094354ff163b10,Cotacachi,Activo,4273245f3844448eac046751282d7398,ae603bdb8a6e403c908e5df4052736bb
730,676e44913e224a679fe97ca774912970,DMQ,Activo,784fb9c989d4453aaf922531f1eaefba,20be44ae167649afad0cbefecada69ba
731,5aa4ef21bf4d458ebef0b837efb0d54c,Puerto Ayora,Inactivo,c112771a7db24197bb824d853f6b32e4,b72b7e91db254a15a8f84d545326f276
732,36a1a09865a04704ae1800ac8e599c73,Puerto Ayora,Activo,c5cfc5d860fe48a4afa257262ea45372,efdf793fe63b452f8828f42b7d430fa2
733,810644cb1ffa41d885a1b71075b1f3bd,EL Cisne,Inactivo,7b5e88a211fd4aef8d735707165db21f,2c15afe1391049d78a3ca0fddab4eddd
734,93e50ace06234c1dbf478447b3d90913,El Carmen,Activo,ef53b7f4e44c49af9479d661eb909475,1edb26d22f5943a5b47cf205c15f6ce1
735,4310d31918a64d38a3ec7cb09a049fd8,DMQ,Inactivo,012695762296485a8854ce980bdc80e6,c4e8c18d2d54401dbd2190b95fe28f6a
736,bb966e0425d54411a11e88389ee43ab5,DMQ,Activo,1511a2c60cf6402e9a1b622d9c0c6956,00b03891f58e41bd8e4a59cc75674e18
737,9a8d6f1f9f614041855fd8a1da70c29e,DMQ,Activo,a4766b566a7b45ee8397498f76af3534,4ef1dcced90e430ab59c9daa400c8c4a
738,e95caf7f76294c91a55fe84632d66936,EL Cisne,Activo,e27b58a8521240c29894f96b912a31d0,1e0ee06a25c34a819fe9b3c3992731ff
739,6299c22123d0489583aa23499e544754,Conocoto,Activo,a4902c649ea94d70afbb23eabe383b5e,6a613206d51c41288bbd2b6b32629a9e
740,838e045398fb485f96c5b7d45ea99db2,Conocoto,Activo,16152a784fd04581ba8350d88adf0ad1,956fefc21d5a4ca79c638ade5bec9d82
741,c48fbe6588ca43d993bc7b2f6a9cff64,Muisne,Activo,f74c420b3e5846ab90e6e5380bcbd759,20b93343ec8e43cc93ba871f3b216d93
742,2884f303ef5f40b78093fdb0d6e0088c,DMQ,Activo,2c8178ed84244e6cb78858705fd4561e,9688a59707104573bc31739540abc6aa
743,affbc7ded0c7462d98d9076e6b8cdd2f,Sangolqui,Activo,5983d6548e6c4eeabd9fd5df7c27e47e,d2bc8620a04c4fb2bad7c72b47763b72
744,d196b89c517b4f668e5da0d623f88bda,San Borondon,Activo,b4fc9ec9bb5344fcb9084fc746e6597a,3a5b1d61103f456088f6a70993c72982
745,e4c2d0857a7e418fa3d1e0e70f30b01f,Salinas,Activo,6485718452c442098ce72e576bd78024,5ad041a909ce418fb39156fddb970fe2
746,13741d0226fa4f4ca84f13bff4f02bdf,DMQ,Inactivo,3946d862c0b44294849247f6f88cc310,6703302d7cc4470a8cf5181dba00b993
747,b62cd451a49d428aad3f752dc4ed0884,Guano,Activo,1addfc26a3f74a7e89fdf4f66b556afe,999a436ac93b453b8dd44aefa091191f
748,8f73da47880d45bebb0806611302ab7e,DMQ,Activo,204a2087c42e4512a87c44466d93a9cd,64b362193acd4288848b6a030f1cf107
749,6f869c388a73407382ecf9e8e52eab47,DMQ,Inactivo,bab1525b50484c50baa3f6093fe07314,79c00239aa064a81b913a86fc8216637
750,382fffefe23d438bbb8878747ef2072d,Latacunga,Inactivo,8388c10768d246ecae8aae2eab4fef7b,ac942f734e664aa796ee5da4348dd0d2
751,bf297448f11b47b7b729700e3fda967e,Conocoto,Activo,34f57453e0b24217a5e0d05a77c329f5,a09f760d5b274dc39464cd836ad47fad
752,abbcef7a2d5b4e1c99de30f2faf7cd00,DMQ,Activo,f5c10926924740a39c4987d5f4b9fbd9,378520c66de74f60b28aa22ce3693b32
753,b725940e7ab742188715619f8c347e2d,Guano,Inactivo,d4e5e71ec849446f87cdd3cd2bc826fd,27fcdb3637b74b3aa73c9c007e90a9e7
754,472a7ee9755747df87e7d742d3d28bab,Conocoto,Inactivo,939dd51a6b934c51bbdb1a67a587a2c8,10d062f5e43d494db1481b10932e31f5
755,060d782c2b7a4e419626aa5385b6fd4d,Puerto Ayora,Inactivo,cff1b183fa624dfbb8db1b9a3ab5b392,43f0c44212d94ab5acf442f15c411a7e
756,e5a22a320ac94f0d833932322565a7ba,Latacunga,Activo,0de6187ef7f74aec800959e680e5aa15,895640bbf7554445a19be51f2d09f4be
757,2cf49a98e68c470e80571bf384f27c46,DMQ,Activo,08cddcfd5ccf46adb4428ee79f46f8e8,7364d02abbd04265b2eddd8f649a7f58
758,832281be659f43d39cc860ff2c2b1fd7,Guano,Activo,f9b8d2c539d94999964be361d05c903d,96c84ce012554612bfb3f20602195961
759,0901feae979b4778bd6daeffd8a4dc61,Salinas,Activo,896b658be6334353ab1b4269d7b04309,dcb512ffe00842f09985ee5ffbae47d1
760,969d00bd954d4927bdf89bb4322a96ff,Latacunga,Activo,fdf7eb7c352c462ebe465916ffce99e2,eef4d593dcfc46b8b2fdd9d1f679a6e1
761,b044aaa3e4f9412784d135993f8d4c7e,Puerto Ayora,Inactivo,24fa694729a8434ba4962ba052c03495,85fa142b60b940eb846c9eeabe2c73cd
762,ecc34c28b01e47c0ba83eddda0f391ba,Sangolqui,Inactivo,26a6c43c0b8a4ff485c53bc6698ca037,8fa118d6d64647d89f7c0facf5d9e848
763,49bdc0b6cb53490a99278d251d216651,Conocoto,Activo,bed8ca3808c14b96a9013992249f005a,fc398858137c4e819df5d9babb30dfcc
764,1d323997e7ba406b8224def02a6ec6f9,Sangolqui,Activo,ee3210fe7f574ebeb4cbba7e8b9a20b5,f627fb6be49e4b7b9cae9c51cca70050
765,b471e2eac4614b9c8ccdc5f7f05eeed1,Conocoto,Activo,b72e4762bc44408fb1d1f7aa0a803e6c,ed9cd19270834149afb822fb2a6bb48c
766,cbdcf6b01e614742b908540e13841d7d,Sangolqui,Inactivo,773ca2b2ec3c44e79a7a94e12fe18c53,fe784d6068fb46ce9d61e27bca982635
767,7238bdbd7e80460eb2a545a027909311,Cotacachi,Inactivo,cc712e54c6dc442aadb0338173ba3680,9b8fd5dc38ad43879ef796633a086378
768,c49dedfb6f954106855314604d475aeb,EL Cisne,Activo,a5ac7d56df7b4a8e993b171fdf7c16de,7ca9425d2e3e4ec98aef2e5b2bd8f5fd
769,7f5d8c079b914eda94d12a6a463577f5,Sangolqui,Activo,1a06f16bc74f459bb73df72e71dcf614,eb9c07fe249c4100ac069233b5843997
770,849c2457bf694eeda2567a06bba907af,Cotacachi,Activo,b04cc9b9048b4ce4a2b71e60736ae9d4,499eb789d5044974a33282ea4fbcee3d
771,2abd5ff1a9ff4b95baa90daa19e30861,Sangolqui,Activo,24e9e05955b34dc08621036a7260931e,13326c8958874181b26cdd3d6d53464f
772,6614cc2d201a4534b8631c84262f3a27,DMQ,Activo,d6ad78211d1445a08415ac327e306ecd,3f323b145424497fb1f50e9fbb5d1154
773,66c3c85e2aee4bd39cd904533d2bc6d4,Conocoto,Inactivo,a554c4fe47ac44669be3799c50e29ed1,53f41772b2e64351abbeb4748f192dd5
774,d26220b3cfc94f58a2f2c1a9a38ddc02,Cotacachi,Activo,ac505c6248fa4dcdba1c46659b101e0b,1b3f7b1b028d48d0ae0524532ef395ea
775,f130c12d28a341109863ece41327dd4e,Guano,Inactivo,5a835d3856e14ae58a5773a11ea704ab,103bd77add4841258092f18e66ec9027
776,d76af7bcc533448ca29725038c849f2f,EL Cisne,Activo,19e1b435052e4403bb495f123a067992,54a0f43188554510a43a60ca97f87a67
777,c824db6d1986433f8f5426077791ac73,DMQ,Activo,49f1408082f54307a9e638cf9a24b052,b3254fb2cf7f45f0b2dd7ba8a5840801
778,b2833ec420b844718bc8519e4037c08e,San Borondon,Inactivo,e1de2460d50d4998b15b234e4fbaa13c,e70f12517fe84a66bdfdf85e2d877c88
779,1beed974fbd84f1fb99b2968e7a466aa,Muisne,Inactivo,b2a37eb16a7b48498687bbf12beeac6c,eacbbada103840cda9fe916049af1f57
780,424337092dde4d48a43c31588e9e50e7,DMQ,Activo,43fc50c5721d47fd92f9607a6ce8ed80,1ad2f4074cac42b6a64e7a503f71113f
781,32d55802f88d459b9a2cd6fe9ba62147,Cotacachi,Inactivo,7bb81527be9e488b85602a32a3f0fa82,252bb78c0a4747c6b28af220df3b5c5a
782,b33e9ed7d7fa4d038157d8f235aa401d,El Carmen,Inactivo,8012b2dcfacf4e73a90950f1c421a90a,4c134924c8bc4cf8b3d49f02d849c7d1
783,662299e909204429a317cdfca9af2139,El Carmen,Activo,e314944ae28d4a518782bd025a08295e,39b0281b9b4343c29ba3434cafab3b03
784,13d880bb262f4dabaeca28fa50b674ca,Puerto Ayora,Activo,eb91a9d5fd6b4488894fe1a9ba6f2dbb,9c93d33e40264885b85cc5dc65e16a6f
785,d3b6d902f1524a13a7c4026324fdf5a3,EL Cisne,Activo,69677f9efc31432c896a6f9072697514,c9a01dbd3058487089c79fd3ec030fe9
786,f4181ee86979472bb312d3070b31bbec,Conocoto,Activo,9ef043f5300143f3a6ff385e51b8b4cf,b99ec50bff304bb59ef8d73f8ea715d0
787,c55987570eca406c897558a17adf02cd,Guano,Activo,441503eacbc24c20815cfc16d03a22b1,3b5a68db0cc94a7abe73fc5092b39dd6
788,3cb95e4f3ccf482380cd0d1f93c4379e,Puerto Ayora,Inactivo,706a808fb3fb4847b6a288415e43f409,bd207240d2bd4518adf97dda58a8d93d
789,6152342bd8394ec190354a292f3fec23,Cotacachi,Activo,18bd4cdc9a6d4ea3aa33175b7a936fcd,2abb8c740a194cf7bc04746c8ac28526
790,0c7812fcead245b5a2be73ebb7f7ef35,San Borondon,Activo,0ce152b89782473893b2703ffd1e36b5,62968ca498194af2a5314f13fd7ce818
791,ec1264eb99104657b55ee2a6226911e4,Latacunga,Activo,ca3905d1d7f84d9e86ab7f4556e772d4,517cb630e5634a0f842be25638a5f874
792,ede7135b7dd54652b47df33203a0dfbd,Sangolqui,Inactivo,e058ce5e85e7499393f85334bcf8a95d,f1e82db6f5e647e0b6f78b785fa59047
793,dcb32fe80a6c4f7d8cb26371bffa9716,Conocoto,Inactivo,ee42b41af2b74bfa9e5faa0f2f6ef569,95b985a9814f44d895aa4eb69da278ab
794,1db9141b3a424cce88366b3ebc5e55f1,Puerto Ayora,Inactivo,e32ae47db25f4d64b4d72fee137b48f3,27038e3994504d86bf228591b24229a2
795,76e766def172470a9f994d28c6f49ccb,Conocoto,Activo,246403cbf77a45b5837e9aa393cc606d,8dc0058413d6420fa5a1c177bee3091e
796,e0da6e4a87c24566abf1db1879c437cf,Sangolqui,Activo,92e41d8e674b45c6a303437772d9e1bf,e3d313050c064ee489951a725afaf665
797,ea0685db3a4d40629f150938e5af89c8,EL Cisne,Inactivo,2f52dafd7f704997bdeab9badbc41148,0a008fef78fd4ff8958d251c19a52ae1
798,67218ed4112644b49c216d83467b3ffc,Conocoto,Activo,60310850f9f149ba903d4d3485576f36,56739f7889654460933eab58ed783c53
799,3bfc68ec54f84e6da014bee34b252912,Sangolqui,Inactivo,f9f07ab728a7464e84fe0b2f8d0dd335,269265ff060c4c5aa1b9a9dd028183fa
800,0ef7ea5ffabf4a1faf66e09b28578183,El Carmen,Activo,f733e5596da64f28a746a0a5a4ad5c45,f308329c0fb74c379d7aca286ce56706
801,3e49a97c25a5482b86726ee00c175a67,Cotacachi,Activo,662d1e4409f24ff0992e0614dc898e7c,dbfa5330656d43c39f3340180d942e98
802,9b86eb171de542d082398b6cdfe70b70,DMQ,Activo,0a13b420c48842d9b0b38015b7ecc8f3,20bffe9ef6534b3eaac284ce77eeaf18
803,96a3d3fd09874ce09ce99c7fc50f0386,DMQ,Activo,81a14cc93db640ec8f127c7ab631260e,befb2552be604169bde7cc9a78cbf60c
804,efc158b083084b86a087437e28cf3364,Conocoto,Activo,8f0a95fbfa2d47c1b798f764a3f0a58f,5a07ec21e9814352bd6f5c37f709fe37
805,284265714d5d48c5a74702a695a038c5,Sangolqui,Activo,699d9cffece9418c8bc7ff42d33f3e3c,adb458caccc94c78882a4436d56a2225
806,e49bb0da4001453f928f20bf3a582d5d,Guano,Activo,cce8a7cb8f9241a69011df7f3d908757,569febdcb6b04a0e83ebd3ef31c8ba2e
807,59f4cb00829a4d49a97c41aab58dabb6,DMQ,Inactivo,3a83233228fb481987add7ea04176af2,fcdc50eb285e46e78f69f30f1779636f
808,f2680957f4d44ae2a0120dc5f85127a1,Cotacachi,Activo,59b9b2f8c2ff41519b1fb572fe5bea34,b33ef48c1c414cee8e49f274cee41d0c
809,af7c247c0a3b42cfac3d5bfe05ba852f,Conocoto,Inactivo,c722d3ef61e44bcab259a731b0c7efed,e339e0c622e5404fa145b6a29d50ab8d
810,f54b4fa262e24d9aab9e4f9c009e3902,Conocoto,Inactivo,10cb696e1d2b43e7b1af2ff05014d3a2,8298df97c77540c89d4d1ba07173b6b2
811,48cda52c7d5d42ab83d688ee71927c15,Sangolqui,Activo,6ae04d687d124597bfbfb91e0e542eaa,1023d42468b04cf1b1efe6ccf35ad654
812,c3bfa8e5e6d744b8987e935d6ccb007a,Sangolqui,Activo,360c3e5f54f544b9a794e6a4a81f5aa3,4382bade549a46b88cd3c8548a931b80
813,9895a8fb64dc4eff9cdfb3e183ae612b,EL Cisne,Activo,96c8ad09dc2b40799ae2bfc2cf281d86,dc37cdcc313f4a0c949e03fc47798839
814,df1da57a3221471681f1f45c74026c5a,Conocoto,Inactivo,6b6b6cb0532942b899e055509db14489,18d889ab0664492bb106330ba2fb506c
815,504c037d2f734760b15ea9d033e17e59,DMQ,Activo,d3aa7b36675041b4b99eaa130bb9eee2,9d26b95115d44902b6b6ab2926ae450b
816,221dfc582cd6447d83425982dea51444,DMQ,Inactivo,67c594d87b0e42969d08ce666a2c5e5a,efa9b74d1afd4bd3b849d1c3bf68a94b
817,545fac482c214496a2400434c2245fb2,DMQ,Activo,ed254aca1fd3486cad05cf3ac125ec25,021d1ba9acd74bc9a5e0da3722a58fd7
818,d48051acf49b47929fd5fcba662bc00c,DMQ,Activo,2a5baf08d64c4f8b9d96b13736af970c,6683b485e4f846a695b96ee059b2e3ef
819,615c73e415ba4b6d9ed1a7c89cd37125,EL Cisne,Activo,fdda030beec34e88a4daa08818f8c260,08ac6a5706df4304908152dfc70ba0ec
820,a26e78c0518640578c33fb2d172e53fa,Conocoto,Activo,7e7b3131b65745b3a3992b58e92f12ab,cbf9e4d1234c42f5a196e6c2f73c6ff5
821,05bda7f7f39640b498a6d17642450440,Conocoto,Activo,e9092955cbc7416192cd944e3268f48b,54ebaae7dce54b7d8c11331206710935
822,17d8cc94e0834ecf8661de8984ceaf27,El Carmen,Inactivo,6da85313dd814fe099cdd2a0c7177845,f281206224a24a2898fb9b29bc9de465
823,2f92937914b349f194504d9b271d5055,Sangolqui,Activo,20497642074b44f9808a4adbe31935de,64d9d4e7454c4ff59b83203beeb93f43
824,0e58d6c277ae4251a5d4fa3abed6301b,Conocoto,Inactivo,ef06eef5bc354602804d972988481711,14af568f8482424faf2fdd55f9fafa55
825,47a1a62db7e04cfcb66950f8cc77130d,Salinas,Inactivo,5f69eada6aba42b4826259cfe14e3821,eb6cd4fadc3b48e8b7846d407106095a
826,9bf9d6408d51461790aea46009041882,Guano,Activo,12636b244c9a4c3a97ea322fde7a4bbb,71fcdb4bbf364e95aa8ad82714e478bc
827,eae619885a204c67b94064dd414c6e6f,Sangolqui,Activo,c0a68350c41b45798a7ccb058ce532bb,1f6de96787b04b03896e12fde5bd4e40
828,8cb0894d76b648568c8e7ceac8e0c3fe,DMQ,Inactivo,2fc50513e7a74ce38c4eda77879a708e,dd998a16dedc42308282cb8bc35f38b4
829,90bdabe67e3646bcb9f42421624daf2b,El Carmen,Activo,51c5cc08620a47a0bea4d88cabdd7ae8,826410f21209412d8ddc35596444044a
830,598b1d06108442b081719a5ea284be4d,Sangolqui,Activo,60fb6233d0904e398d34a5ae1d31396e,9f723058b7e742718bec652d948ada00
831,a8380d4c0a0f41d1ad2f0a0eaa58d775,EL Cisne,Activo,f487c04bd3a14cde867f55a83308a391,cde5207382004f68a4e040678fa3e241
832,bd5f9af835534dab8b5951f91b770bf9,EL Cisne,Activo,b75d93ae7c2a4662a8bfbc6e9c2cab7a,c8c91f673ef04774a0cd3727e09854c4
833,92754741d3c74ab6a13904609d1c9bd3,DMQ,Inactivo,10f84b189eb9450e9660c845c6f9bbb8,8ed9145834594fd28ac1f4a7bab77100
834,ea7dfc4b14d2440b9b3f223e594d5fad,EL Cisne,Activo,26bebf6f945f45e29c36c121091e3f00,0c40f033d026444fad1973a40eb2c7bd
835,8bb3e4187a0b41c6bef417741f9eb143,Sangolqui,Activo,8999ca6c29df4a4da9245a68e4450976,bd13488d76aa4ee7b02145fef9bc0a6e
836,5757edd6ae2c41d7950dd490e4118b39,San Borondon,Activo,cdb4c5fa421747e3a3cf4fb91b0499b4,4289fc74edb94848adb6c5134588c058
837,fa41e166aa6d412ab072ea19a32b48ca,Cotacachi,Inactivo,12d0c37ad8a7499e844d54e7dd36cff7,d91468207d5543ab996c16b48d2f9065
838,b4f821e01ab445008957b5ed7757fd6a,Conocoto,Activo,5dd437d38770484c9c80d8d18e150db8,0a2e695db16440c49e9f5d9dfeb545ba
839,582dfeb2c84f4b28a5d603ec76cf317a,DMQ,Activo,f79b7f3c709e4845834df19f43c3bdac,9ee36b239b144a2fb62c624d68326fe4
840,85a584b1cdfb42539da274a3b86f4f63,Sangolqui,Inactivo,3c0d7f29523941a69bee01e8b642b221,3406dc38b08a45238eb6765164af2b01
841,4f525429df1c4c83b9bb2531f6bfac34,Conocoto,Activo,b0adb16e753a46fa9d37968efee57bdb,1efc0a071e8f4fcf8b102f3ec12a9ad3
842,2618e6753d3b49d19e8faaeb76fe7ac4,Cotacachi,Inactivo,00cb27a43881478b9bbc027279840e17,0427d5cb14e1465fbcfc7a46eb84fec3
843,0ce56f83984242c8bf1af6d192ce7b23,Sangolqui,Activo,1cce6d7a3b0d4d3cb809fc59cfd449d5,c8bd941c078141eaadc91558b078121e
844,18ad6d72bbda4c6a94194936e565d6f3,DMQ,Activo,1e2021ec9ae841ec809efead04529d70,96c392c3e3a84f99adb516346cab82fc
845,81b1a9e416814ff0bbb234c5cab51351,Latacunga,Activo,6e4b70cac63743aeb8ab2465463d78d7,dfc2f6927b0941339edc3d5af5e09cd2
846,4f0326b4f21e429c8548934caf6d2b83,DMQ,Inactivo,cd2cfa3b95424b7aac76a2408602d1a9,c53e550ffdc54a7aa9355e77f2ad1b25
847,b7ca7278eeb64daabef7df0c0011bba2,Puerto Ayora,Inactivo,e89cda8048504602869d9e8aceac8719,e52191ca982e4bf8a9f4aac8ce29cd88
848,0ca67346a8a94228b4f1d3b44dd84cca,Muisne,Inactivo,98d6fadc92c344a18e0dc909499be800,65ef3063766f4dfcb4bbc85d1331df8c
849,ff22da00e9e9404db3be82237a0786ed,San Borondon,Inactivo,9dca73d65f1c4b6f843d8b484fcd87d2,6326de6d664b49f38066df364a2e6f24
850,ede300e64dcc4b24aad20833cb59e3e1,Latacunga,Activo,0ac596bd05a84f66a9d725a2fc9c8cdf,f5c2374ce0ce4705af371ed489f5e3b7
851,0c2da51decc545b8902edde4c75a927f,Conocoto,Activo,a35a2870179e47d49682dc60cc1eb50c,606cd82680c54165baf137c0dda20f9e
852,ee688fef882b4edb95f900d93ed659fc,Puerto Ayora,Inactivo,df75cdae513546b6abc216a6221a2a4a,a2fc09fd2e9e4871b90d7e52199ec9f8
853,f2d28c31d08540fd80e74e7128f9b948,DMQ,Activo,e230c2cc67dd46ef9b865c3cbc816a85,0cf1baada19f4f169dfffcbfef90df64
854,0d1e670763fa488d999eb1752b361fcd,San Borondon,Activo,d5855300300742eba5c9e75a32e9f6bd,d2da555654cb47e1935a832e50f14a6a
855,45d013526dd54258b7e4b463bc0d5e2c,DMQ,Activo,50a08caef4234055ba0745473faef949,b0a87426c5b7447d8fc3858ea9d4eb0a
856,a7e39aee748c4e4f9d32fad25cb27e29,Conocoto,Activo,75bc615c2a6f49238a56b472dc2d02a7,9bd8a779da604cf98c90117c301dc845
857,77276c9ee8d24c88af1e69307fc3793e,Conocoto,Activo,fd2aad08f7064b53ab09fcc49300b080,07bba4e07dcd43ed85191537d26de94d
858,8f94a62da383490ea1dfe17fe03f29f7,DMQ,Inactivo,8a3a8a001baf4506aa6bdfec678728cb,c48475c6a9fb471b98391df2ea9a8d1d
859,eaf1316c454346518e77ddeeef67cf82,Conocoto,Inactivo,87e8281740da4a9280fcf6fdd8313102,dcb55bac113448b798473e0f846687c7
860,e211d6a4fe54491e8be4c8e646221af8,DMQ,Inactivo,db08ec8f8b104c0e85f64ace8b19a18f,6f301dfade4041508235834e464206ef
861,030c22ff658f47c5978b840d5e18cf49,DMQ,Inactivo,3158bf93944846838b066b2cf149f3ba,39a6c06160264648a05a9d9579474bd1
862,578566e5877d4f8d96b1719a1851fbd0,DMQ,Inactivo,a2208877baad4b2a88050cd2916d645d,400038f1c7224d9a8bf707a2445b1491
863,bc2c7bf0b58e42a6bed6c937e3cb8d5f,San Borondon,Activo,f90ec2da489e4c019f98ecc9377a3489,b5e126f5b9f34ef4b8863d1a49c7d2c2
864,f3599fa6f1664b7fb834a3d90600f9c2,El Carmen,Activo,52b122cdb66a4998ba091d17afe5878d,5c02ccdd9a4f41e385b795597c02fc79
865,3cbeba04909e492480f9d4dfe3fe1b16,DMQ,Inactivo,b328aaa6c46b46538dfc318b4b18954a,bff2147ae69846f2be2f7819c54ae3f4
866,8089b0f7559d4d05ae0f4e150facc57c,DMQ,Activo,575c0a21aeef444db46454668b9a271e,8d4c4da076d042549ccd607f453b18d4
867,9fc099d99e6a435b9b1a2e063e40cb20,Sangolqui,Activo,82e89dc1c476468e83f95fb1bc016137,12e43712fe8b4141b875df054aa3f5cf
868,c71b5ccbdf2a4df999843be8b02a966f,DMQ,Activo,540fd7c7c04f4477a9562d8b05525d2c,92134a57379b428086e368be1d8d7646
869,13a182045fc6430ab1ec19bcd0ad4fb0,Cotacachi,Activo,da23b35a44f14872acc7a884d40b0bbb,6a26b81b06844ee295913c62b2465984
870,93073c7446214529bbc51ddaeef50e98,Conocoto,Activo,f4c6b39c192d4be997eb0ec805163b88,62e049852a6e46ae9f300c395976e175
871,ce4f333abe1743ed95e108a5ad21cd11,Conocoto,Activo,997d6cee731044ddb9aaaebb2a55e125,811acc62c8ea488394b2d677b98b41ba
872,23a902d704a842849e8d53dc54dcecb4,Conocoto,Activo,b21dfb906b99417e840b8c8589238674,16d63e7255c94c778e8717ddf9fc37a3
873,2e266ddc07524005bdb1cec100e41ff6,EL Cisne,Activo,cc012a93038c4fe6a38f095a213e282f,f6a513fb3f254a579b0628e7019a139d
874,24f4f6006f644bfa82549dee4dcbbbf9,Sangolqui,Activo,ab27e49ce657487e99e30d6b38a21e65,106d20ae3cc44a83a219965b51249635
875,a22115ce1c904f0b9c63c8e69e695e5f,Sangolqui,Activo,a908ea8cd9624bbdaef78b83a5124a55,bc9b05a79d364d39b22d8c01d87d60fc
876,24934adece714a009e6e59bd35af6907,El Carmen,Activo,6295e904d8f64c2196e50821b7f0aba8,3576482b29b949739610d7c809d4b569
877,ba5eb530036242ddb3e66a55c4d44c73,Sangolqui,Inactivo,3871308038b342ec82d4fe7c7978a7a4,0ebadeffdbf848feb514903406d46148
878,2d18af99610a461c849bfc019c679ea9,Latacunga,Activo,c788b657875b4602a66d15ec5eb848f6,84515ba64e734f25bf6fb6942467ea53
879,43966706c26f491eb79cd3548c909dce,Sangolqui,Inactivo,231c73b622b34c96aaa02b9745b04810,3c481dcfe6e849a280c99437f84b191b
880,617328d1ef784bfab72561ae33d6eced,DMQ,Activo,e29c6fa36a424b66aa658c30f98964d5,b22e1c1cd4874e2b9151d505d6259970
881,9b7331093c854248b8706e13b6fccc3a,EL Cisne,Activo,439486d6a0cd45de93bf957755bc2dc4,883beb5c4d7647d3b1ccf854df59a8ef
882,8f6bb6941366406cb732bfeb1666f7d7,Sangolqui,Activo,984196878b974b3686e7137652cc717b,389ceb38cf024b5b89a6541198e37cf2
883,a74bbbb088a347eab09066b7aec18cec,Salinas,Activo,cf92d52292fe489986855bfdd586179c,b5ec6e1db2aa47f3a937ac22a0a0a9c7
