,IDDepCoor,NombreDepCoor,IDOperCallCenter
1013,53c9841c501640aab30bbefe14129a0b,AreaEvaluaciónLlamadas,781a34fba65f4d20bf7c980567a56a70
1014,84eee37b21be4e419dd30e05c1b702fc,AreaEvaluaciónLlamadas,200f5f839794446f8b227045e6236a50
1015,ab7deb816ca54707940af5e2f2726441,AreaEvaluaciónLlamadas,7ce905828fc9455991fdc4473173e23c
1016,2ae3621d495e4d60a9fed8297c121ef6,AreaEvaluaciónLlamadas,9359b8f2ca694917b1953fd179b04e04
1017,51acdcc483114f8981fdce8c54c68085,AreaEvaluaciónLlamadas,02a0f631ddac4a6a8dbaee28d6c73d4c
1018,065e3ddffc5f4b5e86a1c34597dfd7a7,AreaEvaluaciónLlamadas,34650dea98f24de3b9d6277c78a0f245
1019,9f91fa42750547fdbf720a22917ad81a,AreaEvaluaciónLlamadas,7b58a698fd29413bbc9d83174e060fec
1020,20bb57c80ebb4679a426fdbcf612e789,AreaEvaluaciónLlamadas,269ed77341d8479282b1d3d518abe6e3
1021,dbc883d1d445449791473db59e5bdffd,AreaEvaluaciónLlamadas,3b2b04f80bc241c6b16eab43894af54d
1022,775f999099c4417d9d601189e61d157d,AreaDespachoEmergencias,3e6391f4e8c24fa097e0e737ed3b2356
1023,a46bd6304c63450b950bfa4e5e75d0ee,AreaEvaluaciónLlamadas,a788f3204f6a44dc8ab96feaf1b869f9
1024,76c58d33610249c99ef844bfcc83187e,AreaEvaluaciónLlamadas,7ea82b557b254a049648d3983dda1614
1025,536e2743a78a4be3afe283f8e0135852,AreaEvaluaciónLlamadas,3800d33fbfa9485a90ae3de928c77f93
1026,346911f2b9b6465593bfe6d21cbed398,AreaEvaluaciónLlamadas,87f1c76e0cbc40809853b95b425ae59e
1027,6f27412ab0ab432fb550e675ddb7b01a,AreaEvaluaciónLlamadas,7e2e7716ff234173916194652ba3cf52
1028,2d85e1ad4dc741058b4e46a6241bd88f,AreaEvaluaciónLlamadas,890367daaadb4382a0c9973555a47053
1029,d8cc2f1e2caf4c8d8c1ef305f77ec74a,AreaEvaluaciónLlamadas,231933a7abe14136ac34bca839b77f48
1030,ba69c60099af4cd8998fd45771e78b22,AreaEvaluaciónLlamadas,2a56832c99444c1e953c250df299fe88
1031,591a961dc3b74357b0bd950711251904,AreaEvaluaciónLlamadas,8e2fa0778e564456ad4c1906606f5e78
1032,b4a5fff708ed4244937473655493b990,AreaEvaluaciónLlamadas,234ecb237c564120aab2b4d92bd32fa5
1033,f2cecde4ce964aa4bd4b1926babcb641,AreaEvaluaciónLlamadas,9fece4a2e0434baeb0c7c0f1952ee4ca
1034,f343f10442054d008bb963876824d454,AreaEvaluaciónLlamadas,f99154c4121347a7a21cbcb30fb73d26
1035,43ddf8eff53948919a60d9d56af2e489,AreaEvaluaciónLlamadas,baf04fd70fe74a4d9a032442f919966e
1036,48652583839b49309f47d57b769b427c,AreaEvaluaciónLlamadas,e89d9a66ce404ef5b5d15a8293afc3ef
1037,f104d78d98e64a7cbb46e7ab3ec3b52e,AreaEvaluaciónLlamadas,2676112c05c94b14a5790674ea0da15b
1038,4db17c2fb6734753bbc229ff2683a88e,AreaEvaluaciónLlamadas,496940d8c5134f79b44d1f326346d47c
1039,9feb296fe42b40eda9eff41014812ece,AreaEvaluaciónLlamadas,a466c7a35c924cb5a268051c75bcad19
1040,e7cddbed21e54c2a912567aec96b8b1a,AreaEvaluaciónLlamadas,8183b0d60b1f4fb69a3af23beccca54a
1041,2bad7ea51f0c49b9acb35f902bda4d68,AreaEvaluaciónLlamadas,f1b2b2adccaa4fa2b2a9f4a0133ddd1d
1042,6607470f3fba465da2ad19a40c3ce602,AreaDespachoEmergencias,64f76ed18f7e4fa3a1ee5a4e406b0be6
1043,07b82e5fc7964b57a8b4adb825384cd2,AreaEvaluaciónLlamadas,caac791b28864518a41a01a041cc999f
1044,0a82e8405a10432eb10ed0584654c535,AreaDespachoEmergencias,2035bfe401ab4dcfb6b2e63613200131
1045,a0d5afbc50b1466c9476c9fa1c550ee3,AreaEvaluaciónLlamadas,df2abb4785dd49ffa654fe1c628e8a0b
1046,14a360d8db8748c58e43acdb6a7a4e01,AreaEvaluaciónLlamadas,c1b5bc764dd24f409e0f678e9db39ddf
1047,96794aacb5e842a79b43bfcb24d6adbc,AreaEvaluaciónLlamadas,922c6bcbc139467cb875253907a6b61c
1048,e74463342f73438d92ad3f18d157df1f,AreaDespachoEmergencias,c0e1dc436cc04347bf86137a867c85d9
1049,e644378fd19942e3ac1d8525eeee30af,AreaEvaluaciónLlamadas,6cf92ed7e3104141aee944f12f24ee4d
1050,1827b55046c74690abd8f9a0b72611e0,AreaEvaluaciónLlamadas,2f0e5d8f282b41ae9b8da6860efc69e5
1051,3dc113de35b54f45b50fb2d859a88b6c,AreaDespachoEmergencias,cde9322a6d234e86b26c85abb428ed32
1052,c9d61ec3cfc0497ba083a40772ad0e7e,AreaEvaluaciónLlamadas,800dcaf4fd4e4a5b945f4fcc61de6a46
1053,232eb241d3e944e7b63434f1455f0bb1,AreaDespachoEmergencias,5ad50b3122e349e59019d2074b54f7bd
1054,9da087da170c4636befc57f357cbf563,AreaEvaluaciónLlamadas,8d1a49ce6337458aa7f8888bea4211f9
1055,2688410e9f34498baa88fb87ca01e995,AreaEvaluaciónLlamadas,03dc790868cf4872b75521c061b4957c
1056,c1c78129c8d14eb78cef0d1c797352f0,AreaEvaluaciónLlamadas,aa7fa3e0c65f433bb9eb09bae435b403
1057,7b86bbb115384f7db1f53513ebb2ef94,AreaEvaluaciónLlamadas,57986e920cfd4901819614109c2f35ea
1058,ca3677e58a384458bc075522e24a7120,AreaEvaluaciónLlamadas,fe40c440a9a34a56a94badcdccd69b3b
1059,d91497c94bf24532879e742db8e1e04c,AreaEvaluaciónLlamadas,26cee244af714a1f8b8237add0f3504f
1060,fc3b4301e08e4aa7b7ade0588bf09c82,AreaEvaluaciónLlamadas,95357fe7941847d6aa6209d72d7c26b3
1061,30796c5673cb4a70a9e0436758aa3b4d,AreaEvaluaciónLlamadas,f3718ad14b014dd5b3dc5a6e71c491d9
1062,7fd2e0a9c09d45658b3d5cf7c4c25eec,AreaEvaluaciónLlamadas,b46ac085cb7941e99c66e2a27170e8c5
1063,fdf7a23bed0843b7b3b4a3579506a3cf,AreaEvaluaciónLlamadas,140291adb9934c1cb29d97778369f997
1064,84da911dc8c740d2a5e393188e27dac4,AreaEvaluaciónLlamadas,5cb11e841ceb47fa825ee7651c48a065
1065,46c3474f670c4b8d85fd01b64ff56582,AreaEvaluaciónLlamadas,1e3febf3d6544e45b0cb884b991d1ae3
1066,65cfab693684403c80fbc21ff147c5a9,AreaEvaluaciónLlamadas,3f5e9b78cf96458c8bdba54282cc44f5
1067,f2ac7d16a61e4c278a4cc437967d132e,AreaEvaluaciónLlamadas,9b6bfbd2c1254c5e84e771967b1700c7
1068,66dbc966aaa44199b6004a51c4e8b4db,AreaEvaluaciónLlamadas,5867e623d7014c50a5ea70e87d02d036
1069,7341fe965c384851b0f0f39c357f917c,AreaEvaluaciónLlamadas,85b450a622844259a37c56675cc08066
1070,160f3b49a4e74dbe97fd7b4aca1813d6,AreaEvaluaciónLlamadas,5a94046270194ec6914e13fdabce06da
1071,02f8b48ce83c47b49e31415c20888a27,AreaEvaluaciónLlamadas,7202ff495c694b42b84598ad19745799
1072,d6232a8741694961974bb78aad0f962f,AreaEvaluaciónLlamadas,e54e5f53a46a41f38ace30719ff0ba62
1073,75deb0d3ff5a417783d2d85ce324ee16,AreaEvaluaciónLlamadas,2ec0c1be60b747968f5d71c17fd7581b
1074,77e31d8a534c458499993138140b6f03,AreaEvaluaciónLlamadas,a1014d9ec0ab45988572dcbe0cb57914
1075,fbfded1127cd4717a942ac48c43ee3f4,AreaEvaluaciónLlamadas,1257c349870f492cbb15c208e2b30be3
1076,b9323ea6ccb7409ca64a8680b7e60414,AreaEvaluaciónLlamadas,68c6011969e9495d8b62ce90763f6b8a
1077,726c8b51e97148feb793761b8a1b5bf2,AreaEvaluaciónLlamadas,09ca072c93bb4580a1a3d93b17e5b816
1078,908ecc8817d44963bdd4348b9c92edcc,AreaEvaluaciónLlamadas,6b80127ac3d34158a06f9066620bff64
1079,418c73f4478d46bf910a06e26f8776a7,AreaDespachoEmergencias,2228ebd9c3bb48fc9277baaed21853bb
1080,a5d0f72528b34ebbbca8958186ed31d4,AreaEvaluaciónLlamadas,403e5464955f408dbf9c46128a70c21d
1081,5cedd592621f4d86a1a78f872d8e771c,AreaEvaluaciónLlamadas,ae6f90960c034b3f810a3fd4345af954
1082,e4b50db5d53948ff8b15938c724256d7,AreaEvaluaciónLlamadas,a78ad4ad5edd4481a188355a3efadff4
1083,a17055ae8e9c435c9695d0e4781e205a,AreaEvaluaciónLlamadas,70929f89c6d140459d1ab8827e635ff2
1084,ac40dc39a9844392b1da49f5bc92bab5,AreaEvaluaciónLlamadas,17b04278dce444c282a3b8729965d935
1085,28030f871fbd40b79a75df6bdb118ad6,AreaEvaluaciónLlamadas,12b4191f40e149a197ee81195e96e350
1086,5d8f682c93c84f3c899211578123c1e0,AreaEvaluaciónLlamadas,4dbb6e0748524cb99d565153cd6945b8
1087,236a9fd7f8634976945018fed5167649,AreaEvaluaciónLlamadas,945b33752d4349b59c27c9dee89933ee
1088,8aa2abb5dfc44c3c96bee6aa594b1a4a,AreaEvaluaciónLlamadas,bb4981b2019149f289a639960fd831f0
1089,e2e73a63c0ec48aba4bcf7c5da5b9f91,AreaEvaluaciónLlamadas,6a84acab74724807803a407ed6b2e294
1090,3ec01ed97055435bb51382dc7c361eb9,AreaEvaluaciónLlamadas,9bf471bb512a42438918cdf6146185ed
1091,abf6c04f330a4469890ecd944fd4d588,AreaEvaluaciónLlamadas,97881714efff4aa993628b90d2be9f53
1092,e0deb26d111e4c2f9959a8f6b8157cbf,AreaEvaluaciónLlamadas,22d92ab8d347455d9034fbf028c167d0
1093,cce572eaff62487aa6f151be0388d2c2,AreaDespachoEmergencias,e80bc415147a427482d055ca1ded3817
1094,1f2b1dc228e04c78bbaa24c5ef386bcc,AreaEvaluaciónLlamadas,e8a80cf543a544e9a7cee50efdefdc39
1095,79d19e473c7340ee89af3dfe6c6e8423,AreaEvaluaciónLlamadas,a037a8cf248e4c3bbc567910b30af01c
1096,69f5b10443b24d058c614daead1eaf11,AreaEvaluaciónLlamadas,7ec0e12547b44d20bc89d738726ec374
1097,13db0b35e71a47338bd2053da697d170,AreaDespachoEmergencias,f296f74c1e6f4eee9650bec421a6fe1a
1098,4069549a6d774203b3535412494afad6,AreaEvaluaciónLlamadas,16d5ba63baa54ddabcbc7860e3bcae11
1099,de00e47554bf41c9ae1c424bdfd4f1db,AreaDespachoEmergencias,c0860c52afa2433cbc3d262bff9a44ae
1100,69bc3582086d47e5b64ac9d6f919d882,AreaEvaluaciónLlamadas,7ceafecd9d664681955b84c2ca71a519
1101,28f21cffe06b4987954979b0608d6b02,AreaEvaluaciónLlamadas,de17e52753c74c059d9e3556fbe69efd
1102,7385c4862a2a4af782e1671b326ae485,AreaEvaluaciónLlamadas,63c9ec125b5e406daed31a5a789530c2
1103,ef4ac527a45e42419325687be3812147,AreaDespachoEmergencias,9b67f06b780f46bbbf3fb7024d52f749
1104,6feca594c36a4d95a04394fe8fd966a3,AreaEvaluaciónLlamadas,c66847b47ad446eb99fa6dfc578a8c21
1105,ec7087af6a2142ee96e7090ba98e8b80,AreaEvaluaciónLlamadas,220717614f13477f894bc56efcac132a
1106,9b82a9b75f8042bba00933acf5d68884,AreaEvaluaciónLlamadas,ebafded095b74e82b1711844344fa1e9
1107,af0b9bd195ad4f7f9022ab27cea0e690,AreaEvaluaciónLlamadas,eed8ebf7ff9b4dbf93d625257362acb5
1108,1f2f9268f36443dfb4ea1c5ecc57cc9d,AreaEvaluaciónLlamadas,0e8b169026484fd79438adbd5a79e7ef
1109,0656c4b753f94c31872b905772b7582a,AreaEvaluaciónLlamadas,0003e0a5a94044fdbce3f9196d125d66
1110,3331c8a127c647c7a019c702663912c9,AreaEvaluaciónLlamadas,7e500dc408664fb6af920219bcf0d94c
1111,0a9ea9406ba14dab81697ae764aed6d3,AreaEvaluaciónLlamadas,3626314d1fa64a9eacb9cec06df2a643
1112,d24d6691b837412da7f308d317c85f6c,AreaEvaluaciónLlamadas,a5baeba607b24a5dbeaa9e79c2a3651e
1113,ecbfccef55a74388b7cea363c51df9c2,AreaEvaluaciónLlamadas,5ddefff61f064a61b35dd3112c919615
1114,8346ac552c394bcf9d94d56701ca3ea0,AreaDespachoEmergencias,ba93a62b1bef4f37b1b967c5fd1bbe4e
1115,a30021938aed4424913bb234bfa5ac08,AreaEvaluaciónLlamadas,00b27754c6a74e8a86db14123ee5b666
1116,d6dc3fa9e9eb4ee88f9512cc9a2acb31,AreaEvaluaciónLlamadas,54970bd248e04a698a04a14ee9b8b968
1117,3eaedf19fe5841a79873ef257d18ede9,AreaEvaluaciónLlamadas,e2cee788a7a54634815f83ba943727e8
1118,4511a0b62fd24ea4ac2d6074c55a5d1e,AreaEvaluaciónLlamadas,9511085736134ceaaa20a8192d95a2a2
1119,ef1b5828868348c2be002773a38dc337,AreaDespachoEmergencias,c3be49e98c3f4556b73a671f364a78bb
1120,456511578b0b4bef83484690659c0f7c,AreaDespachoEmergencias,8f55bbe43424453c8f5db474fa14fd4b
1121,f50e8494298548c5a58cf9ad948e5945,AreaEvaluaciónLlamadas,fd2ca768cf3f4c51b59b384fb7c68268
1122,ace2829df7cb44419f140845f7b5613f,AreaEvaluaciónLlamadas,a8c256705c994f7db7bba700647576ad
1123,3431fd73268043469b3e55044e4cf783,AreaEvaluaciónLlamadas,a498fae79eaf4bd1befc3ca1df7a85cb
1124,2173a86398664ff9bd7f7ddcc5657ff0,AreaEvaluaciónLlamadas,5aa264b7915c403dbbc82bf6987ed8b7
1125,d1a31ae3c92f418b81e956cb6d211ae4,AreaEvaluaciónLlamadas,4b14be5d74fd40adb63ff617cb18f95e
1126,0452380bf0a64a0398dc3239b5f5e00b,AreaEvaluaciónLlamadas,e6dc331a8ff94ce7b315ca4127c65dca
1127,c33b63890706492ea23f1ee06c099208,AreaEvaluaciónLlamadas,ebcd0cc2e0464e21bb060dbd29591d7c
1128,6b854e0f37614d3cac74d6030580b269,AreaEvaluaciónLlamadas,642d5ea26d784b24a00967f6d42be75b
1129,8db7e2a2fd984e11b689e09bf3b11f09,AreaDespachoEmergencias,615ab3a4eca14586b98c05a347d91ffd
1130,2555357afe9544c88ade84eda84b670f,AreaEvaluaciónLlamadas,564b7da81a2446969b1bbd68e34c0de4
1131,e55708311e144d928dd57622d30180a2,AreaEvaluaciónLlamadas,97ef400e832d42c5ba5189982c484e5c
1132,af2cd628ada74e308738203e8ce72962,AreaEvaluaciónLlamadas,5a504da0b5c74331965f9028880e3c5d
1133,e9ffb14b35b148159e2de9509018b81a,AreaEvaluaciónLlamadas,3d61d5660b7f4283a00b109efc39c8e6
1134,c0685920c5934887a39137f8dba02810,AreaEvaluaciónLlamadas,0f7f5ef94c154ac39fd8a0ca98e351d2
1135,bbbd5ec1695b41f0b12cc9b9246f0216,AreaEvaluaciónLlamadas,eebded9e46a9400a8ee7490f3d493965
1136,67afe96791164f3d9bf76ae05f3f2f03,AreaEvaluaciónLlamadas,46904e1170774401a26509f3ae99bcdd
1137,22de4fc5ddae4a66aa82a33c5f6f98f9,AreaEvaluaciónLlamadas,d52592cf05cb4db8a632c38b794c4190
1138,002dc07ab00642cda9c160ce19fccf7f,AreaEvaluaciónLlamadas,08dd20be3ffc489c8030327515d6eadb
1139,6deaaac810194e859f7f6b0dc4953d37,AreaEvaluaciónLlamadas,bc3e382625284f69b15b8325ab54f20c
1140,da880aeb6d664c67be503a985fcd50ac,AreaEvaluaciónLlamadas,ad94a2ee76c342b68aaaa8d99b9b0a80
1141,6370f612138e4c6a98530413bbdf0f99,AreaEvaluaciónLlamadas,81466c8bd8104bc88010c8be1f5b5435
1142,e8efcc433aeb4f719840db4f313bba11,AreaEvaluaciónLlamadas,d0f4147dbe2f4271b8e3f3f9fea68c78
1143,bb30aaf474dc425d8134be1d86a97530,AreaEvaluaciónLlamadas,c969146365ca4552b37b7ca742ca8509
1144,b9a75c07f08746e6a149ed4105c2b066,AreaEvaluaciónLlamadas,2c92a63120cb4a60a600b0cbbb9c229d
1145,61a2492c05504aaab2e9dc1e8474b1e4,AreaEvaluaciónLlamadas,968f6063d9d04628aae54d39e9cdf2ec
1146,2239b1883b064c3184f87b20088683ba,AreaEvaluaciónLlamadas,6f40341f7b18476bb2eb57aa3338146b
1147,6bc110db5ecd41b8a1b7a1bb24a244a4,AreaEvaluaciónLlamadas,dc542f3351a24cdd9d8ee70bebad538f
1148,417b5c8ae3e64be2bf118e2a6c557b65,AreaEvaluaciónLlamadas,62793bb457754eb4a789c9099897631d
1149,b184a4d72cd74e57a885410299ad97dd,AreaEvaluaciónLlamadas,cf93b3800a00487e9de1963ae704ec19
1150,c2370d3b47d742feb264e4fa0a958f67,AreaEvaluaciónLlamadas,685a1a20c40d4dabbd4e7cfcdf1f6ebe
1151,e2344df9ccb94b9daa5218a91d53cca1,AreaEvaluaciónLlamadas,d2c966dcabea461a86da90bd36d3f256
1152,3a93d66487f14278956ab5d7f91a9118,AreaEvaluaciónLlamadas,c239b12cd27b46d3bc53a1e3c4a61034
1153,2850080607d84f7f8814734a01f8da33,AreaEvaluaciónLlamadas,d5cdcc8833934a26808bdd0c9062463d
1154,75405e86fb174ea19001fb2099c333fe,AreaEvaluaciónLlamadas,1ef30f856c6843a8a2af4bf50bf27d9a
1155,78819f9a27fa4d4c96517c93602762f6,AreaEvaluaciónLlamadas,c1119786fb654e4e90efb3084669aebe
1156,03d41c4df85c4d26adca56a5af7c6714,AreaEvaluaciónLlamadas,8d3c0c7065b8402a891824e7fed4fb78
1157,a2fbc141f0e54021974803935f3be378,AreaEvaluaciónLlamadas,17db752253904be3899a6893cf0572e8
1158,bdd0ee4f2a6249ab9ce24ba5858244ee,AreaEvaluaciónLlamadas,d60a53b43da04e5286db3c14e143bbf0
1159,011efcd7a5664e95af4434e6fa26ad15,AreaEvaluaciónLlamadas,df1ee2f62c1944fd9df82cae203849ae
1160,75294bcc366942f4b0b93a701a7fc460,AreaEvaluaciónLlamadas,3f4e2c9a0ca848a2b3aada5e12ffed00
1161,9b752b0f1cd8460c9965dd614d8c055d,AreaEvaluaciónLlamadas,396f96393fb0493e9986ffef9a48fe85
1162,24ea5fb21e294252b1601d7d82343918,AreaEvaluaciónLlamadas,794eaa6237624d26a7c6d9e561ea2d76
1163,b4764a42b5e548db9c21523f603cacc9,AreaEvaluaciónLlamadas,098422ffb9094c3997029eee83fcb010
1164,832da336bcdf47dba751028501df8f18,AreaEvaluaciónLlamadas,e12850ca7a994368af30e67309ffdf16
1165,1eb738b37c4040908a732831c595dc02,AreaEvaluaciónLlamadas,105591bdc7f247a883b1df2147d4c0e4
1166,c728868ff9754b179a72700351ed7022,AreaEvaluaciónLlamadas,66d7719c8cc14e3d8465de72e93e0959
1167,3ca9a4a5cfc9451fb34371f510d47d3d,AreaDespachoEmergencias,33ef17a82391489096b0e11b29e6b6b7
1168,09f1e6df60f140a5800d84d511f737a9,AreaEvaluaciónLlamadas,44e8e5d872744e37a47aef2029d41907
1169,f103b217c3724f2bafd5dd55116d6ec6,AreaEvaluaciónLlamadas,187ea93df62946af9ae2639466e4238e
1170,c963f2fa37f14b68ad7e12a4a3682807,AreaEvaluaciónLlamadas,3f2d1156c7e44aaebcb4621ab153d5a3
1171,fc2721886b434cffb8263a383dcb35e8,AreaEvaluaciónLlamadas,af3c50176e654401b55e2c59d31c38ee
1172,e8da97825d2240389b0e87ca535cd79a,AreaEvaluaciónLlamadas,b62f0d7346354c8796875dd88509b152
1173,066e9869c09b479d94415c4bd25bcbde,AreaEvaluaciónLlamadas,4416deedb79e4e7fb554a9d7f7e798e2
1174,509262da833b420f892bdb2487b4da12,AreaDespachoEmergencias,b051263a90dc40ebb026b32de5cd62e6
1175,58aee14463934c75bebe1759ec6b3d88,AreaEvaluaciónLlamadas,c5fbd400fd854aa0a2480ac8fae00509
1176,6815776ede3a4941a0a7898770022577,AreaEvaluaciónLlamadas,2059853c9015407399a851c742924144
1177,fd96e81ba6184cc684521b8146f21e3f,AreaEvaluaciónLlamadas,d715a08a030a47dca05132145ab20f51
1178,1ca843b9ee194cd4baa4bc6c5cb99587,AreaEvaluaciónLlamadas,6b84fcec2dfb4b858a86e3a85814e407
1179,a24d52ae1c7145808175b9be3aca7525,AreaEvaluaciónLlamadas,68da7285c69949499e09f81b3131d37d
1180,9c1856fdb35745fbac09ac30e9fb9e5c,AreaEvaluaciónLlamadas,4c719361bc63468d9a233c1120bfad86
1181,256596e3be1146c2ab6d87142da77015,AreaEvaluaciónLlamadas,224b4e8b9c3a4aeba84d682e9ac53b0d
1182,5e979786280442d6b5da00e6a31c24a5,AreaEvaluaciónLlamadas,7cd66af4fea940ba929e04f397d4d8f9
1183,d125bfc7d3414aad90fcb8b690962c44,AreaEvaluaciónLlamadas,077390ca840e43988f32cfffa5e026d2
1184,3fe3222877574654bd7e2bbbed6193fd,AreaEvaluaciónLlamadas,1d385fe0da9240459b35e771c398fe24
1185,20ab319753da4e0390b9fd8c04a68a8c,AreaEvaluaciónLlamadas,32fb6904a67e48fdba8db57f3defe4ee
1186,ff5aac64b7cc4cf2ae4d750a004440b3,AreaEvaluaciónLlamadas,fcc81fa77d0c4144afd49d2837967a0d
1187,7b5d3e366ea244139efe4a2abc5c83dc,AreaEvaluaciónLlamadas,77b78cd7fff044199a93174ff3d199a1
1188,fd5d1e9698ff4d8dbb87986fa4387d84,AreaEvaluaciónLlamadas,d1fe72bc769542969e8febcb317aa409
1189,2bf91bd4cf154f1f89974c27705b9629,AreaDespachoEmergencias,a596aa3d402d4cc4b8525cf148195e8a
1190,4e262f10c04640dcab4fbbd5f0d6f6ba,AreaEvaluaciónLlamadas,1478991abfc64d31a0b563f2908be4a9
1191,68a686cd37e041478cdc3116ec086220,AreaEvaluaciónLlamadas,a1b6b481ac304d19a9d6b2826e422f77
1192,c1315e8c002c41438eb0d401f8d4765b,AreaEvaluaciónLlamadas,489403f876de4883b39896a171a30750
1193,cebf4dbbb4754966938ac195ef37fe2a,AreaEvaluaciónLlamadas,df264c4cf1714f1d8db6c30a6fad4514
1194,76264dbe10254793b4be757bcbfbf81f,AreaEvaluaciónLlamadas,4987a2cc773046519669d52720190e60
1195,5b04dab27e564ee081d80a97cb4ea54e,AreaEvaluaciónLlamadas,92b659652edf4ba6adbbd768ad61dbde
1196,732ea4dd25414f51b238a315a01b1e52,AreaEvaluaciónLlamadas,ba6e43e760214864a53be0898c988d61
1197,960fb05231a149e6ade3d435e58b3bb9,AreaEvaluaciónLlamadas,bcc424190af1470bb0508f1499844a8b
1198,e2cda115043a445781c47bcade21d8b9,AreaEvaluaciónLlamadas,4d6436f2f4b14b46821fbe386d02b898
1199,f269984c29b04ea5bac91869e6f9c1f3,AreaEvaluaciónLlamadas,e8b7064ce8274d2983eceb1816804013
1200,4bcc561693344d608d07312368fbc517,AreaDespachoEmergencias,feb16736722d40a58628d87bab6db542
1201,f45168e6d5074c8b925f30d8fbd28d5d,AreaEvaluaciónLlamadas,d55e12278e724c6dbaafd3abbdf61efc
1202,5fe5c640da5a4960ab1d68cdd50b049d,AreaEvaluaciónLlamadas,911dd9032a314109a9aa760382c2e21e
1203,335bfd30bfac460692bd2bfd83baadb5,AreaEvaluaciónLlamadas,b424b953f3cc45bcab73a191602fab36
1204,653b8b40b9c943f09b3a4d8fb6ee7741,AreaEvaluaciónLlamadas,6d4be0c395ed4c07909786d789367dc4
1205,9d5cb2a1a45f407da4d486149274a637,AreaEvaluaciónLlamadas,48a866c9339546499c90ec660eb56dfe
1206,02b851ffc06649ddb6b20d91a54d7075,AreaEvaluaciónLlamadas,ae6ca0ca96284b4db20d88488232fe51
1207,62eeb7a661d14373b4c0ed11d6aff5f2,AreaEvaluaciónLlamadas,96c83bf6ae154c56bae5fe4a73072db3
1208,341f82689b5c4e57be649baf29a28cd0,AreaEvaluaciónLlamadas,a93297132b0b48efbc4f6095ebd5d3c1
1209,caf8e69139034fa08f5a1cc5177f6250,AreaEvaluaciónLlamadas,7ee71640efbc4c698cb318e3029808ff
1210,059d13bc3c204c439ea804be26651a54,AreaEvaluaciónLlamadas,a6dd2d0d68704c5694e50ea823e80dd7
1211,a8a85a258f7d495f8fd10cb5b2b542f9,AreaEvaluaciónLlamadas,e6ab207f4d0c44efa68609c96d8e4818
1212,9888a618a7c04e1a918303e5f6c4036d,AreaDespachoEmergencias,e3717eac11d343b2a7ff14aa8a39954b
1213,02b33944bace4801915cbae03a1439d4,AreaEvaluaciónLlamadas,e75db4e491744fd0b0672e2ca5fc2a91
1214,688d8698574f4e66902f2647c9d436f5,AreaEvaluaciónLlamadas,eb0539ebc9f1401299bf08c1fc13cb80
1215,335cd30553824519b3bdf73b959af30d,AreaDespachoEmergencias,848ff23d7e4246b2927713391ac9b0ad
1216,7f82ad949ac14a86bf98cd8b453bdf8a,AreaEvaluaciónLlamadas,27f4b2c34e0b48b9b9674cf4cff057ee
1217,14f6dbf7307944b6aa77faf4c91248ea,AreaEvaluaciónLlamadas,f7b5333cfe8a42ab9228b7e43e2d20d6
1218,63bfd50d07a84b7da53bb30f8c0baad1,AreaEvaluaciónLlamadas,4099f9a12bce4254bdfbd074eb492ff7
1219,67157f7a8583494882b3dddfb519c9eb,AreaEvaluaciónLlamadas,85117f76afc14f2daf985940b987dc50
1220,ae9b55a4ea8a4a109e7d980c26746137,AreaEvaluaciónLlamadas,d631d63054eb4b14a449fa5bca2301f5
1221,b8c8570a3eee437c81b49a83cce9e9b2,AreaEvaluaciónLlamadas,d82972b038ef45f4a1e1fea07250039e
1222,19b01b6ed18444efb91e445c5dbf1ef0,AreaDespachoEmergencias,aba18bcdb2fc482c851ae56e8f2d79b2
1223,7f9ea8a831844d38b0ec82dc2a198804,AreaEvaluaciónLlamadas,374a75714ec945e0897702ef91d52236
1224,33754e0fa16941aea7cadfa82d9608c9,AreaEvaluaciónLlamadas,2c77f3ce799d4eeab09b989f8d115735
1225,88a429c1916240c5b864eb16e98cb5e4,AreaEvaluaciónLlamadas,67c630567f0446a59fe14d7ec110ca58
1226,00e517cd8abc4ba7921fa9b0ffd0a7d0,AreaEvaluaciónLlamadas,4d2988bc56354eac8bacd1030cf8f6ee
1227,a6a8dfd31005464799dcfa2fe2a065ed,AreaEvaluaciónLlamadas,b056d2e012024db2a049771edb4ab036
1228,4da6a7f37123431f9d8341103d83311d,AreaEvaluaciónLlamadas,a2a361d078f24ba0ba9060ccdf59edbf
1229,a028b8874d7a44e79a1e83abd0e0d3d1,AreaEvaluaciónLlamadas,55dd5da4434e44c097fb4afe966e2ba5
1230,923fb86a72684c4f9a98452de077577e,AreaDespachoEmergencias,62f3c051a1db43aba15eedaef7800115
1231,8b56e4828a1c447fbcd41a02dca568ab,AreaEvaluaciónLlamadas,35227efa01fa47b5a49bf774719af485
1232,f88b1218cd7c4b7a974e0b884cffea1d,AreaEvaluaciónLlamadas,456e28c310dd4f359b5ccfbed4f192e3
1233,51da6abbff6344c086ae4b8e165b5949,AreaEvaluaciónLlamadas,dac8324a1d9e4939b3ee4c233cc4767d
1234,6ea6f1adf7dd4eaf9634e63ba01f83b7,AreaEvaluaciónLlamadas,478121c7c11d49cf959477b8b75332bc
1235,85fae7dd2e754184987665a330a187e7,AreaEvaluaciónLlamadas,e85550aa4f8444b48256cbabc1871b85
1236,0a4ab09c2e564cdaa5d3a544c49ae271,AreaEvaluaciónLlamadas,6bf8b1851f304093ae7fba3df4113ee7
