,IDCanton,NombreCant,EstadoCant,IDProv
1158,ea1b7051d7894382884ed8b4b4f4b540,Quito,Activo,c52300fb3d4247fa9164d96be54d9cd9
1159,671f9b28de3d4a539aeee1b4af356dfe,Quito,Activo,9b214251205449f7a52277badcaf336c
1160,c756f7b0f80640ad843e198798ada6b4,Quito,Activo,399cca07bb4041179595f91bac1ebe3f
1161,63df49027e4c4767888c6f250f409095,Loja,Activo,6aa53341d64d498ab5928572eb0a0f2e
1162,f453e22a4ec14cefb5d901bed1a9a4c6,Loja,Inactivo,718a38ef3aad4622b04b51b7a8c2fbc6
1163,06aa547998004c3496996a6a98f4d15e,Quito,Inactivo,c4fc4fe9c9794b468bc3da6461806ef6
1164,fa9b78243fe44ec69a7eb4e0f0393389,Riobamba,Activo,b4643c9e6b8346d0bd36e4000aab3c74
1165,7c44f64927224143b7851c35d5883e83,Azogues,Activo,0f1f82bdc6bc4008999fc07b8af02ac5
1166,7d9103ee360b4dcb865033ac0383f1db,Esmeraldas,Inactivo,3ae8ef052d7b422fa7e376fe87b52c54
1167,ad1ce12f4b95468ab5b6b2c5ddc1dfac,Quito,Activo,93e2dae0421b4c91b919e27fa8607541
1168,1d82e171cc0f42c885846df10120ac5d,Riobamba,Activo,d50c4756289244eab33464e7a2ff126a
1169,9efb33183bef48b6997bf26e27e4fd74,Quito,Activo,630c497a50fd40ad987a4918ba49ff8c
1170,6c316dd1ca3d4704896f62b0b6cb895e,Quito,Activo,63d0d1edd5594c08b1ebf2572c305ba0
1171,6841d3bb2f8d4416af483bcfca37ca14,Guayaquil,Activo,e54e018ae9eb4af1802e4f75ecf27cdb
1172,bb1d36caf3b0475daf3072735b81260e,Loja,Inactivo,6826eb4d9e2c4a2292eb82bc46c74f9d
1173,8a61661efba74421808f7e57bf75c84e,Quito,Activo,f83835b9967a48798006ca4bb61755bd
1174,e16918cccd14411987a1b42778ef605a,Quito,Inactivo,e2e0fd9cc74a45cb868da60b6934d6c3
1175,fa5baac76a874294a41f17a9c40d7dec,Azogues,Inactivo,0eb44a59eac642d7bb8121485da02ecc
1176,6070bc95653b47568d4de42fca985922,Rumuñahui,Activo,2090a3eb37b94e28a64f83a3453bcde6
1177,1949cd966ec74c09a7e722cdcaf18c61,Azogues,Activo,a096a345cbda416d9fe48b3aaedc56ae
1178,b482356e50604ac89632cc390aa70a05,Quito,Inactivo,e1010bc80ac743849beec5b5f0ba153b
1179,71c2b11ba80d478d91c42f731f16e298,Quito,Activo,4d67c0a34b3b492c992c1e7735c07a5e
1180,c2732faa1701435c91fd88c3c9a3de53,Rumuñahui,Activo,2c3fa83d5d4e4b409845f44f3377f94c
1181,89df46e25ddb4190a53d775123e72891,Quito,Activo,3c8608ad6d1b43b68092faed750584fe
1182,2cffe5cd289f4f929f0c1e79da46b524,Quito,Activo,045696bc91b34d88941ea416552abff6
1183,8ed0f368eed342c8a0666e6f88c0c7c9,Riobamba,Activo,aff164a4f9ba4ff4bbc4b4500019a2ed
1184,163fc5e87bd0487384673e3d88dc0e3a,Quito,Activo,53b5161d8e6842b98e68eeaae9aa223f
1185,50b6d62bb0254b0eb9118bc6c2d07eaa,Azogues,Activo,f8fe3fd32c6b4cb2988140da014eb270
1186,d9c3b557ff49463e865802c02089c32e,Azogues,Inactivo,cab4a66067754a64a75e67fd375efa98
1187,258268871a8c499d941c5ffd3440f123,Guayaquil,Inactivo,4a27282121de4eed8eeceed495b4410c
1188,ac18ddfe5b244168a70c0206cec34731,Rumuñahui,Activo,0cfcc9fe37264ea18831f9614d64d368
1189,ebe8eeb383df4fefa2960b8b55dd72df,Rumuñahui,Inactivo,3f3ce62c2f544f53a7ca97b604bab2bb
1190,01764f54c8ff4ee1a8d94033ed5f7ebd,Latacunga,Inactivo,d852d5af17b44b769649fd354419b7bd
1191,57b895327b8541a6aec916a917e505d6,Guaranda,Activo,6f1963c5e2a24b82b2329f79e02294c1
1192,8000ec33689a47cfba2cb6f1045b0bb9,Quito,Activo,98a13b8c3f4c4fa5bad3f936e4d38fb4
1193,08565327e7284e4cb84c498f61aba6c3,Esmeraldas,Inactivo,177cb00f9ad44ff9b1692fd86c55c5f5
1194,ba2b090f5dec4ad186bf38c992a4a71a,Quito,Inactivo,a67d38410ef14e37a3c0b294ad0d01b3
1195,a215863a556c411e8a5a80227db0724d,Latacunga,Activo,42d6c7c9f89049028cfcad3696f4ea16
1196,e845ec2bfc144a37b8cf279085033514,Quito,Inactivo,0adc6e0569e549f4a87a0b1c8edde957
1197,d2445dad0bf742ffb23b5c7209a4ea0a,Latacunga,Activo,7f4afb1540234a7ba9d3998eeb612eb2
1198,5c549f0f1027469b972751f0248af743,Esmeraldas,Inactivo,f33fe1424c7d44b1adf5bd1c2e8017fa
1199,6c0ce58d699e43abb262563d2440198e,Quito,Inactivo,e1e67d4d53f94da8905b6b7a33f22fb3
1200,6548299e16334c68bbac21b09664b679,Guayaquil,Activo,0e3ec3295e62488ab86a1ad38f87daf6
1201,cf5e2aa384fd43669144c8ada64ea1c4,Chone,Activo,7e10c045f8d74c2c919bf00409c1d9a7
1202,3a985be661274d42b58135c3b55d2e1c,Loja,Activo,5496fef337f34e9595dcd0c03287cc0d
1203,e3aeb815fe724c65a7c4a9ffc755e5d8,Chone,Activo,f0d5ce57fd5045a9bfca6824be390097
1204,7d598ce57768433ebc9548ea1733765a,Quito,Activo,14ba1bc572ac4a27a8995e14ef49a1bf
1205,28731965a925480f80afd1a22736a823,Tulcan,Activo,f5cf5f0ed3df408e947f16d8b99043b5
1206,0ade428cc9624364be5676b3ae26a9ee,Quito,Activo,a3815ed63ca84ac99f16c1423169d194
1207,90f444f16f2b4c28aebe6c398409ec33,Rumuñahui,Activo,c15e981f4eea4da982150ed868a56071
1208,ac555955c1c147138e1c3300e16f0ea9,Quito,Activo,e6f2c73e93ed4a15bdca6195c49f1768
1209,2839e243e53b477a865205ef623c6a7c,Quito,Inactivo,f15b3843fdcf4078900fea035fdc44c7
1210,961aa8d2d5144357af289d8d2cb1f030,Tulcan,Activo,c060a16c997f473ea21e7b97c876ca23
1211,7709221595bf4c3b95841273c265aad0,Quito,Inactivo,b3e2d7998eec458e9da980be2698fc5e
1212,66199beb6ffa4b52b3b8938de9e25baf,Riobamba,Inactivo,4b5a46e79b874835894942bc56460a7b
1213,05007a62e815441a9eb102a8a90cbb8f,Azogues,Activo,967ca3d820534358966ced1d003ad426
1214,ae077af84e134320b8e907d73e4f3edd,Guaranda,Inactivo,c48c55988e0f445c9352121e0c12aafd
1215,1a07bde691e14e77a060d313756b2d62,Quito,Activo,848fdff1050d4f3ab999dc262ca2d47f
1216,75111de4a39d444d80a8e0a52c7ed8e6,Quito,Activo,d0259247a421499db6957f2d684926d1
1217,65615e6e73c9491f8ad32b372d1a94b6,Quito,Activo,2fcd160c2f9e4925b1394c7fb442b9e9
1218,4f8c55bba93f4f428d0ded884e58d81e,Riobamba,Inactivo,93593478ea7e4a6097f4853ef3e5cd8e
1219,e71549d18e4844b594b278608e20b94e,Tulcan,Activo,68028fc6caa24dd9a055b3a6823c3314
1220,b4fa743f41ae48f39b1cafa377080d6d,Latacunga,Activo,81590a2658a04da5ac5ea31eefc4f02a
1221,cc35cdbc51df40a7a9bfbb50512bba0b,Quito,Inactivo,78a521dceab24124a4c09f25c0c10cac
1222,9d138b102c5240abbaf08c0bec26b82c,Loja,Inactivo,dec873dfc1954ceb8d4da6a906e11dd2
1223,4275b8071fdb42ac930612e68cce977b,Quito,Activo,b34ae7df5a164334ba8769afc864ffe7
1224,7ad966a5d3ca42c691d08dba553568b1,Rumuñahui,Activo,ae15510fc02449559ffa6ac8e4c8b797
1225,b9971882123b4398a4d7be02e484b5da,Quito,Activo,11e25a850ec946c995e10ca8bff82e99
1226,89960a8676224d81a329a698d337a0c2,Esmeraldas,Activo,d3f8053d02884b72b76a1e941633079b
1227,31ae3f2347d84a02a3289ca7c6b2021b,Loja,Activo,e4164445da2f436ea6ea5a61c3e00702
1228,e204f0803cbe47c1a45d2bd4c58c14b4,Rumuñahui,Inactivo,ce1bdf5c6dc34619a47b00274e47099f
1229,9fcc91bddea54fd18d0b602b0df346f4,Guayaquil,Activo,3d0ce11bf09a48f3bbc6935c596dfe78
1230,253bc557a3f440b2b6f10bef36a077ec,Quito,Activo,ccc5561308a74dc58d7b096a79c185c3
1231,a75755d8f30444be8041c9cfc1248a64,Quito,Activo,f5e806b4d63846a9af7d4518d4f4a101
1232,92ea53f8c59b4907ab35b85a2a72af80,Quito,Activo,81d484c338dd44e98ef3d0ece84b4d47
1233,30973b58ebc1422bbb1cf2b9c7236200,Quito,Activo,54d4ebfb09344b10b12befa7974c6d6a
1234,3bd5721c69e048ea9936c84d95625a64,Esmeraldas,Activo,a272c07fb2924ae7b2fb0dff96b4d58e
1235,a414a2e0f6884a9abd6e0790645bd808,Riobamba,Inactivo,21a110b242d14b0dbe89c26e07a13d18
1236,5275fdbf49174ffcad711acc1bdc1f2d,Loja,Activo,da04189dda104a2c8d05f8c389d42f65
1237,cbffc4cd1fe04f8093f5f5d3db4d0758,Rumuñahui,Activo,e039e7764da749b8926368b7c65df27b
1238,689f07c0c8a64f60b2e59c79a208be40,Quito,Activo,08f72af0965b45249e9f7441e6494433
1239,83a33596bbf74f708143900f20952b7f,Cuenca,Inactivo,143e2625889b44019bdc56e7d128b61b
1240,ba2d80f0edab43e1a6597908b09a8e45,Latacunga,Inactivo,4612da83515f4109863e4b54122aa501
1241,95b04d38cb074ae3acfb76c629b986db,Quito,Inactivo,46b8a1954ce24896b26d2f3e16f7395e
1242,54a3ba17271f4082844c9a18d4e30932,Guaranda,Inactivo,26c9c06e7d25461aa53d0b32d31639b9
1243,fe398d9eb6114ee28fc9ada0438b5c4b,Chone,Activo,d8c6d2945d5941a7aa318906fb875d34
1244,ff1f949feb024f8ebc555a4c4f229ae1,Quito,Activo,901031461f2945d391d2cbb6ca39aa77
1245,6f1ce2423ec94530aac9e5df022420f2,Rumuñahui,Inactivo,e35b3360f85e4b578c8f7822543e122c
1246,57485cd100cc4a969522b6c092b0475c,Azogues,Inactivo,aefb4e0482824878aa2f2ab8109bf974
1247,2a50be6dbcc548478d28e1529daf917b,Tulcan,Inactivo,882d2ea163a349b888afae9b97b892a0
1248,3aa35d68adb64971a8e59d94aae4c59c,Chone,Inactivo,d72b954aa0c14f4bb449bab49d674267
1249,2dfaecbbd5dc4523a83303abd19264d3,Rumuñahui,Activo,5aa696d164424bb2b235eb3f58c1df70
1250,5f0371493b0f40b999b51288f9c214e6,Azogues,Activo,617779e58bc149d5be99520f6ef8ee2e
1251,2f2968e8682f428a9f2b6ba0dab5a5b0,Quito,Activo,90fe45c9fafb45acb7056452c2ec205d
1252,95384a9af4f84133a974907bc8e669ab,Guayaquil,Activo,334c512cfd0b4a29a23616b3dcfd5189
1253,0ab9d8a41f7046d59c5575a3f0e6cdff,Latacunga,Activo,9809f0741e5149f09b66326008a158df
1254,4aaa1023a4d34d4795fd7807dc51ed65,Cuenca,Activo,c3f8a34291014ff69fb26a78ab97811b
1255,ffed69ae948a4ec186cd844b4cd2dad7,Latacunga,Inactivo,5198e7639fdf43d1bb306b451460799b
1256,3fbd8019f5e045d8916aeb562232fc62,Quito,Activo,0b7f750a64304c5b907801ef34a69ac4
1257,06b68a436a1949b0bc53d9d4dc800f40,Quito,Activo,784b33ff8d504f51b3df3f668977efbf
1258,d94471b1d7a444a2b1f349c7d2133483,Esmeraldas,Activo,be1eac6e710b4148969132be6d98e126
1259,d460c35c172f4476be14ead54335c851,Tulcan,Activo,d0af6b11854249ef83e23d1d2fadfbad
1260,4fb07c86a7d548b2b6ab86974ce48702,Guayaquil,Activo,1d577517f4344e98997705b37820bc65
1261,59596ddca8de40ec9d641d733d8cb2db,Quito,Activo,ec4137c9e84d429d9e6300f25911096c
1262,47dbba7d2f0a47c7bb8eec2760db2a55,Azogues,Inactivo,0809ce3dd0c04be08f5c4940f550fed6
1263,6e4bfe813fd74d2db5afc5de44f87557,Guayaquil,Activo,ce2076e24ef9493da2142dd3bf8918ad
1264,854a76b845f5489295f859a8fe71b0e6,Quito,Activo,00d205153172437eac9a8e8b5867fadb
1265,cb10a26061164f0a883ee966672fd05b,Latacunga,Inactivo,aa02f2667d104f6c99f04c4ac1876be8
1266,5a1b8309c8084ab3b31823ecd6555dc6,Quito,Inactivo,14e8149ec6df4a58b24d0748aaaa0c00
1267,31f1d83afc1441d289dfe9d22dae2410,Guaranda,Activo,af60d5d3ef2f45ffaf2bf45e80e422d6
1268,2ba96b1f8ce7449581d03d032d5ea24b,Guayaquil,Inactivo,25c6196c85f84511bd727a1141ca8ec5
1269,8e46efd5ec414918bb84329afa1bf6c3,Guaranda,Activo,49555ae239544a6f970617c690d551d6
1270,776a2f31e5ff43928759c5169569547d,Rumuñahui,Inactivo,b19bc3d1cc254d90ba96fb51799531c8
1271,8179bfa00314451aaa59677750b6b47b,Esmeraldas,Inactivo,b77acbd8d7a248f09f66dc9859af1405
1272,e33d4dddca314686b3e8ab9e2472996b,Guayaquil,Inactivo,8734dcdfa33143748ddaba044c9b7016
1273,2aa8290bd1db4b12bda190126e5ba8cb,Cuenca,Activo,e20d55fe30cd48928a6661c98852de2a
1274,e487745bf95b42faba166c46f5086df9,Tulcan,Activo,6541f44ca0304c3ca5e9035a07b78c39
1275,33e242e14e224d7cbad492b8ed2d40d3,Latacunga,Inactivo,5a63d793c94f45b3a3932896d223f128
1276,65113e0bd0c44f8f829bd80111912019,Quito,Activo,53ada9118f634107a773d30676d9494a
1277,2e4ddf82f97344e4b1d27a5a4deb8114,Chone,Activo,4e8b946a6ba4437b99f912c0fd3273a4
1278,7b0fd80bf7c94cc380acd51583e6ee79,Rumuñahui,Activo,9cdd7c591cfb478db14de13dde25fc16
1279,8f20db3a02684820a6f500b003078276,Cuenca,Activo,5a1d85d5b5574ac7972028e74285f67f
1280,0530c34ad883400cb1c06d15810e578d,Guayaquil,Activo,a1ce1652ead64bb88a31aa0bccebccf8
1281,fc884b75cfc1411aad5c651269823777,Rumuñahui,Activo,02327b6140ba47fa9b07af31909ee939
1282,051de8712c824fb7854fc5112ba9e963,Rumuñahui,Activo,8954469f6090481f996e77bdb05f4390
1283,690db48dc669441eb63df93a4d7b03af,Chone,Activo,139026c0760c462995a2b00cf1c25af2
1284,694d30419b0a46a588b5b002a74c2ad4,Loja,Activo,f607dcfa62524d6d99a401cf4d858d70
1285,8e07c7a7444f443db6a396f951df61b7,Guaranda,Activo,81554c7ab5c942ea8602c0809b850628
1286,dfa92d19505c4bc79cef499070094854,Cuenca,Inactivo,01a0f6059d514b4988520ad15e799dff
1287,83bf021d742a48fa828eda8d775b5a4e,Riobamba,Inactivo,acf7cb14f0d748e2aacf44a82abc890d
1288,45d07d7ddc93490cb2d8e7ce3e67518e,Rumuñahui,Inactivo,2b2da5891d454a71aaca437f9f4c45c1
1289,5a0688ec92294be0982c13bb58914343,Quito,Activo,682d024b23bf46eba22accfaf66ad08c
1290,3d33427910e64da68f8070180d3dddad,Rumuñahui,Inactivo,a77cd80dd78e4a288c2ada3f238a668b
1291,a3d8bb7171ca448895733a8aa696b8f2,Chone,Activo,c854e7fdd5f244ceb813f6e103066f12
1292,5fe299cb681e4980b68ef60ab2426a62,Quito,Inactivo,b8342cf841fe4dada0a6dd9b68888664
1293,962adbd58ffd467a84946bb4f8ba55e8,Cuenca,Inactivo,1bac7ed2c5e444cc84d6c54b7d830f5c
1294,3bf3b0cf665547bd91a3dd87a7ccb03f,Chone,Activo,2fa8ddc0eebb45ff9aa84cd80b8e2394
1295,1000b32c069e49038a9e4432ce7e1ba1,Rumuñahui,Activo,46763845351942748cb5b1e72a5f3825
1296,2912649b334f4969b4a4d0c91079cf66,Quito,Inactivo,594b35d2eca642998467f61a0390a168
1297,07ea0954fe6f456e8cff5dba2d751b7b,Guayaquil,Activo,c891469ffae54027b65224ca26a76e71
1298,d712ab9ffe9d4c25850d564fd6ec9503,Latacunga,Activo,ea3bef28350643758b636747f12638e7
1299,4ef3e0c551a04e38abca80d3901bba38,Loja,Inactivo,b448c513f3184fddafd09549f04eac51
1300,e8e4faf2f43c4df6930fdabe33426bbd,Esmeraldas,Activo,d3f00d80cb9d46869346061f59fff627
1301,cf4cbcb7b4254e7ba29cc48e39595382,Quito,Activo,6698abbb10e24f2a86b1e02876087798
1302,0a0470ab19d3467a840b767727165f31,Guayaquil,Activo,bd9d41329d1f43d1b6656eac926e1e84
1303,de08ad7850d94aa2901ac5448fec0236,Azogues,Activo,13ba1d601a6440b8be2f8eff90f1f440
1304,a012452de0614a1783f8091436642250,Latacunga,Activo,3a467397742347179ff0714fc7b85973
1305,9ce8ea785ea04739a396288c15c0c2ff,Tulcan,Activo,d547e9818eca402fadfea4ae61c26c58
1306,d45cedd452f643248194df328672cbe8,Latacunga,Inactivo,9ed9a550d01e4a8cbf2e9abf6cbe65cd
1307,5161b88d62b741abbfcf7e08d41e31ca,Rumuñahui,Inactivo,887c485f2e6742d186030057e58a7804
1308,5c98e2ce553a42ddabd92b48692590f6,Riobamba,Activo,30e1bb4402844f87bd29f559723fc544
1309,5a04483c2f9b4649839a421a6358d36e,Quito,Activo,045f277941c44987b95ca417b5c22d1a
1310,9b8c7dc15e7e46ac89bad5a51a62c2dc,Riobamba,Activo,7c28cf6aa76f490b950a0dcbad50ff0b
1311,17974859a1114b7fa297bff35e7c7fce,Quito,Inactivo,c7993aa428c24ab5bd9e78e1e4093a89
1312,b5ec62cc78f04b229e10eef3459427c5,Rumuñahui,Inactivo,06442eaadb7d4fc69684980c1d53abe5
1313,410db0e3ab9740ed81110e53ed34268e,Tulcan,Activo,5ab94a45d0144112a9269b7e7868c570
1314,ca8542dbbfda4ddb937bae56c76046bb,Guaranda,Activo,a728b682536e4563918beafb5dec1b82
1315,c2adc22411b34e63850e358f229ee656,Loja,Activo,82f6f2977bf84a65bfa00ea1ff6e7bf2
1316,91c0b45869784903a02835f60c4bee9a,Quito,Inactivo,8fff2817b22845598de087feb6c08c35
1317,6da363210a5c45649c13b7e9a7bde79e,Quito,Activo,69484c6b1f1d433ea7d26157c7a2506c
1318,daa6018906754857bc13b494cd82026d,Guaranda,Inactivo,fdd53dc04efb42e89ca9462e8599a528
1319,85b4ed1b0b064db3b0f8928a75944743,Tulcan,Activo,f3e71e7a25cd4478874ee8c8f22e22c1
1320,3ee262b55fa04f27be46ea1df515a54b,Guaranda,Activo,d27a6a1a84744cde984349bdb7104f96
1321,05683209fa2e45e5877c82772c18e21e,Chone,Activo,7f0f73b30cce46a9b86d87c3153c02f6
1322,37302b8dd3bc459e81082a2e75f07530,Azogues,Activo,e732afa3f52d46808307df30b5ac1ba5
1323,2570988ddfcb43bb801fdb2bb792bbbd,Tulcan,Activo,aa1437fa4f8349f6a8f1c1949dba1ca0
1324,cf56f7f8403e4ade87ba77fafff941a0,Loja,Activo,051c986763674b1eacc82510dcae6746
1325,21a107521bfa47f594aa723d51070d4b,Azogues,Activo,61cdb10f93394a68a363c7888f561e97
1326,63e60a04a5d544de9b0efdba540640d6,Quito,Activo,95c641f7755f4599bcafe94198535979
1327,9b1fdcf0a9e64f18a99cc4610ed3c605,Quito,Activo,7ffc51ba119147c2812cf0f8da00a140
1328,96ed7c4b58044440b64d159aec407816,Quito,Activo,eba11ac6fa064b74b4ba50d05fe4b2e3
1329,33456d2b4bcb4b66aaaae011b20880b9,Latacunga,Activo,94d5c38a386241e0ad5d61fa2b4f8954
1330,7a124eadd2d546319be6fdc5045e50a5,Tulcan,Inactivo,b98845dcee7c40c894b7fdc22fc0c6aa
1331,12ac8abd6aa84482a09adaffdf132978,Cuenca,Inactivo,19a77880b31d463dbe7ca65e3ad8ff97
1332,cbc27a6064d24159bd60c0fba1b4b94c,Rumuñahui,Activo,2654202ee3474d5480c1a0c59d8b5547
1333,0523de436fd24ff6840a537e638d5098,Quito,Inactivo,a11e1ea37b594f9b8a7733b497a701dc
1334,6d516673f5254139ab9e6b3aecbd92ac,Chone,Activo,9680d1466dfc41f4abdac5f125c60c10
1335,8c7066201ac74f7aba7a379ecf5ac208,Tulcan,Activo,4104396a91364f1aa02e463d34b7e38e
1336,5dab675f61e74b76bd213aab4f623a21,Latacunga,Activo,2590ad4b669741509992b7fa59999e77
1337,efa7382060f44a279ca4436f2a4246dd,Esmeraldas,Inactivo,185b88bdbf564a4cbbafa8322d9f819b
1338,9969a0fa54cf4c84bc325baa6871f691,Quito,Activo,d0ed13fc1d0b4084b4b4b0de8f081d49
1339,b728ebf8a62f4badbf19d9318199280e,Guayaquil,Activo,cdaa28a1c9f54913b11868a942d726a0
1340,412283ed39494f47b7f2b270566a02dc,Chone,Activo,f0e6afe869fb4681b941d7d4a146f69d
1341,b55ff064c2d34f41b7cfbf2f7eb3c044,Quito,Activo,d2dd6926043d4d88b76fd59bc0afb9cb
1342,8e7e55d1ac5d4c3cb27bf01ddd295976,Esmeraldas,Inactivo,7f711694938a42b9b6c2a72045050dd5
1343,250cf77d2547425e9cd385cb80890e89,Esmeraldas,Activo,6dc51547b52d46079451408ca302add7
1344,87f00b1bd1ef44988d45474888774c54,Latacunga,Inactivo,7647473db8b74c5a995c85641d8db515
1345,59909e02c33f479dbf65f631bf9a5464,Quito,Inactivo,f719a68996f44451a2b5aac59beaa102
1346,8238bad1f2c04046ac3f229a5fd3135a,Rumuñahui,Activo,2651f2d46c894f5297d6bdb5ac769f5d
1347,6aee55e66f9341aeb5ff88e8f2a674df,Guayaquil,Inactivo,19138f815d4b4fb0a33fc1d8889fa0d6
1348,77b149b08a6546f188bb829ed09a99c0,Quito,Activo,8a9d09fe22834e6fb6366f3d2f296db9
1349,5d3ae42aa20f432b8dc8d6f02eaaaa1e,Quito,Activo,e515a6bbeec04efa8f74abe1974fc310
1350,b82708f2f9c1453b8587ae247a57fd9a,Quito,Activo,5d8c2abc2dde44d691ab93f36ece45b7
1351,1c83bbe03a0c4460bc7e368781b777ad,Riobamba,Activo,ff5e441a4e3c459582f2bd04477fdda8
1352,e4751f27ea024ce2a63577b18d2b9d1a,Loja,Activo,50eb929ade6644b5a6b338490aac5bc7
1353,5fdfc90aea1f4479847558cce506b078,Quito,Activo,31860e6ba11c452c8ea58f4c00de99dc
1354,b5d5dfd237fb4979a55fc3379da6417c,Esmeraldas,Inactivo,96b87de6560d4cb8bfb63ae1b1fd7d79
1355,beda334231b442cb9106e52775f8a0fa,Rumuñahui,Activo,6765f88945e34193b99d280624d8be2a
1356,f9279d089215493aa8242c213fe225bf,Quito,Inactivo,d8418f71d22f44eebdfc56dd07fe146c
1357,778eb31bfdb04ff5afc56f8f86d83dec,Quito,Activo,2fc525d2850445d7a7ecdde50508b0ca
1358,41b3828a9933498696a5b8d94bbb16ae,Esmeraldas,Inactivo,04ec4686167f475b8fbc007c322eb459
1359,5ca84c5767494b9a805881bf722371f9,Riobamba,Inactivo,33d679e3064e4d32b862d1cc4b1d042b
1360,abb5af3240f249daa4637c3f7a68404b,Loja,Activo,d56934ba4edd4d9b8a44cfaf52dc5331
1361,0db000d7c09c4322933e53141337f9fa,Rumuñahui,Inactivo,37b13611260142a7a8ac9a18fab544b2
1362,d05bffcf703e4aa78b063ecb572c1506,Quito,Activo,05da9e445ef349fdb7f022a3e61429ec
1363,91ad64d238244e54a53e7dfe25e6640f,Quito,Activo,6b90b445c8e64fd6bfad0f0af2540fc0
1364,777d283fe3d342098a5eac899c7a2950,Quito,Inactivo,f50ef1ca18f04bd981d7fbe9014d5c94
1365,a43b159f23814961a5c7f436988bb5d5,Loja,Activo,e0dadc5751c5423c9387950493ecbded
1366,324ea3dded774209b9b2d0bfccf1907b,Rumuñahui,Activo,84ccb96ff81f4c2d908faeb2d12900f6
1367,177add97bcce4e36ac95bf5beffdfd65,Guaranda,Activo,35dd2a2e186e4620bf2c763038a12ef5
1368,abee38bb8c26404884595ceb08ccdd7f,Azogues,Activo,d4b5a9fc81d1449b9185adb783e1e7fd
1369,e5bed877966b45f9bacd7de3b4509972,Quito,Activo,5bd466fef7ee44f3b1115c341c9f7d33
1370,786bd71d64334bd4903e895905342375,Loja,Activo,0ce23f0575e84493ae2360e445326f55
1371,3f11891b5b074a95a8acce8f9b931e8c,Quito,Inactivo,ba64400135244170b3a06879c5d2b871
1372,db0a807a49da494887a1e9349ae6935b,Cuenca,Activo,98c0aed730ae46a89be5fe92aa36e435
1373,f7dd123e27dd4bcb80a77facd99b8628,Cuenca,Activo,664301e22ee64c0db204da32daaac017
1374,c0e063fdc4d840a7b0eb1af2e999b817,Rumuñahui,Activo,844cf4c052c7477e8333c2298e0d0fc8
1375,62a7c041183f4994b4d07317e247bd18,Tulcan,Inactivo,a95cecae5142434bae268f29fb306f78
1376,071e363071fb4d8d8330c15fc20bd7ed,Latacunga,Inactivo,9ed2e3d3e44d426fa4e240b0b0fb4e9d
1377,1d965633aa9144af90d3666b3964398b,Azogues,Inactivo,4f4ae64dbe924752acd07cb5bcd6596a
1378,ecc397e5ed9f497a80b122a2441a55e0,Latacunga,Inactivo,debb3edfe3b0413a835e550bf193dd87
1379,2cdf770ef43541e1bb5722845d39ddce,Loja,Activo,7f124bbe93814cc3a6304116309ea86f
1380,1d771050171b4a8d9ae1865f3c40175f,Riobamba,Activo,f318ec1b3a22433f9b6f767653a404e8
1381,c53ba56e85744257946da649291f9242,Chone,Inactivo,3f0c182b0dc24d13a311f24155e040a2
1382,a5b39c72bedd40d59f082384d6533e11,Rumuñahui,Inactivo,7b5dc56c817b4b39a3c8fe18662e7607
1383,9cfbb8b190d34e5ab2767a1cedce4804,Quito,Activo,9cd1a5b4863e403cbc9f1377e516bf3b
1384,3640715f1c9942988273235360e48a60,Loja,Inactivo,31dcc08cbd804e5aa0cec72b4dea34f1
1385,265d693821d740a9817d9d73b44de3a1,Cuenca,Activo,aea820ee628544068bab5a9514f7619f
1386,27af82e0e63c45e590a82250d0959d6e,Loja,Inactivo,cc73dcc56d1b47b99aa954ec8fbce883
1387,c985cf014e2441aaac4501f9314b422f,Quito,Activo,d800f8f760c24847afd29993cdb15b39
1388,2171cafce5c44d08af49f1e13b3ae3e1,Rumuñahui,Activo,71eee79be0694130b1fc633a485f8391
1389,ddbc0cf5693849c3bf7974f2605527c8,Guayaquil,Inactivo,2d62da848738464e80b508f8783fb3d1
1390,27407b1b26fc4b9f8330b4a867faf22c,Azogues,Activo,67003d9bb8734388872fbb86a1b4b782
1391,3701eb4176984dd8a32181e37e778bf8,Quito,Activo,58957c69b81d4d5a8288dfdb01df5d67
1392,11266dd23c0548dc86d0263e429ffec1,Guaranda,Inactivo,dd57132f546a4872a615456ae4300e99
1393,2a278152034041848f34b9b1d6ffff99,Loja,Activo,76c9dd010a26400f9d34328554abe283
1394,7263c034879b46ad9ea9c0fb448b3439,Rumuñahui,Activo,e074b19bc23a45e3aeebdc9f2a9fda0e
1395,02747f385533463e9979babf334a9548,Chone,Inactivo,6d4c4420ede640918fe94b143ef86251
1396,ec4c3838e63c4529bf39bb6541e9df0d,Rumuñahui,Activo,fee1243ec7af40b298328e976d167eb9
1397,e233cf9007ca42cab0636b402ed1481b,Riobamba,Inactivo,aeb7f485166a4b5fb179727de6b1f823
1398,927d60e67946406598a27259897c89d7,Cuenca,Inactivo,51bbea1fc5214124aa485797847f231b
1399,7f416329620846c28a338bbba16d4461,Quito,Inactivo,297358667d194158aa151827ee49207c
1400,152b45e6e4734721b2004b86e485360a,Quito,Inactivo,c24e2c9ea7fa403aa33163bfdf9dbee7
1401,60d34b78a43b4839bc1a29089f420fcb,Azogues,Inactivo,4f4c843eedeb42e495d7d70145ee847b
1402,4a21d2d558eb48939915ce407f04f1d7,Quito,Inactivo,0aab79bd35eb43fcb30be32fdc4c29a4
