,IDProv,NombreProv,EstadoProv
985,d07439c5ba944a9ba142ae9f0001c012,Bolivar,Activo
986,df58661ea3bf43999ab9a03f3c1dd4e0,Carchi,Activo
987,ebedf6a7e4fb4c5eb88b2126b90e72a9,Pichincha,Activo
988,b94d739163bd4c578c2db6abb86be7fa,Chimborazo,Activo
989,9d1cd4ca473f4d6d858d0d19fd0eb816,Bolivar,Inactivo
990,732d63292ce6452f9330bfc55813933b,Pichincha,Inactivo
991,acf8cc007caa4634a87b61533348ceb4,Bolivar,Inactivo
992,17813e334f2947328f24c9bb5a7d5031,Loja,Inactivo
993,7c0df617b822447ba079788060921198,Azuay,Inactivo
994,c8e7cd7bce3446e8aae002782177f18c,Cañar,Inactivo
995,fc1f070daa394b46ae6b2d95568d820b,Cañar,Activo
996,4c74ea0738384890a65a5be9671ec0b2,Manabi,Inactivo
997,880c39422d794eaba6c4260434b0f569,Carchi,Inactivo
998,9a6881a0bdbe4334a621d6294294a0fe,Pichincha,Activo
999,f3b84996cd4a43068f5cb65380351169,Loja,Inactivo
1000,9a644279c6d04e7790370f79dd175857,Guayas,Inactivo
1001,4b7e93f3ca48460e809c5835168d5a92,Esmeraldas,Inactivo
1002,3c05273ac27046918327487a1d9d9ed1,Galapagos,Inactivo
1003,6abe447b18e54fd8b3699e5a46ce85a5,Cañar,Inactivo
1004,aecc7ff2b3784da69fd25504029a6ef9,Chimborazo,Inactivo
1005,8b7aa472a75848da9e480ff180cb446a,Cotopaxi,Inactivo
1006,1a7230b797f348189af1761deafeea60,Galapagos,Inactivo
1007,1d9a1f57be1f4b8b912da17de6afe368,Esmeraldas,Inactivo
1008,886791d2f6c34d35be9b87750a33303a,Galapagos,Activo
1009,509ab3f391bf48daa68ebce6ab3e9181,Chimborazo,Inactivo
1010,30c35a0408bf4abc846cc74f2e4cc623,Cotopaxi,Activo
1011,1e53670e2f4e47ef82a49dc5c332106d,Pichincha,Activo
1012,8fa84a46d0e94766934e0bf8ae224aad,Carchi,Activo
1013,bf1d11f5fe8243a6802445217b69525d,Manabi,Activo
1014,3cd5f0a3bb0947bd95ffaf3b8d4b3de5,Manabi,Activo
1015,cb249e609524474083d8ad74b321fc8e,Pichincha,Inactivo
1016,bd0db82878c2430b8cba01fb50deaebf,Loja,Activo
1017,9630adf1ea064026b7871db8608a2dd4,Loja,Inactivo
1018,9565fcd8eff34360a19eb2b631a357dc,Galapagos,Activo
1019,37b1f9ce9c9c4d4cbacc45f4a92cd469,Cotopaxi,Activo
1020,8180c108a1864956aa6320a8fcc48701,Esmeraldas,Activo
1021,0e27a2232caf4fab87ac8c8eb2f13087,Loja,Inactivo
1022,0b9dcc0cfe0748c08160d62099cb51f8,Esmeraldas,Inactivo
1023,f0cd3f67a986462893365c7260a6441a,Bolivar,Activo
1024,506cf64f48724db591ebc77688f5f288,Pichincha,Inactivo
1025,b2eaf70431ba45728cf58b7daae8b238,Guayas,Activo
1026,fed5f6b581de4eb6b46df13aee6c96ea,Galapagos,Activo
1027,d9e392ebc2544312bbb7b6b1a372aa28,Loja,Activo
1028,9f6892e9a12645dd8680da29c6c9d784,Galapagos,Inactivo
1029,ad5ae3d58aa448ef95ff09e06835b473,Carchi,Inactivo
1030,57913032af1d415a9b2158ba3c1d7975,Cañar,Inactivo
1031,d7109e1a14a6424b95c925b29ad9b504,Cotopaxi,Activo
1032,4e66ba5587334170a9ebf4749e908bc4,Manabi,Activo
1033,44279b4a2a5a4ff987e2bf00a29cde40,Loja,Activo
1034,3cabfe9dfa974afab726dfda4469be0e,Azuay,Activo
1035,93322c7064e843bd828c08b4a1796c0a,Bolivar,Inactivo
1036,f2d447564d424d168df150bf368c7901,Azuay,Activo
1037,f98c5d23dc174ed5aeb2e7bd782a4a74,Chimborazo,Activo
1038,fda80035b27341a19bc8b7136e9c4985,Pichincha,Inactivo
1039,1a09ad43f9ad4176af73b9975235c937,Chimborazo,Inactivo
1040,daa148ad088e4bc4a7a664d959b8727f,Cañar,Activo
1041,f36cde2355634517a7a5ca7242ab68c7,Loja,Activo
1042,07f02c943db84f13845d86e16fd27cd1,Pichincha,Inactivo
1043,8b834a2fc3a648b2afe8e4c79663491a,Loja,Activo
1044,bcd863c65fbf419f94132d1b26267ece,Pichincha,Inactivo
1045,7afbcce18f9b48d8844732402975a27c,Galapagos,Inactivo
1046,348ea6c8f8cc48a7a446797f38f16e60,Manabi,Inactivo
1047,817a890216f546048053576e974fde28,Pichincha,Inactivo
1048,2997a76dff8349ceb37a8d859ebc1bc1,Cañar,Activo
1049,d27edc2b3cbb43aabeb69e6623b58f2a,Galapagos,Activo
1050,9c7ce9ed598249af84bb2c7a1384a943,Bolivar,Activo
1051,2995376dc80140978c9fe498e09bc014,Bolivar,Inactivo
1052,1f44318b816a463fb46a5a32f8b17f01,Galapagos,Inactivo
1053,7f1eeae674b34dac898abfd142fc22e9,Azuay,Inactivo
1054,36b8e403bf5246fcaaf2aa8688ceb6da,Galapagos,Activo
1055,1564efe4a9364920acda6aee2311def2,Cañar,Inactivo
1056,3ca0013beb6b48de9b2442569c717438,Guayas,Inactivo
1057,2c65d2672d4649a786c268f57d2495ef,Carchi,Inactivo
1058,dcfee853cc664ab9a272ab8a82f16076,Bolivar,Activo
1059,466e8de75dbe4dfeae91dc6f3f397096,Pichincha,Inactivo
1060,93667f5ce7674dfa8f51ce74609ad6c1,Chimborazo,Inactivo
1061,e5fcc7a74ffb4a909aa5f4d5f9eb1a68,Manabi,Inactivo
1062,829366915aee4397ab462fb60e100bb1,Galapagos,Inactivo
1063,1ff4af40808842d3a1e23c73fb79c85f,Carchi,Activo
1064,39fe5aa56f9c442b97663bb9d07aa5b5,Carchi,Inactivo
1065,d1a87ad9c3cb4a9b8140ca5ae2a9708a,Cotopaxi,Inactivo
1066,520c5331742d4550a49146f008c00acf,Bolivar,Inactivo
1067,10051a8280fd44268632e65ccd08dd53,Guayas,Activo
1068,a3a417263a74457b8b21137ac73c35ee,Chimborazo,Activo
1069,ec13bdf0f6fe42578c28028c144a2904,Manabi,Inactivo
1070,5a1187564d0a4d7aae1b0c8c93d9a39c,Guayas,Activo
1071,e440f003f8df4f7c82e00438d1bd9b44,Guayas,Inactivo
1072,e6b938bdfccb4a78b83d7c2ba046f6b2,Chimborazo,Activo
1073,d7b3829231c94e91a72f70dda9738a05,Esmeraldas,Inactivo
1074,c5a1969ee63f4142a6b3bdb9022b40cd,Carchi,Inactivo
1075,3be5ae30199845db832585d356d08a1a,Cañar,Inactivo
1076,e2302789c2c64e39b217a6c724ef42ac,Pichincha,Inactivo
1077,f84d79b7e3d042658becb1536656e3f5,Azuay,Inactivo
1078,0c8ade7e072d4d0786bea14552b3f5d8,Manabi,Activo
1079,6777300c21fc4c84aa6a24301bada722,Esmeraldas,Inactivo
1080,a1a3700733884e7fbe5c98d664da422e,Bolivar,Activo
1081,3458096a8895496f814dab62d5f6748f,Esmeraldas,Inactivo
1082,f7f44b754c5c4759aec3b3d6eb809e1a,Guayas,Activo
1083,5050b3ede8c14339855501c19518508d,Manabi,Activo
1084,9c86952ecf824e9daa47e452ee4e8b2b,Chimborazo,Activo
1085,02b2b8edc3314432a95f107d28493491,Carchi,Inactivo
1086,4a5d630a921d4b1497c27577e26383e1,Azuay,Activo
1087,3c509647353f4a5b9248c632d9ad87a8,Carchi,Inactivo
1088,e8554fa9070e40ee9591fc78a51df574,Bolivar,Activo
1089,44936a9b9a1b4b5b82fcc811e5c11d77,Galapagos,Activo
1090,5646360c4ec341c3a83dc817d0238429,Esmeraldas,Activo
1091,a758e955185e49df8e3d28934e799aa3,Pichincha,Inactivo
1092,0a8112da190e4917b6d9b2e3429934b7,Cañar,Inactivo
1093,44d7b9642bb94ccc846df4a8d585927d,Manabi,Activo
1094,6fd7686741f84eee8c93a67a689974bb,Galapagos,Inactivo
1095,53ef639a340e433289d48fb5157641c8,Chimborazo,Activo
1096,78d3aa1862ad4af3999f6c2553eda0db,Loja,Activo
1097,c19c6a044b41481ab1696d7c58a162a1,Loja,Inactivo
1098,5061e5f72dfe4dfd9346f1e3bd47d3d4,Cotopaxi,Inactivo
1099,086e55925f6d4380a343d88d66571cf6,Azuay,Inactivo
1100,67e1e441eb794236bd4a657bcbb6cb18,Guayas,Activo
1101,b9db0e81d0284253a9da222766a2a556,Cañar,Inactivo
1102,0952f843a057452a968adae3f3af7f1c,Manabi,Inactivo
1103,f9fcfdd40a104870b0a8a3fb42bffe4a,Bolivar,Activo
1104,916f7f017ebe44a4abca1f89657d3c47,Chimborazo,Inactivo
1105,f4a0d4c2405d4fdeaa7784af2e1cb3f6,Cañar,Activo
1106,1579789298ee49cc81c06af1be9d4307,Loja,Activo
1107,475e4bc7d18740a799b47fc6c293d574,Cotopaxi,Activo
1108,dde16c7a4b7641b6b27c90f767cd1f3f,Loja,Inactivo
1109,45e482f454bb44289a0d55316e52e21d,Manabi,Activo
1110,6444a156735341369a8fcbfbf8238189,Cañar,Inactivo
1111,e363b1e9778a468a87183c79a570fe24,Bolivar,Inactivo
1112,802ab656e88749d89789833d2e2e8f15,Esmeraldas,Inactivo
1113,0f925ec32a2c4350b30494e4ed74e481,Guayas,Activo
1114,dc3602bce89f42fb99f27c07ff9caef9,Guayas,Activo
1115,01264593564f4fa582a51318a6c1f6f3,Galapagos,Activo
1116,67e4e29ff58c4151b3940fe9afb2f2a2,Carchi,Activo
1117,24162cdb2f824b1e87a3f8394a9f14bb,Galapagos,Inactivo
1118,aaec5734dc91482db1edf853ae353147,Chimborazo,Activo
1119,dcce70aca1da42ee867f4e4b2af5a6df,Carchi,Inactivo
1120,749e61f782be4f7996d7fb0d376fd059,Galapagos,Inactivo
1121,8c24121033c94e66ae456bbffde9984b,Esmeraldas,Activo
1122,b88ba0a4ad3847e89974ca03a5890c34,Galapagos,Inactivo
1123,2c77d148700f49939988ad47d533da2b,Azuay,Inactivo
1124,5e6f3a8dbf8c4667b398eca556ae2c0d,Carchi,Inactivo
1125,7af31f84ff184d14b8ae8a23ab691d72,Chimborazo,Inactivo
1126,21ca11e71d114c4ca03d18630d46b048,Galapagos,Activo
1127,703bbc8fc4f24fb1a39efaaf29dabe12,Pichincha,Inactivo
1128,f2afbce6d6a04b979f2e793c9bc9fb5e,Chimborazo,Activo
1129,98b891d573224f8082e586941c25ea49,Guayas,Inactivo
1130,d67c04e0c95946e0aeb435d20de6a787,Pichincha,Activo
1131,c9e5dd72415f4305a68c61301d8be165,Guayas,Activo
1132,b3e63406266446d793ac1a5720f53910,Manabi,Activo
1133,ac0ab15f9f834c8ea4cd3afd43d45e8c,Cañar,Inactivo
1134,da6088ccda44463194de774b06b127c3,Cotopaxi,Inactivo
1135,8b0cdae1a021459c8efe74bfb2427863,Manabi,Inactivo
1136,e8613d83ba4842ee82fb017d77e580a7,Chimborazo,Inactivo
1137,4af8f051c7f1430abaeb10b6f256fc69,Guayas,Activo
1138,4e42358ac76d4e8f9b9d1c7298434894,Cotopaxi,Inactivo
1139,25d173cb3a6747b594f3206b58744778,Guayas,Activo
1140,0634de9e49da4f8ba4b9d9a631d8728e,Chimborazo,Activo
1141,1bf7885744374c929ee8eaf969273975,Carchi,Activo
1142,eeb4da6282a44acab670abcb7387a7b4,Carchi,Inactivo
1143,75f3c296af704364be4b8d9e6c389422,Pichincha,Activo
1144,d2f9b3d3e1a74442b183290d1239d086,Guayas,Inactivo
1145,68bf5622bbce49389305911afa51173a,Loja,Activo
1146,ab8cfbd7c09649a588588f1cf9f5780d,Loja,Activo
1147,77a5696408014b2f9300547889121144,Bolivar,Inactivo
1148,2058335631284b30b91b0550b31d6b90,Esmeraldas,Inactivo
1149,eb06728dc9e14d2aa7d688881c3634c0,Loja,Inactivo
1150,0c93f7afa70945d399f3c1e8cd318fe5,Guayas,Activo
1151,fc50eaf56ad84033b31d274cceccc0e7,Manabi,Inactivo
1152,3a2bce034f6c423d857f11c9b3bbf305,Pichincha,Activo
1153,e7a36254566942e8b59462a52ee12e2d,Cotopaxi,Activo
1154,6558817154c747569b5af86ba6486137,Esmeraldas,Activo
1155,f5b515dcd5664e2fa43b8ad78d15a8ba,Guayas,Activo
1156,76f147a666b24435904b31222174beaf,Bolivar,Activo
1157,b81b2a65f59b454cb565cba0d269e1b5,Chimborazo,Inactivo
1158,9a107238dc6c40218c0d1c9508d8db5c,Chimborazo,Inactivo
1159,dccf77e8a89b4aad80e39d84556b7053,Galapagos,Inactivo
1160,fceddcc27e6249c688bdb5f54caf65ab,Loja,Inactivo
1161,6e843faccd2344059bd068bfaeb7a7f1,Chimborazo,Activo
1162,92528de6642845f9b9ca5dd62bd50275,Esmeraldas,Inactivo
1163,bb9a13b9770243ac89cc218dd40f3cbc,Cotopaxi,Activo
1164,8e57f6fd7ee541f2b928de31ec9c1f5d,Loja,Activo
1165,ea68e69452624eec847f0fdd81ede1d0,Azuay,Activo
1166,5a10b2b8c69247ce906c74b662ec51ba,Cañar,Inactivo
1167,8a43aa04fa214bf1a423cc6d7d2b91f6,Esmeraldas,Activo
1168,de2c4b792a8a4e41881c1e2e3c01e197,Esmeraldas,Activo
1169,c931f590b90c41eaadf48f5bddab6878,Loja,Activo
1170,66a0ce8017d441e9b8b0e1d7c09d4451,Loja,Activo
1171,8944d2c30f9043d89e56adc4a8aa4e08,Carchi,Inactivo
1172,0d93659f12f343a6a62c1b6f9558e7cb,Chimborazo,Inactivo
1173,929e667eb6254568924cc881e5fbe3e3,Esmeraldas,Activo
1174,6cb1706531414dc6844a494dbf5fb398,Esmeraldas,Activo
1175,e32f2211b8d64e6b95301b24671b5d11,Carchi,Activo
1176,60caaa09fdee42c5898db60dfba665fc,Cotopaxi,Inactivo
1177,50ca39367bbd4729ad4461fb395865ba,Azuay,Activo
1178,0062d427a9b54af9be70399b3ff4c090,Carchi,Inactivo
1179,716baac6c4f14a34807044ed99d53917,Loja,Inactivo
1180,d1a633d6468b4ac9bd2fd35414743960,Azuay,Activo
1181,c2eb71e699234a359c6fae0e25dcd2d6,Chimborazo,Activo
1182,c9951d0bc1084cf2be426fdc81ddcc07,Bolivar,Activo
1183,6a1d0c267dfc4657abbc4f96a730c008,Guayas,Activo
1184,17eb7df6aa61438da5f98ca44681841f,Carchi,Activo
1185,e00fdad101d74728b0b2242735027271,Manabi,Activo
1186,4603e0a858b04a70a37acd92177a8bfd,Chimborazo,Activo
1187,cd6183784bd14a9d99728cc9c58fd219,Galapagos,Activo
1188,dc9bf0a2522b44a58699d09d32e24623,Bolivar,Activo
1189,ed2a985276ac4401ba543362dac24264,Chimborazo,Inactivo
1190,293c88bade8d4f739d800e136dc7d82e,Galapagos,Inactivo
1191,196e5c5006aa4497bdeca55bed6b3123,Cotopaxi,Inactivo
1192,a0c82a5038854377be4fdfcc8eae6f48,Manabi,Inactivo
1193,65c7e7c807934dd8a9e64403dc7dd996,Bolivar,Inactivo
1194,7d9f20262d7f45209095f0e4ed295e84,Pichincha,Activo
1195,aa10dbc655ec4cfb94f1707b3cefc9cc,Loja,Inactivo
1196,c29650212b92411684b9ba3537df12b2,Esmeraldas,Inactivo
1197,3aff4faa132e419bb4d15926cf79e4cc,Guayas,Activo
1198,755ea56a3e124c34aff3c52774289f46,Galapagos,Activo
1199,c2d532daacd940ddbb28c4cac4442006,Esmeraldas,Activo
1200,948f069379a84cebad6cb6eed6f0ff27,Guayas,Inactivo
1201,6be6d17b8c634153a48285937f963d03,Manabi,Activo
1202,d70ddaf094de46c691f49fbbd25d58c3,Manabi,Inactivo
1203,4d81f90d2775439b94a388e416f1eef9,Cañar,Activo
1204,f2b195e2139f486b9eded50f0ed5f5c8,Galapagos,Inactivo
1205,bad1ff34119e4945bf0e3772bf3aa833,Loja,Inactivo
1206,395e08971ed74adaa44ed46a769514ce,Galapagos,Inactivo
1207,9dd67ef298144849a4ebc52aae319bbb,Manabi,Inactivo
1208,c473d04699444988a3bab0d78b0d3e2b,Cotopaxi,Activo
1209,66beabb7284d4707877b2cee99e67d3e,Galapagos,Activo
1210,55866f1112234801b7eb8ab52f893491,Carchi,Inactivo
1211,5949fb4836e349488a185de0626dfc44,Esmeraldas,Inactivo
1212,673428be29a543f9826b01f771c5efe6,Cotopaxi,Inactivo
1213,d476a0c426ea45f89639072d1b26d969,Manabi,Inactivo
1214,c5404487f68b43b9b03021b54679eea2,Guayas,Inactivo
1215,007614091f564392bda909bebbfa45f8,Carchi,Inactivo
1216,9dbb05ccb1434e7885cc947fc12da3a3,Manabi,Inactivo
1217,ee12d601d8ad48b4aa484f734ab95a70,Manabi,Inactivo
1218,82313daeaf9a4df1b9c989972f0ef63c,Esmeraldas,Activo
1219,c4c279c017b24023babe975bbccae78c,Guayas,Activo
1220,861ef0cf3f53432fb30afeaeaa1a2c18,Cotopaxi,Inactivo
1221,b7b6447213c140ada88a083007bdf487,Loja,Activo
1222,7efdab3c89714188bc8c814981a38a12,Esmeraldas,Inactivo
1223,22414cd6fd164dd69a2e20b642ad5586,Galapagos,Activo
1224,23ed21602cc24d73a0764d486388480e,Carchi,Inactivo
1225,b10a31d00dc741a9903948c96c54d5c8,Chimborazo,Inactivo
1226,df96e338ed804aa18622b4f1299f2c3a,Carchi,Activo
1227,f7f9a6196ffc488384d433e9251f490c,Carchi,Activo
1228,f04ea2e601f943a187a5fcfd7ccaafa8,Cotopaxi,Activo
1229,d3465959fa684d729821dcdb241c15af,Bolivar,Inactivo
1230,05678cca214149e6a248de755594b32b,Esmeraldas,Activo
1231,ccfa56fb3423466a9386ab284be1261e,Chimborazo,Activo
1232,e5c066f5d0dc467bb008427830c025f7,Galapagos,Activo
1233,ef2b732a5c844f6a874d07d4ca52257a,Cañar,Inactivo
1234,3f828aded4234a7fb1c5ff25b71650be,Bolivar,Activo
1235,aadd4f7d07244014867ce573d99b7e23,Manabi,Activo
1236,36152c5e81414d39ae5073a45aaf8895,Cañar,Activo
1237,58611cbf65f046d09f9e8a6cd5da82d8,Manabi,Inactivo
1238,6ccd6ba138d14f0192462faa3ced1583,Pichincha,Activo
1239,434d4777107446e1bb40f6bca5d972a3,Loja,Inactivo
1240,2ee61dc096794fb3af4ea2b54723d221,Esmeraldas,Inactivo
1241,a023d08390ff4030a8f52b01d71ab3e3,Guayas,Activo
1242,ab59e04d9bb743fc93ca9598499e645a,Esmeraldas,Inactivo
1243,1c82ac87e6a34be98bbe014005ddc68c,Galapagos,Activo
1244,41f007263c9a4bc5984c645f3859fa80,Galapagos,Activo
1245,4ab4ec18151e4b77aeb38af32966427d,Carchi,Activo
1246,2a058e71bcf34ca0a8389693b5c3b26e,Esmeraldas,Inactivo
1247,a744d29b69ce49ceb8f7094ac6cf5544,Cotopaxi,Activo
1248,d4766c3482484ba4b4ec3087e0539db6,Chimborazo,Activo
1249,c0ee80cc2e274f5082d85b04d89838b0,Chimborazo,Activo
1250,b85d74bdecfa4a55840490e586ec9a39,Cotopaxi,Inactivo
1251,c20caba907d04a4193a7f629f23d8144,Manabi,Activo
1252,b7d17843e1ed45f190234714e0423712,Cañar,Inactivo
1253,abc32c5fb951493f97b7028e44c5d25c,Carchi,Activo
1254,72dc97a4e7a34c74ace5b0906b38c713,Pichincha,Activo
1255,40f4e0de7f1b4cff8198168e051b434e,Pichincha,Activo
1256,7751247630164b2cbedab54e20066511,Esmeraldas,Inactivo
1257,7ca28c954d2c4f28b56eebc2131fc130,Esmeraldas,Activo
1258,9a685c3dc5fe4b3ab4ce2396eca57536,Azuay,Inactivo
1259,eea2e59e138c4dce9e778e6b7cd6dea0,Pichincha,Activo
1260,f45851823be64241969eee99bc1b199a,Galapagos,Inactivo
1261,f69b693470704c70b96710a417aebadf,Azuay,Activo
1262,e509d0804dbb481395f80ccda26918c9,Bolivar,Inactivo
1263,22a128304224481f8c84cd0debdf1927,Galapagos,Inactivo
1264,0f816387719e4900bdc68fb400e59ecb,Esmeraldas,Activo
1265,e68eba8ed047473daef68a11e07ece54,Bolivar,Inactivo
1266,50085f351bb249a9b99b35d08ef6e3fe,Manabi,Activo
1267,207485138cec44c2b3db2e77916ee2db,Galapagos,Inactivo
1268,b3f0fca604ac4b158fc78ec6bd7e2e3f,Chimborazo,Inactivo
1269,ac58cb8c84ff4949b9448f59853f1182,Manabi,Inactivo
1270,ae80ccf010ab41348c15212c297ee64b,Carchi,Inactivo
1271,d578bd23dc00404da92da7c5d983ce26,Chimborazo,Activo
1272,11cfddd2d2c54ecca479fbc0462d6c5e,Esmeraldas,Activo
1273,cb2ed4e5598a4320bec461f8e3eccc06,Cotopaxi,Inactivo
1274,097b1992a47744c3a86d55f4b8ea6079,Cañar,Activo
1275,27811839904e4ce0a525ef633afe2104,Manabi,Inactivo
1276,ccf9581a77fb47d9a426d799d21d0f1c,Cañar,Activo
1277,c99ecdad345047568793d072334ce4a3,Loja,Inactivo
1278,6254c22822b5457097e105cc0749ce51,Chimborazo,Activo
1279,f35f64450b7b4d3eab10fe8ca97ad0ca,Esmeraldas,Inactivo
1280,cbc4d39f831b4bd5b9a32baff7b499ff,Guayas,Inactivo
1281,1c6e0abc2f9c467c8242b43db83c672f,Cañar,Activo
1282,e8dde006080b40feb98694b582f2b9e7,Azuay,Activo
1283,074b4be1c0224b3e96cfe432ae40bbb2,Esmeraldas,Activo
1284,28e66402018e4cbc8432a13e0ba0d900,Cotopaxi,Inactivo
1285,fdefe923caa545e7abf90ec465f9a715,Cañar,Activo
1286,927d28f60ad6455a9ca6afb16a7ef974,Bolivar,Activo
1287,494d493dd7c947c09c1a4110a8aa7d72,Cañar,Activo
1288,8f6880ecdd3f43908c6dd4f2725ca761,Loja,Inactivo
1289,1e0400667b964cc7a264b4c7715c355d,Pichincha,Inactivo
1290,7ad8fefcdaa34b2c8c73c7b3221437f7,Guayas,Inactivo
1291,9605d332a2fb4fccbfd20bedd95a92c3,Bolivar,Inactivo
1292,fc8ca6c4877c48ccb5023a3a61f830df,Cañar,Inactivo
1293,2fb2bae0abc84fec9050a248173d83d1,Pichincha,Activo
1294,564f272fbe2b4299ba9515136f6a63d0,Loja,Activo
1295,a25906f0362d4cab878974d090f174d5,Galapagos,Activo
1296,2d2bab8e0d3341baaa072d119f4578b6,Carchi,Inactivo
1297,2afd285cee03485bb859d3b844b052b9,Carchi,Inactivo
1298,a8c2dc03b7684dc1bcb40ba5cf9cb2d7,Esmeraldas,Inactivo
1299,a8463865edce4c87975f60a3a65d0b81,Pichincha,Activo
1300,c96be4788cff4c3e9f976bd42eec1bb4,Cotopaxi,Activo
1301,25785464a22c4a4ba1da1c94bdc85442,Carchi,Inactivo
1302,f8b3d524fdba40ff85f9ec7051566815,Loja,Activo
1303,6aece9bf747c4ba1a50620247c74e4ab,Loja,Inactivo
1304,05acd1c900d74af38b3983c7700d4ca5,Esmeraldas,Activo
1305,e4fc9dab4eaa484b8dc62563d35b4395,Azuay,Activo
1306,aac1c8e5ad124cecb158e23507bf3d86,Manabi,Activo
1307,4e425a11d93647c69671ad94c9ffc579,Azuay,Inactivo
1308,74d931efa69b4868a176570f3f72c650,Chimborazo,Activo
1309,2abc0cf63d94400d8e8d348f12bbe221,Esmeraldas,Inactivo
1310,071d5ed4acec4381a2d91998d8ff55c9,Esmeraldas,Inactivo
1311,57b03e53db3f497cae0c56bff2cfbd11,Loja,Inactivo
1312,b14393b6509d47aa85110a43a29e5d7b,Carchi,Inactivo
1313,04ec28f5bfc04408a1fbc1403412a064,Cotopaxi,Activo
1314,8d54d2ca51664d0ea05925e75680710c,Bolivar,Inactivo
1315,faeead4e86884a24a50223a6578580be,Pichincha,Activo
1316,e94919cc643946f085443d985cd9bdb6,Bolivar,Inactivo
1317,3dcc7bc6fb794dd9a6443264037a65f6,Chimborazo,Activo
1318,d7addaae57ad4d7a8beef70baa02e6de,Manabi,Activo
1319,be5492c452874a0db053f19c05eccbae,Loja,Inactivo
1320,527eb15c723a47a4a84bef7fcfc1a9f7,Pichincha,Inactivo
1321,d7777a9d64c54df091bce5fd9bc98c76,Chimborazo,Inactivo
1322,724a3fd2fba24da8835b5267ef216ce3,Loja,Inactivo
1323,e3a162b3228c44439f64acbd0529fdaf,Manabi,Inactivo
1324,ee3650f17aac4a028b4563d688efb6c2,Cotopaxi,Inactivo
1325,36752e823b5649c284e02a3feae4bbd5,Loja,Inactivo
1326,7bbeb3a87f094c29b177c4277e413587,Bolivar,Inactivo
1327,c4c060360c10470ab1732f7464cfe5e0,Chimborazo,Activo
1328,1571d5de0e6d46b8a8d06342dfc28025,Cañar,Inactivo
1329,f428fef21649440e8a9b530c4a1c6652,Azuay,Inactivo
1330,d457251e662a42d486844d119febd612,Cotopaxi,Inactivo
1331,864d217c83904935b80d9599a1325bdc,Chimborazo,Inactivo
1332,81df7402bcab450783f77ba4088ed583,Cañar,Inactivo
1333,dd8c752c8efb42b28d612418888baea7,Azuay,Activo
1334,71d2b5a163c54428a327639b0dc01966,Cotopaxi,Activo
1335,6a0f98cf6cb2431fad8fa904daf24b77,Manabi,Inactivo
1336,400e7337760147339eb4fe5f6a936f6a,Esmeraldas,Inactivo
1337,df35287cd7ff45c8839221eb28b746c7,Carchi,Inactivo
1338,42a2f5c2abe64599a46f5f00277910d7,Pichincha,Inactivo
1339,0a1f2884e997493094fa150d60766274,Carchi,Activo
1340,285c75fd44cb4befb135a3a2f306b7be,Galapagos,Inactivo
1341,72584696129e4138b25e419b2287913c,Galapagos,Activo
1342,ef3ac146580943c4a357eee08ded2d15,Guayas,Inactivo
1343,c3e7837bc0964d989f26f59a040231d1,Galapagos,Inactivo
1344,669728d073964adf867d3f4c7eb34cf4,Carchi,Activo
1345,a17a801b0e70421bb288101dd8c053ba,Cotopaxi,Inactivo
1346,6e23d4df20aa4496b2e053ebfc3eabbb,Cotopaxi,Activo
1347,67bc2aa217b54c7c8d4fe93399b1a618,Bolivar,Inactivo
1348,4d5d6efc00ad46f396b3ca0262b48223,Guayas,Inactivo
1349,bc55e424e18e4acdb25d10ca63e9f440,Cañar,Activo
1350,39c17976cd6644f39ec1180d9231efa7,Chimborazo,Inactivo
1351,19d2750fd0a940de95522c31ce07a0fb,Esmeraldas,Activo
1352,6a14c64e7e98476a81ce04cb342219d4,Azuay,Inactivo
1353,9b46fa4ba1f14e0a8baab02e369a7abe,Manabi,Activo
1354,b1d04be5206f43a4a779903b72f73182,Chimborazo,Activo
1355,fac009af36c246fdbfa2c04928c63e23,Chimborazo,Activo
1356,cdf822c7bc9c4e819a384921045dfd53,Azuay,Inactivo
1357,4efa24fac5db442da88ab81749763773,Galapagos,Activo
1358,2c27a87ca86d401891ed8f2c912fa2ab,Carchi,Inactivo
1359,4d859a3651e9468580bec674ee54520c,Guayas,Activo
1360,3e66965698924a02813dd33463cb9769,Esmeraldas,Activo
1361,7a4e860fd6454416b0a85cdb7a8891cf,Pichincha,Inactivo
1362,79fe25e85d234c6cb894f40aa5138067,Esmeraldas,Activo
1363,8a6e4a4261454b2b8627ce25be4d10bc,Guayas,Activo
1364,2bfd9e4bf55647658fc896817ea4025a,Azuay,Inactivo
1365,610356b1159f4b6ab31627ba13f752f2,Azuay,Inactivo
1366,d715d8f5691341299e5c16bc344524b6,Chimborazo,Activo
1367,5578d01b9eeb43deac2b651551dc26a0,Manabi,Activo
1368,49861413c2fc45fcb9a8e36dfae3b8b5,Guayas,Inactivo
1369,2f70ddf9dfe845a19dcea18b6af0e7b3,Cotopaxi,Inactivo
1370,e60cfd5cf74a4d849a3dd631efed3482,Bolivar,Activo
1371,ee5f03e9173a44e0bad668013e6bd611,Chimborazo,Inactivo
1372,fecb215a51d94b62a48667dd29926d26,Loja,Activo
1373,5cc03e5293b14b33afee5718935d1d47,Bolivar,Activo
1374,f333f7b1d25443cc8d1c16bf1c566669,Carchi,Activo
